title,author,rating,cuisine,ratingnum,preptime,cooktime,totaltime,servings,numberofsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,source,link,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Soft Sugar Cookies,Carrie Barnard,5,American, 1 ,15 minutes,10 minutes,30 minutes,NA,9,7,▢ 1 cup butter softened,▢ 1 1/2 cups Granulated Sugar divided,▢ 2 Large Eggs,▢ 2 1/2 cups all-purpose flour,Desserts on a Dime,https://dessertsonadime.com/soft-sugar-cookie-recipe/,▢ 2 teaspoons baking powder,▢ ½ teaspoon salt,▢ 1 tsp Vanilla Extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Hot Cookies,Carrie Barnard,5,American, 2 ,15 minutes,10 minutes,30 minutes,NA,10,10,▢ 3 Tablespoons Red Hots Candy crushed,▢ 1/2 cup Butter softened,▢ 1 cup Granulated Sugar,▢ 1 Large Egg,Desserts on a Dime,https://dessertsonadime.com/red-hot-cookies/,▢ 1 teaspoon Vanilla Extract,▢ 1 1/2 cups All Purpose Flour,▢ 1/4 teaspoon Salt,▢ 1 teaspoon baking Powder,▢ 1/2 teaspoon Baking Soda,▢ 1/2 cup Powdered Sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nestle Toll House Chocolate Chip Cookies,Carrie Barnard,4.67,American, 3 ,10 minutes,10 minutes,25 minutes,NA,9,10,▢ 1 cup Light Brown Sugar,▢ ½ cup Granulated Sugar,▢ 1 cup Butter softened at room temperature,▢ 2 Large Eggs,Desserts on a Dime,https://dessertsonadime.com/toll-house-chocolate-chip-cookies-recipe/,▢ 1 tsp Vanilla Extract,▢ 2 ¼ cup All Purpose Flour,▢ ½ tsp Baking Soda,▢ ½ tsp Baking Powder,▢ 2 cups Semi-sweet Chocolate Chips,▢ 1 cup chopped Walnuts optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butterscotch Chocolate Chip Cookies,Carrie Barnard,5,American, 2 ,NA,10 minutes,15 minutes,NA,11,12,▢ 1 cup Unsalted Butter softened,▢ 1 1/2 cups Brown Sugar,▢ 1/2 cup Granulated Sugar,▢ 2 large Eggs room temperature,Desserts on a Dime,https://dessertsonadime.com/butterscotch-chocolate-chip-cookies/,▢ 1 tsp Vanilla Extract,▢ 2 1/4 cups All Purpose Flour,▢ 1 tsp Baking Soda,▢ 2 teaspoons Cornstarch,▢ 1/2 tsp Salt,▢ 1 1/2 cups Chocolate Chips,▢ 1 cup Butterscotch Chips,▢ Sea Salt for topping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Pretzel Cookies,Carrie Barnard,5,American, 2 ,NA,10 minutes,15 minutes,NA,11,11,▢ 1 cup Unsalted Butter softened,▢ 1 cup Brown Sugar,▢ 1 cup Granulated Sugar,▢ 2 large Eggs room temperature,Desserts on a Dime,https://dessertsonadime.com/chocolate-chip-pretzel-cookies/,▢ 1 tsp Vanilla Extract,▢ 2 1/4 cups All Purpose Flour,▢ 1 tsp Baking Soda,▢ 2 teaspoons Cornstarch,▢ 1/2 tsp Salt,▢ 1 cup Crushed Pretzels,▢ 2 cups Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Stuffed Chocolate Cookies,Carrie Barnard,5,American, 4 ,40 minutes,15 minutes,NA,NA,14,15,▢ 1 cup Creamy Peanut Butter,▢ 1/2 cup Powdered Sugar,▢ 1 teaspoon Vanilla Extract,▢ 2 1/4 cups All Purpose Flour,Desserts on a Dime,https://dessertsonadime.com/peanut-butter-stuffed-chocolate-cookies/,▢ 1/2 cup Unsweetened Cocoa Powder,▢ 1 Tablespoons Cornstarch,▢ 1 teaspoon Baking Powder,▢ 1/2 teaspoon Baking Soda,▢ 1/2 teaspoon Salt,▢ 1 cup Unsalted Butter softened,▢ 1 1/4 cup Brown Sugar,▢ 1/2 cup Granulated Sugar,▢ 1 teaspoon Vanilla Extract,▢ 2 large Eggs room temperature,▢ 1 cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA
Candy Corn Cookies,Carrie Barnard,5,American, 4 ,15 minutes,12 minutes,27 minutes,NA,9,9,▢ 1 cup butter softened,▢ 1/2 cup Sugar,▢ 1/2 cup Brown Sugar,▢ 1 Tablespoon Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/candy-corn-cookies-recipe/,▢ 2 eggs,▢ 2 1/4 cups Flour,▢ 1 tsp Baking Soda,▢ 1/2 tsp Salt,▢ 1 small bag of Candy Corn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Cookies with Cake Mix,Carrie Barnard,4.84,American, 6 ,10 minutes,15 minutes,25 minutes,NA,5,3,▢ 1 15 oz can of pumpkin,▢ 1 box spice cake mix,▢ ½ cup powdered sugar,NA,Desserts on a Dime,https://dessertsonadime.com/pumpkin-cake-mix-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas White Chocolate Oreos,Carrie Barnard,5,American, 4 ,15 minutes,NA,15 minutes,NA,7,4,▢ 16 Oreo Cookies,▢ 12 ounces White Candy Melts,▢ 1 1/2 teaspoons Vegetable Oil,▢ Christmas Sprinkles,Desserts on a Dime,https://dessertsonadime.com/christmas-white-chocolate-oreos/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grinch Cookie Bars,Carrie Barnard,5,American, 3 ,15 minutes,25 minutes,40 minutes,NA,13,15,▢ 1 cup Unsalted Butter softened,▢ 1 1/2 cups Granulated Sugar,▢ 3 large Eggs room temperature,▢ 2 tsp Vanilla Extract,Desserts on a Dime,https://dessertsonadime.com/grinch-cookie-bars/,▢ 4 1/4 cup All Purpose Flour,▢ 1 Tablespoon Cornstarch,▢ 1 tsp Baking Powder,▢ 1/2 tsp Salt,▢ 1/2 cup Green Jimmie Sprinkles,▢ 3/4 cup Unsalted Butter softened,▢ 2 1/4 cup Powdered Sugar,▢ 2 Tbsp Milk,▢ 1 tsp Vanilla Extract,▢ Bright Green Gel Food Coloring,▢ Red Gel Food Coloring,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Butterscotch Cornflake Cookies,Carrie Barnard,4.86,American, 7 ,15 minutes,NA,15 minutes,NA,7,3,▢ 4 cups Cornflakes,▢ 1 bag Butterscotch Chips 11 ounces,▢ 1 cup Creamy Peanut Butter,NA,Desserts on a Dime,https://dessertsonadime.com/butterscotch-cornflake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas No Bake Cookies,Carrie Barnard,4.55,American, 11 ,15 minutes,NA,45 minutes,NA,8,5,▢ 16 ounces White Chocolate Bark,▢ 3/4 cup Creamy Peanut Butter,▢ 2 cups quick oats don’t use old fashioned oats,▢ 1 1/2 cups Miniature Marshmallows,Desserts on a Dime,https://dessertsonadime.com/christmas-no-bake-cookies/,▢ 1/2 cup Red and Green Jimmie Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coffee Cookies,Carrie Barnard,5,American, 2 ,15 minutes,12 minutes,32 minutes,NA,13,14,▢ 1 1/2 cups All Purpose Flour,▢ 1/2 cup Granulated Sugar,▢ 1/2 cup Brown Sugar,▢ 1/2 cup Butter softened,Desserts on a Dime,https://dessertsonadime.com/coffee-cookies/,▢ 1 Large Egg room temperature,▢ 1 Tablespoon Instant Coffee or Instant Espresso,▢ 1/2 teaspoon Salt,▢ 1/2 teaspoon Baking Soda,▢ 1 teaspoon Vanilla Extract,▢ 1 pkg Semi-Sweet Chocolate Chunks 11 ounces,▢ 1/2 cup Powdered Sugar,▢ 1 Tablespoons Butter melted,▢ 2 Tablespoons Milk,▢ 1 Tablespoons Instant Coffee or Instant Espresso,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin No Bake Cookies,Carrie Barnard,4.28,American, 36 ,15 minutes,NA,45 minutes,NA,8,8,▢ 1/3 cup Pumpkin Puree,▢ 1/2 cup Unsalted Butter,▢ 1/2 cup Granulated Sugar,▢ 2 cups Quick Oats,Desserts on a Dime,https://dessertsonadime.com/pumpkin-no-bake-cookies/,▢ 1/4 cup Milk,▢ 1/4 teaspoon Pumpkin Pie Spice,▢ 1 pinch Salt,▢ 1/4 teaspoon Vanilla Extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sweet Potato Cookies,Carrie Barnard,4.80,American, 5 ,15 minutes,55 minutes,30 minutes,NA,11,14,▢ 2 Medium Sweet Potatoes,▢ 2 cups All Purpose Flour,▢ 1 1/2 cups Rolled Oats,▢ 1 teaspoon Baking Powder,Desserts on a Dime,https://dessertsonadime.com/sweet-potato-cookies/,▢ 2 teaspoons Ground Cinnamon,▢ 1/4 teaspoon Ground Ginger,▢ 1/2 teaspoon Salt,▢ 1/2 cup Butter softened,▢ 1/2 cup Brown Sugar,▢ 1/2 cup Granulated Sugar,▢ 1 Large Egg,▢ 1 teaspoon Vanilla Extract,▢ 1 1/2 cups Chocolate Chips,▢ 1/4 cup Chopped Pecans,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Walnut Cookies,Carrie Barnard,5,American, 3 ,10 minutes,10 minutes,25 minutes,NA,10,12,▢ 1/2 cup Butter softened,▢ 1/2 cup Vegetable Oil,▢ 1 cup Granulated Sugar,▢ 1 cup Brown Sugar,Desserts on a Dime,https://dessertsonadime.com/chocolate-chip-walnut-cookies/,▢ 2 Large Eggs,▢ 2 tsp Vanilla Extract,▢ 3 cups All Purpose Flour,▢ 2 tsp Cornstarch,▢ 1 tsp Baking Soda,▢ 1/2 tsp Salt,▢ 1 cup Milk Chocolate Chips,▢ 3/4 cup Chopped Walnuts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milky Way Cookies,Carrie Barnard,5,American, 5 ,30 minutes,10 minutes,45 minutes,NA,8,11,▢ 1 cup Unsalted Butter softened,▢ 3/4 cup Granulated Sugar,▢ 3/4 cup Light Brown Sugar,▢ 2 Large Eggs,Desserts on a Dime,https://dessertsonadime.com/milky-way-cookies/,▢ 2 teaspoons Vanilla Extract,▢ 2 3/4 cups all-purpose flour,▢ 1 teaspoon baking soda,▢ 1/2 teaspoon Baking Powder,▢ 1/4 teaspoon salt,▢ 1 cup Chocolate Chip,▢ 15 Fun Size Milky Way Candy Bars coarsely chopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grinch Chocolate Covered Oreos,Carrie Barnard,5,American, 3 ,15 minutes,0 minutes,45 minutes,NA,9,4,▢ 20 Oreo Cookies,▢ 1 pkg Green Candy Melts 12 ounces,▢ 1 Tablespoon Coconut Oil,▢ 20 Red Heart Sprinkles,Desserts on a Dime,https://dessertsonadime.com/grinch-chocolate-covered-oreos/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Snickerdoodles,Carrie Barnard,4.84,American, 6 ,NA,10 minutes,20 minutes,NA,11,13,▢ 1/2 cup Unsalted Butter softened,▢ 1/2 cup Granulated Sugar,▢ 1/4 cup Light Brown Sugar,▢ 1/4 cup Pumpkin Purée,Desserts on a Dime,https://dessertsonadime.com/pumpkin-snickerdoodles/,▢ 1 Egg Yolk,▢ 1 teaspoon Vanilla Extract,▢ 1 1/2 cups all-purpose flour,▢ 1/2 teaspoon baking soda,▢ 1 teaspoon cream of tartar,▢ 1/4 teaspoon salt,▢ 1 teaspoon Pumpkin Pie Spice,▢ 2 tablespoons white sugar,▢ 2 teaspoons ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Acorns,Carrie Barnard,5,American, 2 ,15 minutes,NA,25 minutes,NA,8,4,▢ 1/2 cup Semi-Sweet Chocolate Chips,▢ 25 Mini Nilla Wafer Cookies,▢ 25 Hershey Kisses unwrapped,▢ 25 Mini Chocolate Chips,Desserts on a Dime,https://dessertsonadime.com/chocolate-acorns/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Sugar Cookies,Carrie Barnard,5,American, 6 ,40 minutes,10 minutes,NA,NA,11,11,▢ 3 cups All Purpose Flour,▢ 2 teaspoons Baking Powder,▢ 1/2 teaspoon Salt,▢ 1 1/2 cup Granulated Sugar,Desserts on a Dime,https://dessertsonadime.com/pumpkin-sugar-cookies/,▢ 1 cup Butter softened,▢ 2 teaspoons Vanilla Extract,▢ 1 large Egg room temperature,▢ 3/4 cup Pure Pumpkin not pie filling,▢ 3 cups Powdered Sugar,▢ 1/4 cup Milk,▢ 1/2 teaspoon Pumpkin Pie Spice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
How to make S’mores in the Oven,Carrie Barnard,5,American, 4 ,5 minutes,3 minutes,8 minutes,NA,5,3,▢ 4 Graham Crackers Broken in Half (8 squares),▢ 1 Regular Size Hershey’s Chocolate Bar broke into 4 pieces,▢ 4 Large Marshmallows,NA,Desserts on a Dime,https://dessertsonadime.com/oven-baked-smores/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pecan Pie Cookies,Carrie Barnard,4.80,American, 5 ,10 minutes,20 minutes,45 minutes,NA,8,7,▢ 16.5 ounces Premade Sugar Cookie Dough,▢ 1 Egg beaten,▢ 1/3 cup Brown Sugar packed,▢ 1/4 cup Corn Syrup,Desserts on a Dime,https://dessertsonadime.com/pecan-pie-cookies/,▢ 1/2 teaspoon Vanilla Extract,▢ 1 1/2 cup Pecans chopped,▢ Whipped Cream optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutter Butter Reindeer,Carrie Barnard,5,American, 2 ,15 minutes,NA,35 minutes,NA,7,5,▢ 24 Nutter Butter Sandwich Cookies,▢ 24 Mini Pretzels,▢ 48 Small Candy Eyes,▢ 24 Red M&Ms,Desserts on a Dime,https://dessertsonadime.com/nutter-butter-reindeer/,▢ 1/4 cup Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Cowboy Cookies,Carrie Barnard,5,American, 4 ,15 minutes,11 minutes,31 minutes,NA,8,16,▢ 2 cups All Purpose Flour,▢ 1 teaspoon Baking Soda,▢ 1 teaspoon Baking Powder,▢ 1/2 teaspoon Ground Cinnamon,Desserts on a Dime,https://dessertsonadime.com/christmas-cowboy-cookies/,▢ 1/2 teaspoon Salt,▢ 1 cup Unsalted Butter softened,▢ 3/4 cup Granulated Sugar,▢ 3/4 cup Brown Sugar,▢ 2 Large Eggs room temperature,▢ 2 teaspoons Vanilla Extract,▢ 1 1/2 cups Old-Fashioned Oats,▢ 3/4 cup Semi-Sweet Chocolate Chips,▢ 3/4 cup White Chocolate Chips,▢ 3/4 cup Chopped Pecans,▢ 3/4 cup Sweetened Coconut Flakes,▢ 1 1/2 cups Red and Green M&Ms,NA,NA,NA,NA,NA,NA,NA
Butter Pecan Cookies,Carrie Barnard,4.84,American, 6 ,NA,15 minutes,15 minutes,NA,15,12,▢ 1 1/2 cup Chopped Pecans,▢ 2 Tablespoons Butter,▢ 1 cup Butter,▢ 2 1/2 cups All Purpose Flour,Desserts on a Dime,https://dessertsonadime.com/butter-pecan-cookies/,▢ 1 Tablespoon Cornstarch,▢ 1 teaspoon Salt,▢ 1 teaspoon Baking Soda,▢ 1/2 cup Granulated Sugar,▢ 1 cup Brown Sugar packed,▢ 2 Large Eggs room temperature,▢ 2 teaspoons Vanilla Extract,▢ 1/2 cup Pecan Halves for topping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Air Fryer Oreos,Carrie Barnard,5,American, 3 ,10 minutes,5 minutes,15 minutes,NA,9,4,▢ 1 Tbsp Olive Oil,▢ 8 Oreo Cookies,▢ 1 can of Crescent Rolls 8 oz package,▢ 1/2 cup Powder Sugar for Topping,Desserts on a Dime,https://dessertsonadime.com/air-fryer-oreos/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cream Cheese Chocolate Chip Cookies,Carrie Barnard,4.67,American, 6 ,10 minutes,10 minutes,30 minutes,NA,8,11,▢ 1/2 cup Unsalted Butter softened,▢ 1/4 cup Cream Cheese softened,▢ 3/4 cup Brown Sugar,▢ 1/4 cup Granulated Sugar,Desserts on a Dime,https://dessertsonadime.com/cream-cheese-chocolate-chip-cookies/,▢ 1 Large Egg,▢ 2 teaspoons Vanilla Extract,▢ 2 1/4 cups All Purpose Flour,▢ 2 teaspoons Cornstarch,▢ 1 teaspoon Baking Soda,▢ 1/2 teaspoon Salt,▢ 2 cups Semi-Sweet Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rainbow Cookies,Carrie Barnard,5,American, 4 ,20 minutes,10 minutes,30 minutes,NA,12,9,▢ 21 oz Betty Crocker Sugar Cookie Mix or use our homemade sugar cookie recipe,▢ 1/2 Cup butter softened,▢ 1 egg,▢ Flour (see instructions),Desserts on a Dime,https://dessertsonadime.com/easy-rainbow-cookies/,▢ Water (see instructions),▢ 2-16 oz cans vanilla frosting,▢ Miniature M&M’s,▢ White nonpareil sprinkles,▢ Wilton rainbow cookie cutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patriotic Whoopie Pies,Carrie Barnard,4.75,American, 4 ,30 minutes,6 minutes,36 minutes,NA,12,11,▢ 1 teaspoon Dutch process cocoa powder,▢ 2 teaspoons sugar,▢ 1 box vanilla cake mix I used Betty Crocker’s,▢ 4 large eggs room temperature,Desserts on a Dime,https://dessertsonadime.com/patriotic-whoopie-pies/,▢ 2 sticks 1 cup unsalted butter,▢ ⅓ cup milk room temperature,▢ Red and blue gel food color,"▢ 1 stick ½ cup unsalted butter, room temperature",▢ 1¼ cups 141 g powdered sugar,▢ pinch of salt,▢ 2 cups Marshmallow Fluff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reese’s Pieces Cookies,Carrie Barnard,4.80,American, 5 ,10 minutes,10 minutes,25 minutes,NA,11,11,▢ 1/2 cup Butter,▢ 1/2 cup Creamy Peanut Butter,▢ 1/2 cup Granulated Sugar,▢ 1/2 cup Brown Sugar,Desserts on a Dime,https://dessertsonadime.com/reeses-pieces-cookies/,▢ 1 Large Egg,▢ 1 tsp Vanilla Extract,▢ 1 1/2 cups All Purpose Flour,▢ 1 tsp Cornstarch,▢ 1 tsp Baking Soda,▢ 1/4 tsp Salt,▢ 1 1/2 cups Reese’s Pieces Candy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Cookie Bars,Carrie Barnard,4.89,American, 18 ,15 minutes,35 minutes,50 minutes,NA,10,11,▢ 1 cup Butter softened at room temperature,▢ 1/2 cup granulated sugar,▢ 1/2 cup Brown Sugar,▢ 3 large eggs,Desserts on a Dime,https://dessertsonadime.com/christmas-cookie-bars-recipe/,▢ 2 tsp Vanilla Extract,▢ 3 cups all-purpose flour,▢ 1 teaspoon baking soda,▢ 1 teaspoon salt,▢ 1 cup Christmas M&Ms divided,▢ 1 cup Chocolate Chips divided,▢ 1/2 cup white chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unicorn Poop Cookies,Carrie Barnard,5,American, 5 ,45 minutes,10 minutes,55 minutes,NA,14,10,▢ 2 cups All Purpose Flour,▢ 2/3 cup Granulated Sugar,▢ 3 ounces Cream Cheese,▢ 1/2 cup Shortening,Desserts on a Dime,https://dessertsonadime.com/unicorn-poop-cookies/,▢ 1/2 cup Unsalted Butter,▢ 1 Large Egg,▢ 1/2 teaspoon Salt,▢ 1/2 teaspoon Vanilla Extract,"▢ Pink Purple, Blue & Yellow Gel Food Coloring",▢ Star and Multi-Colored Sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halloween Sugar Cookies,Carrie Barnard,5,American, 3 ,15 minutes,8 minutes,33 minutes,NA,14,13,▢ 2 1/2 cups All Purpose Flour,▢ 1 tsp baking powder,▢ 1/2 tsp salt,▢ 3/4 cup unsalted butter softened,Desserts on a Dime,https://dessertsonadime.com/halloween-sugar-cookies/,▢ 1 cup granulated sugar,▢ 2 Large Eggs,▢ 1 tsp Vanilla Extract,▢ 1/3 cup Butter softened,▢ 4 1/2 cups Powdered Sugar,▢ 1/4 cup Milk,▢ 1/2 teaspoon Vanilla Extract,▢ Orange Food Coloring,▢ Black Food Coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avalanche Cookies,Carrie Barnard,4.41,American, 10 ,15 minutes,NA,15 minutes,NA,7,5,▢ 2 cups Rice Krispie Cereal,▢ 1 pound White Chocolate Bark,▢ 1/2 cup Creamy Peanut Butter,▢ 1 cup Mini Marshmallows,Desserts on a Dime,https://dessertsonadime.com/avalanche-cookies/,▢ 1 cup Mini Chocolate Chips divided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pilgrim Hat Cookies,Carrie Barnard,5,American, 7 ,10 minutes,NA,10 minutes,NA,5,4,▢ 24 Fudge Stripe Cookies,▢ 24 Miniature Reese’s Peanut Butter Cups Unwrapped,▢ 24 Pieces Candy Corn,▢ 4 oz Yellow Decorating Icing,Desserts on a Dime,https://dessertsonadime.com/pilgrim-hat-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spider Oreo Cookies,Carrie Barnard,5,American, 4 ,15 minutes,NA,15 minutes,NA,6,4,▢ 12 Oreo Cookies,▢ Rope Black Licorice,▢ 24 Candy Eyes,▢ 4 oz White Icing,Desserts on a Dime,https://dessertsonadime.com/oreo-spider-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caramel Stuffed Cookies,Carrie Barnard,5,American, 2 ,20 minutes,10 minutes,35 minutes,NA,9,12,▢ 1 cup Unsalted Butter softened,▢ 1 cup Brown Sugar,▢ 1/2 cup Granulated Sugar,▢ 2 Large Eggs room temperature,Desserts on a Dime,https://dessertsonadime.com/caramel-stuffed-cookies/,▢ 2 teaspoons Vanilla Extract,▢ 1 teaspoon Baking Powder,▢ 1 Teaspoon Baking Soda,▢ 2 teaspoon Cornstarch,▢ 1/2 teaspoon Salt,▢ 2 1/2 cups All Purpose Flour,▢ 1 1/2 cup Semi-Sweet Chocolate Chips,▢ 24 Caramel Candies ½ inch squares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unicorn Sugar Cookies,Carrie Barnard,5,American, 3 ,15 minutes,10 minutes,30 minutes,NA,11,8,▢ 1 cup butter softened,▢ 1 1/2 cups Granulated Sugar divided,▢ 2 Large Eggs,▢ 2 1/2 cups all-purpose flour,Desserts on a Dime,https://dessertsonadime.com/unicorn-sugar-cookies/,▢ 2 teaspoons baking powder,▢ ½ teaspoon salt,▢ 1 tsp Vanilla Extract,"▢ Pink Blue, Purple and Green Gel Food Coloring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Star Crunch Cookies,Carrie Barnard,4.30,American, 34 ,15 minutes,NA,45 minutes,NA,5,5,▢ 6 cups Crispy Rice Cereal,▢ 4 Tbsp Butter,▢ 1 cup Chocolate Chips,▢ 1 cup Caramel Chips,Desserts on a Dime,https://dessertsonadime.com/homemade-star-crunch-cookies/,▢ 10 oz package of Mini Marshmallows,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red White and Blue Cake Mix Cookies,Carrie Barnard,4.85,American, 20 ,15 minutes,10 minutes,25 minutes,NA,9,6,▢ 2 white cake mixes,▢ 4 eggs,▢ 2/3 cup oil separated,▢ 1/2 cup powdered sugar,Desserts on a Dime,https://dessertsonadime.com/red-white-and-blue-crinkle-cake-mix-cookies/,▢ Red Food Coloring,▢ Blue Food Coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Slow Cooker Cookies,Carrie Barnard,4.84,American, 6 ,15 minutes,30 minutes,45 minutes,NA,8,11,▢ 1 cup butter softened,▢ ¾ cup sugar,▢ ¾ cup brown sugar,▢ 1 tsp vanilla,Desserts on a Dime,https://dessertsonadime.com/crock-pot-chocolate-chip-cookie-cake/,▢ 2 eggs,▢ 2¼ cups flour,▢ 1 tsp salt,▢ 1 tsp baking soda,▢ 2 cups of chocolate chips I just throw in two handfuls,▢ caramel optional,▢ Ice cream to top optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Stuffed Cookies,Carrie Barnard,4.75,American, 8 ,15 minutes,10 minutes,30 minutes,NA,9,9,▢ 2 1/2 cup All-Purpose Flour,▢ 1 1/2 cup granulated sugar divided,▢ 1 cup brown sugar,▢ 1 cup Unsalted butter softened,Desserts on a Dime,https://dessertsonadime.com/peanut-butter-stuffed-cookies/,▢ 2 cups Peanut Butter divided,▢ 1 tsp baking powder,▢ 1 tsp baking soda,▢ 1 tsp salt,▢ 2 Large Eggs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mrs. Fields Chocolate Chip Cookie Recipe,Carrie Barnard,4.67,American, 9 ,10 minutes,10 minutes,25 minutes,NA,9,10,▢ 1 cup Unsalted Butter softened,▢ 1/2 cup Granulated Sugar,▢ 1 1/2 cup Brown Sugar packed,▢ 2 Large Eggs,Desserts on a Dime,https://dessertsonadime.com/mrs-fields-chocolate-chip-cookies-recipe/,▢ 2 teaspoons Vanilla Extract,▢ 2 1/2 cups All Purpose Flour,▢ 1/2 teaspoon Salt,▢ 1 teaspoon Baking Soda,▢ 1 teaspoon Baking Powder,▢ 12 ounces Semi-Sweet Chocolate Chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snickers Cookies,Carrie Barnard,5,American, 6 ,10 minutes,10 minutes,25 minutes,NA,8,11,▢ 3/4 cup Unsalted Butter softened,▢ 3/4 cup Brown Sugar packed,▢ 1/4 cup Granulated Sugar,▢ 2 cups All Purpose Flour,Desserts on a Dime,https://dessertsonadime.com/snickers-cookies-recipe/,▢ 1 teaspoon Baking Soda,▢ 2 teaspoons Cornstarch,▢ 2 teaspoon Vanilla Extract,▢ 1 Large Egg room temperature,▢ 1/2 teaspoon Salt,▢ 1 cup Semi-Sweet Chocolate Chips,▢ 1 cup Snicker Bars chopped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanilla Wafer Cookies Recipe,Carrie Barnard,4.71,American, 24 ,10 minutes,12 minutes,27 minutes,NA,8,8,▢ 1 1/2 cups All Purpose Flour,▢ 3/4 teaspoons Baking Powder,▢ 1 Large Egg room temperature,▢ 3/4 cup Granulated Sugar,Desserts on a Dime,https://dessertsonadime.com/vanilla-wafer-cookies-recipe/,▢ 1 Tablespoon Vanilla Extract,▢ 1/2 teaspoon Salt,▢ 1/2 cup Unsalted Butter softened,▢ 1 Tablespoon Milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
