title,author,date,update,rating,ratingnum,category1,category2,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,source,link,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24
Linzer Cookies,Diana,"August 15, 2024",NA,5,2,NA,Linzer Cookies,20 minutes,10 minutes,NA,30 minutes,24 sandwich cookies,7,"In a large mixing bowl, cream together the butter, granulated sugar, and powdered sugar until smooth. Add the egg and vanilla extract and beat well.
Mix in the flour, almond flour, and salt until the dough forms and no dry streaks remain.
Wrap the dough in plastic wrap and refrigerate for at least one hour.
Preheat the oven to 350°F (180°C), or 160°C fan oven. Line 4 cookie sheets with parchment paper or a silicone mat and set aside.
On a lightly floured surface, roll the dough until it is about ¼” thick, then use your cookie cutters to cut out desired shapes, half solid and half with a cutout “window” in the middle.
Carefully transfer the cookies to the prepared baking sheets, and bake for 8-10 minutes or until lightly golden.
Allow to cool completely, then flip the solid cookies so that the cooked side is facing up. Spread with a thin layer of desired jam, then press the cutout cookie on top. Sprinkle the cookies with powdered sugar before serving.",10,▢ 1 cup unsalted butter softened to room temperature,▢ ½ cup granulated sugar,▢ ½ cup powdered sugar,▢ 1 large egg,▢ 1 teaspoon vanilla extract,▢ 2 ½ cups all-purpose flour,▢ ¾ cup almond flour,▢ ½ teaspoon salt,"▢ ½ cup jam any kind, or multiple kinds",▢ ¼ cup powdered sugar for dusting,NA,NA,Fun Cookie Recipes,https://funcookierecipes.com/linzer-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snickerdoodle Cookie Bars,Diana,"August 8, 2024",NA,5,1,Brownies & Cookie Bars,Snickerdoodle Cookie Bars,15 minutes,25 minutes,NA,40 minutes,24 pieces,8,"Preheat the oven to 350°F (180°C), or 160°C for a fan oven. Grease and line a 9×13-inch baking pan with parchment paper.
In a medium bowl, whisk together the flour, cream of tartar, baking soda, baking powder and salt; set aside.
In a large bowl, whisk together the melted butter, brown sugar, and ¾ cup of granulated sugar. Add the eggs and vanilla and whisk again.
Add the dry ingredients to the wet ingredients and mix just until no more streaks of flour remain.
Spread the mixture evenly into the prepared pan.
In a separate bowl, whisk together the remaining ¼ cup granulated sugar and ground cinnamon, then sprinkle over the the surface of the cookie bars
Bake in the preheated oven for 20-25 minutes, or until golden brown and a toothpick inserted into the center comes out clean or with a few moist crumbs.
Allow to cool completely before slicing and serving.",11,▢ 3 cups all purpose flour,▢ 1 teaspoon cream of tartar,▢ 1 teaspoon baking soda,▢ ¼ teaspoon baking powder,▢ ¼ teaspoon salt,▢ 1 cup unsalted butter melted and cooled,▢ 1 cup brown sugar,▢ 1 cup granulated sugar divided,▢ 2 large eggs at room temperature,▢ 1 tablespoon pure vanilla extract,▢ 2 teaspoons ground cinnamon,NA,Fun Cookie Recipes,https://funcookierecipes.com/snickerdoodle-cookie-bars/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Biscotti,Diana,"August 1, 2024",NA,5,1,NA,Chocolate Biscotti,15 minutes,35 minutes,NA,50 minutes,28 Pieces,8,"Preheat the oven to 325°F (160°C), or 130°C for a fan oven, and line a baking sheet with parchment; set aside.
Whisk the flour, cocoa powder, baking soda, baking powder, and salt; set aside.
In a separate large bowl, cream the butter and granulated sugar together. Add the eggs and vanilla extract and mix well.
Add the flour mixture to the butter mixture and mix until just combined.
Fold in the mini chocolate chips.
Using a spoon, scoop the dough into two logs onto the prepared baking sheet (roughly 14” x 3”), making sure they are at least 4” apart for spreading. Using greased hands, smooth the tops and sides.
Bake in the preheated oven for 30-35 minutes until puffed up and cracked on top and a toothpick inserted into the center comes out clean. Allow to cool completely.
Slice the biscotti loaves on the bias about 1” thick, then return to the baking sheet, cut side up, and bake for 15-20 minutes, turning once halfway through. Allow to cool completely.",10,▢ 2 cups all-purpose flour,▢ ⅓ cup cocoa powder,▢ 1 teaspoon baking soda,▢ 1 teaspoon baking powder,▢ ½ teaspoon salt,▢ ½ cup unsalted butter,▢ 1 cup granulated sugar,▢ 2 large eggs,▢ 1 teaspoon vanilla extract,▢ ¾ cup mini chocolate chips,NA,NA,Fun Cookie Recipes,https://funcookierecipes.com/chocolate-biscotti/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheesecake Cookies,Diana,"July 25, 2024",NA,4.94,16,NA,Cheesecake Cookies,20 minutes,8 minutes,NA,28 minutes,36 2.5″ cookies,7,"In a medium bowl, whisk together the flour, cornstarch, baking powder, and salt; set aside.
In a separate large mixing bowl, cream together the cream cheese, unsalted butter, and sugar until light and fluffy. Add the eggs, milk, and vanilla and mix until smooth.
Add the flour mixture to the cream cheese mixture and mix until no dry streaks remain. If using chocolate chips, stir in them. Cover and chill the dough for at least 1 hour.
Preheat the oven to 350°F (180°C) or 160°C for a fan oven. Line sheet trays with parchment paper and set aside.
Scoop the dough and roll it into golf ball-sized balls. Place them on the prepared trays at least 3” apart. If the dough is too soft to roll in your hands, scoop it and chill the dough balls on the sheet pan for 15 minutes, then try again.
Bake in the preheated oven for 10-12 minutes, or until lightly golden and no longer wet on top. Check doneness with a toothpick and allow to cool for 10 minutes on the pan before transferring to a wire rack to cool completely.
Sprinkle them with powdered sugar and serve immediately.",12,▢ 2 cups all-purpose flour,▢ ¼ cup cornstarch,▢ 1 teaspoon baking powder,▢ ¼ teaspoon salt,▢ 8 oz cream cheese softened to room temperature,▢ ½ cup unsalted butter softened to room temperature,▢ 1 cup granulated sugar,▢ 2 large eggs at room temperature,▢ 2 tablespoons whole milk,▢ 2 teaspoons vanilla extract,▢ ½ cup mini chocolate chips optional,▢ ½ cup powdered sugar,Fun Cookie Recipes,https://funcookierecipes.com/cheesecake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sour Cream Cookies,Diana,"July 18, 2024",NA,5,2,NA,Sour Cream Cookies,15 minutes,9 minutes,NA,24 minutes,36 Cookies,10,"Preheat the oven to 350°F (180°C) or 140°C for a fan oven. Line sheet trays with parchment paper and set aside.
In a medium bowl, stir together the flour, baking powder, baking soda, and salt; set aside.
In a separate large bowl, beat the butter and sugar together until light and fluffy. Add the eggs, sour cream, and vanilla extract and beat again, scraping down the sides of the bowl as needed.
Add the flour mixture in 2-3 smaller additions; mixing well after each addition.
Scoop the dough using a small cookie scoop (1.5 tablespoons) onto the prepared baking sheets 3” apart. Use damp fingers to smooth the tops and press down slightly.
Bake in the preheated oven for 7-9 minutes or until lighty golden and they spring back when gently touched.
Allow to cool completely before frosting.
Beat the butter and powdered sugar until light and fluffy. Stir in the milk a little at a time until desired consistency is achieved.
Stir in the vanilla and salt. Add the food coloring if desired and mix well.
Frost each cooled cookie with a generous amount of frosting.",15,▢ 3 cups all purpose flour,▢ 1 teaspoon baking powder,▢ ½ teaspoon baking soda,▢ ½ teaspoon salt,▢ ½ cup unsalted butter at room temperature,▢ 1 ½ cups granulated sugar,▢ 2 large eggs at room temperature,▢ ½ cup sour cream at room temperature,▢ 1 teaspoon vanilla extract,▢ ½ cup unsalted butter,▢ 2 ½ cups powdered sugar,▢ 2-3 tablespoons milk,Fun Cookie Recipes,https://funcookierecipes.com/sour-cream-cookies/,▢ ½ teaspoon vanilla extract,▢ ½ teaspoon salt,▢ Food coloring optional,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flower Cookies,Diana,"July 16, 2024",NA,5,3,Cut Out Cookies,Flower Cookies,20 minutes,9 minutes,NA,49 minutes,36 4-inch cookies,6,"Make a batch of sugar cookie dough, roll out into ½ – ¼ inch thickness and cut out flower shapes using a cookie cutter. Bake and then allow to cool completely.
Make Buttercream Frosting for Cookies, divide between bowls, add gel food coloring to each bowl, and mix well. Add each color to a piping bag fitted with a #104 petal tip.
Pipe a large dot of buttercream on each flower petal. If you only have one tip, do one color at a time.
Use a small spatula to spread the frosting from the outer edge of the petal towards the center. Repeat for all petals.
Add a dot of buttercream for the center of the flower. I used yellow buttercream.
Allow the buttercream to set and harden harden enough to make it smudge-proof.",3,▢ 1 batch Sugar Cookie Recipe softened,▢ 1 batch Buttercream Frosting for Cookies,▢ gel food coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fun Cookie Recipes,https://funcookierecipes.com/flower-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Almond Biscotti,Diana,"July 11, 2024",NA,5,2,NA,Almond Biscotti,10 minutes,35 minutes,NA,45 minutes,24 pieces,8,"Preheat the oven to 300°F (150°C), or 130°C for a fan oven, and line a baking sheet with parchment; set aside.
Place the nuts on the prepared baking sheet and toast in the oven for 15 minutes. Allow to cool completely, then roughly chop using a food processor or a sharp knife; set aside.
In a large bowl, whisk the flour, baking powder, cinnamon, and salt.
In a separate large bowl, whisk together the brown sugar, eggs, canola oil, granulated sugar, vanilla extract, and almond extract.
Pour the wet ingredients into the dry ingredients and mix until just combined. Fold in the chopped almonds.
Using a spoon, scoop the dough into two logs onto the prepared baking sheet (roughly 14”x3”), and using damp hands smooth the tops and sides.
Bake in the preheated oven for 35 minutes until gold and a toothpick inserted into the center comes out clean. Allow to cool completely.
Slice the biscotti loaves on the bias about 1” thick, then return to the baking sheet cut side up and bake for 15-20 minutes, turning once halfway through. Allow to cool completely.",11,▢ 1 ½ cups whole almonds,▢ 3 cups all-purpose flour,▢ 2 teaspoons baking powder,▢ 1 teaspoon ground cinnamon,▢ ¼ teaspoon salt,▢ 1 cup brown sugar,▢ 3 large eggs,▢ ½ cup canola oil or vegetable oil,▢ ¼ cup granulated sugar,▢ 2 teaspoons vanilla extract,▢ 1 teaspoon almond extract,NA,Fun Cookie Recipes,https://funcookierecipes.com/almond-biscotti/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blueberry Cookies,Diana,"July 4, 2024",NA,5,4,NA,Blueberry Cookies,15 minutes,10 minutes,NA,25 minutes,30 cookies (2″ wide),6,"Preheat the oven to 350℉ (180℃). Line two baking sheets with parchment paper.
In a medium microwave safe bowl, microwave the blueberries for 1-2 minutes, stopping to stir halfway through, or until they are thawed and soft; set aside.
In a large bowl, cream together the butter and sugar until just combined. Add the thawed blueberries and vanilla and beat well, making sure the blueberries break up as they are incorporated.
Stir together the flour, baking powder, and salt, then add to the blueberry mixture and mix until well combined. Fold in the white chocolate chips.
Scoop the cookies using a small (1½ tablespoon) cookie scoop and drop onto the prepared baking sheet 2” apart. Press down slightly and add additional white chocolate if desired.
Bake in the preheated oven for 8-10 minutes, or until the cookies are puffed and no longer shiny in the center. Cool for 10 minutes before transferring to a wire rack to cool completely.",8,▢ ¾ cup frozen blueberries,▢ ¾ cup unsalted butter softened to room temperature,▢ ¾ cup granulated sugar,▢ 1 teaspoon pure vanilla extract,▢ 2¼ cups all-purpose flour,▢ 1 teaspoon baking powder,▢ ¼ teaspoon salt,▢ 1 cup white chocolate chips plus more to decorate the top if desired,NA,NA,NA,NA,Fun Cookie Recipes,https://funcookierecipes.com/blueberry-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crumbl Vanilla Crumb Cake With Golden Oreo,Diana,"June 13, 2024",NA,5,5,NA,Crumbl Vanilla Crumb Cake With Golden Oreo,25 minutes,15 minutes,NA,40 minutes,12 large cookies,17,"Line a cookie sheet with parchment paper and set aside.
Place the Golden Oreos into a food processor and pulse until they form fine crumbs.
In a large bowl, stir together 2 & ½ cups of the Oreo crumbs (save the rest for garnish), the flour, baking powder, and salt, and set aside.
In the body of a stand mixer fitted with the paddle attachment, cream together the butter and sugar for 3 minutes, until smooth.
Add the eggs one at a time, mixing the first one in fully before adding the next.
Stir in the vanilla.
Add the flour mixture in three batches, scraping down the sides of the bowl as needed.
Portion the cookie dough into 12 balls. The dough will be very sticky, so do your best. Place on the prepared sheet tray.
Cover with plastic wrap and refrigerate overnight.
Preheat the oven to 350°F (180°C) or 160°C for a fan oven. Line sheet trays with parchment paper and set aside.
Roll the chilled cookie dough balls between your hands to smooth them out. Place on the sheet trays about 6 inches apart.
Bake for 15-17 minutes until puffed, and they appear dry on the tops. Allow to cool for 10 minutes on the sheet tray and then transfer to a wire rack to cool completely.
While the cookies cool, make the frosting by placing the butter and cream cheese into the body of a stand mixer with the paddle attachment. Cream until smooth.
Add the powdered sugar a little at a time until fully mixed in, scraping down the sides as you go.
Add the heavy cream and vanilla. Whip on medium-high speed for 3 minutes until light and fluffy.
Using a piping bag fitted with a Wilton 2A tip or something similar, pipe swirls on top of the cookies.
Sprinkle the reserved Golden Oreo crumbs on top. Serve immediately.",13,▢ 28 Golden Oreos,▢ 3 cups all-purpose flour,▢ 1 tablespoon baking powder,▢ 1 teaspoon salt,▢ 1 ½ cups unsalted butter softened,▢ 1 ½ cups granulated sugar,▢ 3 large eggs,▢ 1 tablespoon vanilla extract,▢ 1 cup unsalted butter softened,▢ 8 ounces cream cheese softened,▢ 6 ½ cups powdered sugar sifted,▢ 1 tablespoon heavy cream,Fun Cookie Recipes,https://funcookierecipes.com/crumbl-vanilla-crumb-cake/,▢ 2 teaspoons vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitchen Sink Cookies,Diana,"May 30, 2024",NA,5,1,NA,Kitchen Sink Cookies,15 minutes,10 minutes,NA,25 minutes,24 cookies,6,"Preheat the oven to 350°F (180°C), or 160°C fan oven. Line 4 cookie sheets with parchment paper or a silicone mat and set aside.
Whisk together the flour, baking soda, and salt in a medium mixing bowl. Set aside until needed.
In the bowl of a stand mixer fitted with the paddle attachment, beat the butter, brown sugar, and granulated sugar until light and fluffy, for about 3-4 minutes. Add the eggs and vanilla extract and mix again.
Add the flour mixture to the butter mixture and mix until fully combined. Stir in the milk chocolate chips, semisweet chocolate chips, butterscotch chips, crushed pretzels, and potato chips and mix until evenly distributed throughout the dough.
Drop the cookie dough by ¼ cup scoops onto the prepared baking mat at least 4” apart. If desired, press extra chocolate, butterscotch, chips, or pretzels into the top. Flatten slightly with your fingers or the back of a spoon to help them spread.
Bake in the preheated oven for 8-10 minutes, or until lightly golden. Sprinkle with salt if desired, then cool on the baking sheet for 5-10 minutes before transferring to a wire rack to cool completely.",14,▢ 2 ½ cups all purpose flour,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ 1 cup unsalted butter room temperature,▢ ¾ cup brown sugar,▢ ½ cup granulated sugar,▢ 2 large eggs,▢ 2 teaspoons pure vanilla extract,"▢ ¾ cup milk chocolate chips plus more for garnish, optional","▢ ¾ cup semi-sweet chocolate chips plus more for garnish, optional","▢ ¾ cup butterscotch chips plus more for garnish, optional","▢ ¾ cup crushed pretzels plus more for garnish, optional",Fun Cookie Recipes,https://funcookierecipes.com/kitchen-sink-cookies/,"▢ ¾ cup crushed potato chips plus more for garnish, optional",▢ 1 tablespoon flaked salt for garnish optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreo Brookies,Diana,"May 9, 2024",NA,5,1,Brownies & Cookie Bars,Oreo Brookies,20 minutes,35 minutes,NA,55 minutes,24 squares,14,"Preheat oven to 350°F (180°C), or 160°C if using a fan oven. Lightly grease a 9×13-inch (approx 22×33 cm) baking dish, line it with parchment paper if desired, and set it aside.
In the bowl of a stand mixer, equipped with a paddle attachment, cream the butter, granulated sugar, and brown sugar together until light and fluffy.
Add the eggs and vanilla and mix until just combined. Then add the flour, cornstarch, and baking soda. Mix until a dough forms.
Lastly, fold in the chocolate chips until they are evenly distributed throughout the dough.
Press the cookie dough into an even layer on the bottom of the prepared pan.
Top the cookie dough layer with the Oreo cookies, gently pressing them into the cookie dough.
Prepare the brownie layer by melting the chocolate chips and butter in a medium microwave safe bowl on 30 second increments until fully melted and smooth.
Add in the sugar and mix until well combined.
Add in the eggs and vanilla and mix until just combined.
Lastly, add the cocoa powder and flour and fold until no dry spots are remaining in the batter.
Pour the brownie batter over the Oreo layer being sure to cover each cookie. Smooth evenly.
Bake for 35-40 minutes or until a toothpick inserted into the center comes out with a few moist crumbs.
Remove from the oven and allow to cool completely before cutting.
If desired, drizzle melted chocolate and top with crushed Oreo cookies for topping.",17,▢ ¾ cup salted butter at room temperature,▢ ½ cup light brown sugar packed,▢ ½ cup granulated sugar,▢ 1 large egg at room temperature,▢ 2 teaspoons vanilla extract,▢ 2 cups all-purpose flour,▢ 2 teaspoons cornstarch,▢ 1 teaspoon baking soda,▢ 1 cup semi-sweet chocolate chips,▢ 24 Oreos,▢ 4 oz. semi-sweet chocolate chips about ⅔ cup,▢ ¾ cup salted butter,Fun Cookie Recipes,https://funcookierecipes.com/oreo-brookies/,▢ 1 ¾ cups granulated sugar,▢ 3 large eggs at room temperature,▢ 1 teaspoon vanilla extract,▢ 2 tablespoons unsweetened cocoa powder,▢ 1 cup all-purpose flour,NA,NA,NA,NA,NA,NA,NA
Chocolate Fudge Cookies,Diana,"May 2, 2024",NA,5,5,NA,Chocolate Fudge Cookies,15 minutes,10 minutes,NA,25 minutes,20 3-inch cookies,8,"In a small microwave safe bowl, microwave the chocolate and the butter in 30 second intervals, stirring after each, until smooth.
In a separate bowl, stir together the flour cocoa powder, baking powder and salt; set aside.
In a large bowl, beat together the eggs, sugar, brown sugar, milk and vanilla until smooth. Add the melted chocolate and mix again.
Add the flour mixture and stir until just combined. Fold in the chocolate chips.
Cover and chill the dough for at least 1 hour.
Preheat the oven to 350°F (180°C), or 160°C for a fan oven. Line 3 cookie sheets with parchment paper or silicone baking mats.
Using a small cookie scoop (1 ½ tablespoon size), scoop out cookie balls onto the prepared cookie sheet 2 inches apart. Press extra chocolate chips into the top if desired. Bake in the preheated oven for 10-12 minutes or until the cookies have puffed and crackled.
Cool for 10 minutes before transferring to a cooling rack to cool completely.",12,▢ 4 oz. semi-sweet chocolate roughly chopped,▢ ¼ cup unsalted butter,▢ ¾ cups all-purpose flour,▢ ¼ cup unsweetened cocoa powder,▢ ¼ teaspoon baking powder,▢ ¼ teaspoon salt,▢ ¾ cup granulated sugar,▢ ¼ cup light brown sugar,▢ 2 large eggs at room temperature,▢ 1 tablespoon milk,▢ ½ tablespoon pure vanilla extract,▢ 1 cup semi-sweet chocolate chips plus an additional ¼ cup for decorating the tops if desired,Fun Cookie Recipes,https://funcookierecipes.com/chocolate-fudge-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Millionaire Shortbread,Diana,"April 25, 2024",NA,5,7,Brownies & Cookie Bars,Millionaire’s Shortbread,20 minutes,22 minutes,NA,42 minutes,24 squares,11,"Preheat the oven to 350°F (180°C), or 160°C for a fan oven. Line a 9×13-inch (22×33 cm) pan with parchment paper and set aside
In a large bowl, cream the butter, brown sugar, and sugar until light and fluffy. Add the egg and vanilla and beat well.
Add the flour and salt and mix until combined
Press the dough into the bottom of the prepared pan and bake in the preheated oven for 18-22 minutes or until puffed up and golden along the edges.
Allow to cool completely.
Add the sweetened condensed milk, brown sugar, butter, corn syrup, vanilla, and salt to a large saucepan over medium heat.
Cook, stirring constantly, until the caramel thickens. Immediately pour over the cooked shortbread crust. Chill in the refrigerator for at least one hour
Place the chocolate chips in a large bowl. Heat the cream over medium heat or in the microwave until steaming and pour over the chocolate chips.
Allow the mixture to sit for at least 5 minutes before stirring until smooth.
Spread the chocolate over the caramel, then return to the fridge until firm, about one hour.
Use a hot knife to slice into squares, then sprinkle with flaked salt and serve.",16,▢ 1 cup unsalted butter softened to room temperature,▢ ½ cup brown sugar,▢ ¼ cup granulated sugar,▢ 1 large egg,▢ 1 teaspoon vanilla extract,▢ 2 ½ cups all-purpose flour,▢ ½ teaspoon salt,▢ 2 14. oz cans sweetened condensed milk,▢ 1 cup light brown sugar,▢ ¾ cup unsalted butter,▢ ½ cup golden syrup or corn syrup,▢ 1 teaspoon vanilla extract,Fun Cookie Recipes,https://funcookierecipes.com/millionaires-shortbread/,▢ ½ teaspoon salt,▢ 4 cups semisweet chocolate chips,▢ 1 cup heavy cream,▢ flaky salt optional,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Crinkle Cookies,Diana,"April 18, 2024",NA,5,4,NA,Lemon Crinkle Cookies,15 minutes,10 minutes,NA,25 minutes,24 2.5-inch cookies,7,"In a medium bowl, whisk together the flour, baking soda, baking powder, and salt; set aside.
In a large bowl, whisk together the butter, sugar, and lemon zest until smooth. Add the eggs, lemon juice, and vanilla until well combined. Add the flour mixture and mix until smooth.
Cover with plastic wrap and refrigerate for at least 2 hours.
Preheat the oven to 350°F (180°C), or 160°C for a fan oven, and line two half-size sheet pans with parchment paper.
Using a two-tablespoon scoop, scoop the dough into the granulated sugar and roll it to coat. Transfer to the powdered sugar and roll to generously coat with powdered sugar.
Place the sugar-coated cookie dough on the prepared baking sheet 2 inches apart and bake in the preheated oven for 9-11 minutes, or until puffed and the sugar has cracked.
Cool for 5 minutes on the baking sheet before transferring to a wire rack to cool completely",12,▢ 2 ½ cups all purpose flour,▢ ½ teaspoon baking soda,▢ ½ teaspoon baking powder,▢ ½ teaspoon salt,▢ ½ cup unsalted butter melted and cooled slightly,▢ 1 ¼ cups granulated sugar,▢ 1 tablespoon lemon zest,▢ 2 large eggs at room temperature,▢ 5 tablespoons lemon juice,▢ ½ teaspoon vanilla extract,▢ ¼ cup granulated sugar,▢ 1 cup powdered sugar,Fun Cookie Recipes,https://funcookierecipes.com/lemon-crinkle-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butterfinger Brownies,Diana,"April 11, 2024",NA,5,3,Brownies & Cookie Bars,Butterfinger Brownies,15 minutes,45 minutes,NA,20 minutes,15 Brownies,11,"Preheat the oven to 325°F (160°C), or 140°C for a fan oven. Spray a 9×13-inch (approx. 22×33 cm) baking dish with cooking spray and set aside.
In a medium bowl, stir together the cocoa powder, flour, and baking powder, and set aside.
In a large bowl, stir together the sugar, butter, oil, and vanilla.
Add the eggs one at a time and whisk until well combined.
Add the dry ingredients to the wet and slowly stir together until there are no dry patches. Be careful with this step so the dry mixture doesn’t fly all over the place.
Stir in the peanut butter chips, followed by the crushed Butterfingers.
Press the mixture into the bottom of the prepared baking dish. Bake in the preheated oven for 40-45 minutes or until a toothpick inserted into the center comes out mostly clean.
Allow to cool for 5 minutes.
While the brownies are cooling, melt the peanut butter in the microwave in a microwave-safe bowl in 15-second intervals, stirring in between until melted.
Pour the melted peanut butter on top of the warm brownies and spread it evenly over the top.
Cool at room temperature for 15 more minutes and then sprinkle the roughly chopped butterfingers on top, gently pressing them in.",12,▢ 1 cup unsweetened cocoa powder,▢ ½ cup all-purpose flour,▢ 1 teaspoon baking powder,▢ 1 ½ cups granulated sugar,▢ ½ cup salted butter melted,▢ 2 tablespoons vegetable oil,▢ 2 teaspoons vanilla extract,▢ 3 large eggs,▢ 1 cup peanut butter chips,▢ 3 1.9-oz Butterfinger candy bars crushed,▢ 1 cup creamy peanut butter,▢ 3 1.9-oz Butterfinger candy bars roughly chopped,Fun Cookie Recipes,https://funcookierecipes.com/butterfinger-brownies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Sheet Cake Cookies,Diana,"April 4, 2024",NA,5,4,NA,Texas Sheet Cake Cookies,20 minutes,12 minutes,NA,32 minutes,24 2.5-inch cookies,10,"Preheat the oven to 350°F (180°C) or 160°C if using a fan oven, line two half sheet baking pans with parchment paper and set aside.
In a medium bowl, whisk together the flour, cocoa powder, baking powder, and salt; set aside.
In a large bowl, cream together the butter, sugar, and brown sugar until light and fluffy.
Add the melted chocolate chips, egg, and vanilla extract and mix well.
Add the flour mixture to the butter mixture in 2-3 smaller additions, mixing well after each. Add the buttermilk and mix well.
Using a small cookie scoop (1.5 tablespoons) drop the dough onto the prepared baking sheets 2 inches apart. Bake in the preheated oven for 10-12 minutes, or until the cookies look puffed and a bit cracked on top.
Allow to cool for 10 minutes on the baking sheet before transferring to a wire rack to cool completely.
In a large saucepan over medium heat, add the powdered sugar, butter, heavy cream, cocoa powder, and salt. Stir frequently, until the butter has melted and the mixture is smooth.
Remove the glaze from the heat and allow to cool for 10 minutes before spooning a generous amount over the cookies. Do this on the wire rack with a baking sheet underneath to catch the excess.
Allow the glaze to set about one hour before stacking.",16,▢ 1 ¾ cups all-purpose flour,▢ ¼ cup unsweetened cocoa powder,▢ 1 teaspoon baking powder,▢ ½ teaspoon salt,▢ ½ cup unsalted butter softened,▢ ½ cup granulated sugar,▢ ¼ cup light brown sugar,▢ ½ cup semi-sweet chocolate chips melted and cooled,▢ 1 large egg at room temperature,▢ 1 teaspoon vanilla extract,▢ ¼ cup buttermilk room temperature,▢ 2 ½ cups powdered sugar,Fun Cookie Recipes,https://funcookierecipes.com/texas-sheet-cake-cookies/,▢ ½ cup unsalted butter,▢ ¼ cup heavy cream,▢ 3 tablespoons cocoa powder,▢ ½ teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA
