title,author,rating,ratingnum,course,cuisine,preptime,cooktime,customtime,totaltime,yield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Alfajores (Dulce de Leche Sandwich Cookies),Michelle Lettrich,4.36,17 ,Snack,South American,30 minutes,15 minutes,NA,1 hour hr,18 sandwich cookies,8,"Preheat oven to 350 degrees F and line two baking sheets with parchment paper or a silicone baking mat.
In a medium bowl, sift together the flour, powdered sugar, and cornstarch; set aside.
Using an electric mixer on medium speed, beat the butter until light and fluffy, about 2 minutes.
Add the egg yolk, vanilla extract, and salt, and mix until combined and smooth, scraping the sides of the bowl as needed.
Reduce the mixer speed to low and gradually add the flour mixture, mixing until the dough just comes together. This may take a few minutes, as the mixture will go from looking sandy to seeing small clumps, and then it will eventually come together into a dough.
Separate the dough in half and work with one piece at a time. Roll the dough ¼-inch thick on a well-floured surface. Using a plain round or fluted round 2-inch cutter, cut out the cookies and place them on the prepared baking sheets, leaving at least 1 inch of space between cookies. Reroll any scraps and continue cutting rounds.
Bake until slightly firm and set, 11 to 14 minutes. Allow to rest for 5 minutes on the baking sheet, then transfer to a wire rack to cool completely.
Assemble the Alfajores: Spread about 1½ teaspoons of dulce de leche on the bottom of half of the cookies, then top with the remaining cookies. Dust with powdered sugar before serving. You can also roll the sides in shredded coconut, if desired.",10,"▢ 1¾ cups (210 g) all-purpose flour, plus extra for dusting work surface",▢ ½ cup (57 g) powdered sugar,▢ ½ cup (56 g) cornstarch,▢ ¼ teaspoon (0.25 teaspoon) salt,"▢ 1 cup (113 g) unsalted butter, chilled and cubed",Brown Eyed Baker,https://www.browneyedbaker.com/alfajores-recipe/,▢ 1 egg yolk,▢ 2 teaspoons vanilla extract,"▢ Dulce de Leche, chilled","▢ Powdered sugar, for dusting","▢ Shredded coconut, for rolling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homemade Oatmeal Cream Pies,Michelle Lettrich,4.77,17 ,Snack,American,30 minutes,12 minutes,NA,45 minutes mins,15 to 18 cookie sandwiches,6,"Make the Cookies: Preheat oven to 350 degrees F and place racks in upper-third and lower-third of oven. Line two baking sheets with parchment paper or silicone baking mats; set aside.
In a medium bowl, whisk together the flour, salt, baking powder, baking soda and cinnamon; set aside.
Using an electric mixer, beat the butter, brown sugar, granulated sugar and molasses on high speed until light and fluffy, scraping the sides of the bowl as necessary, about 4 minutes. Add the vanilla; beat until combined. Beat in the eggs, one at a time, scraping down the bowl after each addition.
Reduce the mixer speed to low, add the flour mixture and beat until just combined. With a rubber spatula, stir in the oats. Drop the dough in 2-tablespoonful mounds 2-inches apart onto the prepared baking sheets. Bake until the cookies are set at the edges and slightly soft in the middle, 12 to 14 minutes, rotating the baking sheets halfway through. Let the cookies cool on the baking sheets for 5 minutes, then transfer to wire racks to cool completely.
Make the Filling: Using an electric mixer, beat the cream cheese and powdered sugar on medium-high speed until light and fluffy, about 2 minutes, scraping down the sides of the bowl as needed.
Assemble the Cream Pies: Spread the filling on the flat side of half of the cookies. Sandwich them with the remaining cookies. Store cookies in an airtight container with wax paper or parchment paper between layers, refrigerated for up to 5 days.",14,▢ 1½ cups (180 g) all-purpose flour,▢ ½ teaspoon (0.5 teaspoon) kosher salt,▢ ½ teaspoon (0.5 teaspoon) baking powder,▢ ¼ teaspoon (0.25 teaspoon) baking soda,▢ ¼ teaspoon (0.25 teaspoon) ground cinnamon,Brown Eyed Baker,https://www.browneyedbaker.com/oatmeal-cream-pies/,"▢ 1 cup (227 g) unsalted butter, at room temperature",▢ ¾ cup (159 g) dark brown sugar,▢ ½ cup (99 g) granulated sugar,▢ 1 tablespoon unsulfured molasses,▢ 1 teaspoon vanilla extract,▢ 2 eggs,▢ 2 cups (178 g) old-fashioned rolled oats,"▢ 8 ounces (227 g) cream cheese, at room temperature",▢ 6 tablespoons powdered sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zia Lena’s Date Bars,Michelle Lettrich,4.39,18 ,Snack,American,15 minutes,20 minutes,NA,35 minutes mins,12 cookies,4,"Preheat oven to 350 degrees F. Lightly grease a 10x15-inch jelly roll pan.
In a medium bowl, whisk together the flour and baking powder; set aside.
Using an electric mixer on medium speed, beat together the sugar and butter, until combined (it will be crumbly). Add the eggs, water, vanilla extract and salt and beat until thoroughly combined, scraping the sides of the bowl as necessary. Reduce the mixer speed to low and gradually add the flour mixture. Use a rubber spatula to fold in the chopped dates and ground walnuts.
Spread the batter in the prepared pan and bake for 20 to 25 minutes, or until a toothpick inserted into the center comes out clean. Allow to cool, cut into squares and dust. They can be dusted with powdered sugar, if desired. These cookies can be stored in an airtight container or covered tightly with plastic wrap, at room temperature for up to 1 week.",10,▢ 3 cups (375 g) all-purpose flour,▢ 4 teaspoons baking powder,▢ 1½ cups (300 g) granulated sugar,"▢ 2 tablespoons unsalted butter, melted","▢ 4 eggs, lightly beaten",Brown Eyed Baker,https://www.browneyedbaker.com/zia-lenas-date-bar-cookies/,▢ 4 tablespoons cold water,▢ 2 teaspoons vanilla extract,▢ 1 teaspoon salt,"▢ 16 ounces (453.59 g) pitted dates, finely chopped","▢ 1 cup (117 g) walnuts, ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homemade Oreo Recipe,Michelle Lettrich,4.44,39 ,Snack,American,50 minutes,15 minutes,NA,2 hours hrs 10 minutes mins,36 sandwich cookies,9,"Whisk together the flour, cocoa powder, baking powder and salt.
Beat butter and sugar with an electric mixer until pale and fluffy, then beat in yolk and vanilla. At low speed, mix in flour mixture in 3 batches just until a dough forms. Divide dough in half and form each piece into a 6-inch square, then chill, wrapped in plastic wrap, until firm, 2 to 3 hours.
Preheat oven to 350 degrees F. Grease two baking sheets or line with parchment paper or a silicone baking mat.
Roll out 1 piece of dough between sheets of parchment paper into a 14x10-inch rectangle (1/8-inch thick). Slide dough in parchment onto a tray and freeze until dough is firm, about 10 minutes. Repeat with remaining dough.
Cut out as many rounds as possible from first chilled square with a 2-inch fluted or round cutter, reserving and chilling scraps, then quickly transfer cookies to a buttered baking sheet, arranging them ½ inch apart. (If dough becomes too soft, return to freezer until firm.)
Sprinkle half of cookies with decorative sugar (if using), then bake cookies until baked through and slightly puffed, 10 to 12 minutes. Cool on sheet on rack for 5 minutes, then transfer to rack to cool completely (cookies will crisp as they cool).
Make more cookies with remaining dough and scraps (re-roll only once).
Make the Filling: Beat the butter and shortening together at medium speed until combined and smooth. Reduce the speed to low and gradually beat in the sugar and vanilla. Increase the speed to high and beat for 2 to 3 minutes until the filling is light and fluffy.
Assemble the Cookies: Pipe a heaping teaspoon of filling onto the flat side of the plain cookies. Top with the sugared cookies to make sandwiches. Store in an airtight container at room temperature.",12,▢ 2 cups (250 g) all-purpose flour,▢ ½ cup (43 g) Dutch-process cocoa powder,▢ ½ teaspoon (0.5 teaspoon) baking powder,▢ ½ teaspoon (0.5 teaspoon) salt,"▢ 2 sticks unsalted butter, softened, (8 ounces)",Brown Eyed Baker,https://www.browneyedbaker.com/chocolate-sandwich-cookies-homemade-oreos/,▢ ¾ cup (150 g) granulated sugar,▢ 1 egg yolk,▢ 1 teaspoon pure vanilla extract,"▢ 2 ounces (0.5 stick) unsalted butter, at room temperature",▢ ¼ cup (51.25 g) vegetable shortening,▢ 2 cups (240 g) sifted confectioners' sugar,▢ 2 teaspoons vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Copycat Lofthouse Cookies,Michelle Lettrich,4.47,43 ,Snack,American,25 minutes,7 minutes,NA,2 hours hrs,36 cookies,7,"In a medium bowl whisk together the flour, baking soda, baking powder and salt; set aside.
In the bowl of a stand mixer with the flat beater attached, cream the butter and granulated sugar at medium speed until light and fluffy, about 3 minutes. Scrape down the sides of the bowl with a rubber spatula as needed. Add the eggs, one at a time, beating until each is incorporated. Add the vanilla and sour cream and beat at low speed until combined.
Add the dry ingredients and beat at low speed until just combined, scraping down the bowl as needed. Dough will be a bit “sticky”. Divide dough into two sections. Flatten into rectangles about 1½ inches thick, then wrap with plastic wrap. Chill in the refrigerator overnight or at least two hours until firm.
Preheat the oven to 425 degrees F. Line large baking sheets with parchment paper; set aside.
Flour the countertop and the top of the dough. With a rolling pin, roll the dough out to ¼-inch thickness. Using a 2 1/2-inch round cookie cutter, cut out circles and transfer to a baking sheet. Bake for 7 minutes, until pale golden. Immediately transfer cookies to a wire rack to cool. Cook cookies completely before frosting.
Make the Frosting: In the bowl of a stand mixer fitted with the paddle attachment, cream together the butter and vanilla. Slowly beat in the powdered sugar and the pinch of salt. Once smooth and creamy, add in heavy cream, 1 tablespoon at a time, then beat at medium-high speed for a minute or two until light and fluffy. If desired, add food coloring and beat until combined.
Once cookies have cooled completely, frost and add sprinkles. Allow frosting to set, then store in an air-tight container. Let cookies sit for several hours before serving to allow the flavors to develop.",14,▢ 6 cups (720 g) all-purpose flour,▢ 1 teaspoon baking soda,▢ 1 teaspoon baking powder,▢ ½ teaspoon (0.5 teaspoon) salt,"▢ 1 cup (227 g) unsalted butter, at room temperature",Brown Eyed Baker,https://www.browneyedbaker.com/lofthouse-cookies-easy-buttercream-frosting/,▢ 2 cups (400 g) granulated sugar,▢ 3 eggs,▢ 2 teaspoons vanilla extract,▢ 1½ cups (340 g) sour cream,"▢ 1 cup (227 g) unsalted butter, at room temperature",▢ 1 teaspoon vanilla extract,▢ 4 cups (452 g) powdered sugar,▢ Pinch salt,▢ 6 tablespoons heavy cream,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Cookies,Michelle Lettrich,4.44,30 ,Snack,American,20 minutes,10 minutes,NA,2 hours hrs,36 cookies,2,"Combine the flour, baking powder, and salt in a medium bowl; set aside. With an electric mixer on medium-high speed, beat the Nutella, butter, and granulated sugar until light and fluffy, about 2 minutes. Add the eggs, vanilla, and espresso powder and mix until incorporated. Reduce the speed to low and alternate additions of flour mixture and milk, starting and ending with the flour, and mixing until just combined after each addition. Fold in ½ cup of the hazelnuts. Refrigerate the dough until firm, at least 2 hours and up to 24 hours.
Preheat oven to 375 degrees F. Line baking sheets with parchment paper. Place the remaining hazelnuts and the powdered sugar in two separate bowls. Using a medium cookie scoop (or about 2 tablespoonfuls), roll the dough into balls, roll in the hazelnuts, then roll in the powdered sugar. Place the balls 2 inches apart on the baking sheets. Bake until the edges are set and the middle still looks a tad soft, about 10 minutes. Cool for 5 minutes on the baking sheet, and then transfer to a wire rack to cool completely. Store cookies in an airtight container at room temperature.",12,▢ 3 cups (360 g) all-purpose flour,▢ 2 teaspoons baking powder,▢ ½ teaspoon (0.5 teaspoon) salt,▢ 1¼ cups (400 g) Nutella,"▢ 4 tablespoons (57 g) unsalted butter, at room temperature",Brown Eyed Baker,https://www.browneyedbaker.com/nutella-hazelnut-cookies/,▢ 1-1/3 cups (265 g) granulated sugar,"▢ 2 eggs, at room temperature",▢ 1 teaspoon vanilla extract,▢ 1 teaspoon instant espresso powder,▢ ⅓ cup (80 ml) milk,"▢ 2 cups (284 g) hazelnuts, toasted and finely chopped",▢ 1 cup (113 g) powdered sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Snowball Cookies,Michelle Lettrich,4.62,34 ,Snack,American,15 minutes,18 minutes,NA,30 minutes mins,48 cookies,7,"Preheat oven to 325 degrees F and adjust the oven racks to the upper- and lower-middle positions. Line two baking sheets with parchment paper or silicone baking mats.
Mix the flour, 1 cup of the chopped pecans, and the salt in a medium bowl; set aside.
Place the remaining chopped nuts in a food processor and process until they are the texture of coarse cornmeal, 10 to 15 seconds; stir into the flour mixture and set aside.
Cream the butter and sugar together on medium speed until light and fluffy, about 2 minutes. Beat in the vanilla, then scrape the sides of the bowl. Add the flour mixture and beat on low speed until the dough just begins to come together but still looks scrappy, about 15 seconds. Scrape the sides of the bowl again and continue beating at low speed until the dough is cohesive, about 10 more seconds.
Roll a heaping tablespoon of dough between the palms of your hands and place on the prepared baking sheets. The cookies will only spread a little bit, so you can place them fairly close together. Bake until the tops are pale golden and the bottoms are just beginning to brown, 17 to 19 minutes, rotating the baking sheets front to back and top to bottom halfway through the baking time.
Cool the cookies on the baking sheets for 2 minutes, then transfer them to a wire cooling rack and allow to cool to room temperature, about 30 minutes.
Place the powdered sugar in a large zip-top bag. Working with 3 or 4 cookies at a time, place them in the bag of sugar and gently toss to coat them thoroughly. Gently shake off any excess. Allow the cookies to sit for at least an hour, or up to overnight, and then repeat the process. Cookies can be stored in an airtight container at room temperature for up to 5 days.",7,▢ 2 cups (240 g) all-purpose flour,"▢ 2 cups (228 g) finely chopped pecans, divided",▢ ¾ teaspoon (0.75 teaspoon) salt,"▢ 1 cup (227 g) unsalted butter, softened but still cool",▢ ⅓ cup (66 g) granulated sugar,Brown Eyed Baker,https://www.browneyedbaker.com/snowball-cookies-recipe/,▢ 1½ teaspoons (1.5 teaspoons) vanilla extract,"▢ 1½ cups (170 g) powdered sugar, for rolling cookies after baking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grandma’s Pizzelle Recipe,Michelle Lettrich,4.44,64 ,"Dessert, Snack",Italian,10 minutes,45 minutes,NA,1 hour hr,NA,3,"Using an electric mixer on medium speed, beat the eggs and sugar together until thick and pale in color, 2 to 3 minutes. Add the melted butter and beat until thoroughly combined and incorporated, 1 to 2 minutes. Add the whiskey and vanilla and beat to combine. Reduce the mixer speed to low and add the flour and baking powder, mixing until thoroughly combine and smooth.
Follow the instructions of your pizzelle maker for cooking the pizzelle (this is the one I have). I drop 1 heaping tablespoon of batter using this scoop and then cook to desired doneness (about 1½ minutes for me, but time can vary based on machine and personal preference).
Remove pizzelle from the machine using a thin spatula and transfer to a wire rack until cool. Serve plain or dusted with powdered sugar. Pizzelle can be stored in a container at room temperature for up to 1 month.",7,▢ 12 eggs,▢ 2 cups (397 g) granulated sugar,"▢ 2 cups (454 g) butter, melted",▢ 3 tablespoons whiskey,▢ 3 tablespoons vanilla extract,Brown Eyed Baker,https://www.browneyedbaker.com/pizzelle-italian-waffle-cookies/,▢ 5 cups (600 g) all-purpose flour,▢ 2 teaspoons baking powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Super Soft and Chewy M&M Cookies,Michelle Lettrich,4.80,90 ,Snack,American,15 minutes,15 minutes,NA,10 minutes mins,24 cookies,6,"Preheat the oven to 350 degrees F; line two baking sheets with parchment paper; set aside.
In a medium bowl, whisk together the flour, baking soda, and salt; set aside.
Using an electric mixer, cream together the butter, brown sugar, and granulated sugar on medium speed until light and fluffy, 2 to 3 minutes. Add the egg and vanilla extract and beat to combine, another 1 minute.
Reduce the mixer speed to low and gradually add the flour mixture, beating until the dough just comes together. Using a wooden spoon or rubber spatula, mix in the M&Ms.
Scoop 2 tablespoons of dough and roll into a ball, placing them 2 inches apart on the baking sheets.
Bake until the edges are set but the cookies are still quite pale, 12 to 14 minutes. Cool on the pan for 5 minutes, then transfer to a wire rack to finish cooling.",9,▢ 1¾ cup (228 g) all-purpose flour,▢ ½ teaspoon baking soda,▢ ½ teaspoon kosher salt,"▢ ½ cup (113 g) unsalted butter, room temperature",▢ ¾ cup (160 g) light brown sugar,Brown Eyed Baker,https://www.browneyedbaker.com/mm-cookie-recipe/,▢ ¼ cup (50 g) granulated sugar,▢ 1 egg,▢ 1 teaspoon vanilla extract,▢ 1½ cup (312 g) M&M candies (or combo of M&Ms and chocolate chips),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grandma’s Biscotti Recipe,Michelle Lettrich,4.49,29 ,Snack,"American, Italian",15 minutes,45 minutes,NA,1 hour hr,72 biscotti,5,"Preheat oven to 350 degrees F. Line two baking sheets with parchment paper; set aside.
Using an electric mixer, beat the eggs and sugar on medium speed until the mixture is pale yellow, about 3 minutes. Add the oil, milk, and butternut flavoring, and mix for an additional 1 to 2 minutes until completely combined. Reduce the mixer speed to low and gradually add the flour and baking powder, mixing only until just combined. Give the mixture a final stir with a rubber spatula, and fold in the walnuts (if using).
Divide the dough into four equal pieces and shape each into a log about 10 inches long by 4 inches wide. Place two on each sheet and bake for 24 to 27 minutes, or until firm to the touch and lightly browned. Remove from the oven and place the pans on cooling racks for 10 to 15 minutes, or until you can handle the biscotti easily.
Increase the oven temperature to 375 degrees F.
Using a sharp knife, slice each log on the diagonal into ½-inch slices. Arrange the slices cut side-up on the baking sheets and return to the oven for an additional 15 to 20 minutes, or until golden brown (or done to your liking), flipping them halfway through. Allow the biscotti to cool on the baking sheets, then store in an airtight container at room temperature for up to 1 month.",8,▢ 6 eggs,▢ 1½ cups (300 g) granulated sugar,▢ 1 cup (218 ml) vegetable oil,▢ ¼ cup (61 ml) milk,▢ 1 tablespoon butternut flavoring,Brown Eyed Baker,https://www.browneyedbaker.com/my-grandmas-biscotti-recipe/,▢ 8 cups (1 kg) all-purpose flour,▢ 4 teaspoons baking powder,"▢ 2 cups (234 g) chopped walnuts, optional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monster Cookies,Michelle Lettrich,4.45,20 ,"Dessert, Snack",American,45 minutes,15 minutes,NA,1 hour hr,26 large cookies,3,"Preheat the oven to 350 degrees F. Line three baking sheets with parchment paper.
In a large mixing bowl, stir together the eggs, both sugars, vanilla extract, baking soda and salt. Then stir in the melted butter and peanut butter, followed by the oats and flour. Lastly, stir in the chocolate chips and M&M's. Let the dough rest (at room temperature) for 30 minutes.
Drop the dough by ¼ cupfuls onto baking sheets. Use your fingers to flatten the dough slightly. Baking for 15 to 17 minutes, or until the cookies are a light golden brown. Let cool on the baking sheet for 5 minutes, then remove to a wire rack and cool completely. Store in an airtight container at room temperature for up to 5 days.",12,▢ 3 eggs,▢ 1 cup (198 g) granulated sugar,▢ 1 cup (198 g) light brown sugar,▢ 1 teaspoon vanilla extract,▢ 2 teaspoons baking soda,Brown Eyed Baker,https://www.browneyedbaker.com/monster-cookies/,▢ 1 teaspoon salt,"▢ ½ cup (113 g) unsalted butter, melted","▢ 1½ cups (405 g) peanut butter, creamy or crunchy",▢ 4½ cups (446 g) traditional rolled oats,▢ ½ cup (60 g) all-purpose flour,▢ 1 cup (170 g) chocolate chips,▢ 1 cup (209 g) M&M's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft and Chewy Sugar Cookies (Drop-Style),Michelle Lettrich,4.41,52 ,Snack,American,15 minutes,20 minutes,NA,35 minutes mins,24 cookies,5,"Preheat the oven to 375 degrees F. Line 2 large baking sheets with parchment paper. 
In a medium bowl, whisk together the flour, baking powder, and salt; set aside.
In a large mixing bowl, cream together the butter, granulated sugar, and brown sugar at medium speed until light and fluffy, about 3 minutes, scraping down the sides of the bowl with a rubber spatula as needed. Add the egg and vanilla; beat at medium speed until combined, about 30 seconds. Add the dry ingredients and beat at low speed until just combined, about 30 seconds, scraping down the bowl as needed.
Place the ½ cup sugar for rolling in a shallow bowl. Fill a medium bowl halfway with cold tap water. Dip your hands in the water and shake off any excess (this will prevent the dough from sticking to your hands and ensure that the sugar sticks to the dough). Roll a heaping tablespoon of dough into a 1½-inch ball between moistened palms, roll the ball in the sugar, and then place it on the prepared baking sheet. Repeat with the remaining dough, moistening your hands as necessary, and spacing the balls about 2 inches apart. Butter the bottom of a drinking glass and then dip the bottom of the glass in the remaining sugar. Flatten the dough balls with the bottom of the glass until they are about ¾ inch thick, dipping the glass in sugar as necessary to prevent sticking (after every 2 or 3 cookies).
Bake until the cookies are light brown around the edges and their centers are just set and very lightly colored, 10 to 13 minutes. Cool the cookies on the baking sheets about 3 minutes; using a wide metal spatula, transfer the cookies to a wire rack and cool to room temperature. Store in an airtight container at room temperature for up to 5 days.",9,▢ 2⅓ cups (280 g) all-purpose flour,▢ ½ teaspoon (0.5 teaspoon) baking powder,▢ ½ teaspoon (0.5 teaspoon) salt,"▢ 1 cup (227 g) unsalted butter, softened but still cool",▢ 1 cup (198 g) granulated sugar,Brown Eyed Baker,https://www.browneyedbaker.com/soft-chewy-sugar-cookies/,▢ 1 tablespoon light brown sugar,▢ 1 egg,▢ 1½ teaspoons (1.5 teaspoons) vanilla extract,▢ ½ cup (99 g) granulated sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft and Chewy Snickerdoodles,Michelle Lettrich,4.57,41 ,Snack,American,45 minutes,10 minutes,NA,55 minutes mins,48 cookies,11,"Line baking sheets with parchment paper or a baking mat and put in refrigerator to chill.
Whisk together the flour, cream of tartar, baking soda and salt in a medium bowl. Set aside.
Cream together the butter and sugar until pale and fluffy, about 3 minutes. Add the eggs, one at a time, beating well after each addition. Beat in the vanilla.
Gradually stir in the flour mixture, beating on low speed just until the flour is blended.
Chill the dough for at least 30 minutes.
In the meantime, mix together the sugar and cinnamon in a small bowl.
Preheat oven to 350 degrees F. 
Scoop 1-inch balls of dough and roll in the cinnamon and sugar mixture to coat.
Place on chilled cookie sheet about 2 inches apart and bake for 10 minutes.
Chill the dough and cookie sheets between batches.
Let cookies set on baking sheet for 2-3 minutes and then remove to a cooling rack. Store cookies in an airtight container.",10,▢ 2¾ cups (330 g) flour,▢ 2 teaspoons cream of tartar,▢ 1 teaspoon baking soda,▢ ¼ teaspoon (0.25 teaspoon) salt,"▢ 1 cup (227 g) unsalted butter, at room temperature, (2 sticks )",Brown Eyed Baker,https://www.browneyedbaker.com/snickerdoodles/,▢ 1½ cups (298 g) granulated sugar,▢ 2 eggs,▢ 1 teaspoon vanilla extract,▢ 3 tablespoons granulated sugar,▢ 1 tablespoon cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easy Peanut Butter Cookies Recipe,Michelle Lettrich,4.72,77 ,"Dessert, Snack",American,22 minutes,8 minutes,NA,30 minutes mins,36 cookies,5,"Preheat oven to 375 degrees F. Line baking sheets with parchment or a silicone baking mat.
In a small bowl, whisk together the flour, salt and baking soda.
In a mixing bowl, combine the peanut butter, shortening, brown sugar, milk and vanilla. Beat at medium speed until well blended, about 2 to 3 minutes. Add the egg and beat just until blended. Reduce speed to low and add the dry ingredients to the creamed mixture gradually, mixing just until combined.
Put the granulated sugar in a small bowl. Scoop a tablespoonful of dough and roll into a ball between the palms of your hands. Roll the dough into the sugar and place on the baking sheet, about 2 inches apart. Dip the tines of a fork into the sugar and make a crisscross pattern on the cookies, flattening them slightly.
Bake for 7 to 8 minutes or until set and just beginning to brown. Cool 2 minutes on baking sheet before removing to a wire rack to cool completely. The cookies can be stored in an airtight container at room temperature for up to 1 week or frozen for up to 3 months.",10,▢ 1¾ cups (218.75 g) all-purpose flour,▢ ¾ teaspoon (0.75 teaspoon) salt,▢ ¾ teaspoon (0.75 teaspoon) baking soda,▢ ¾ cup (193.5 g) creamy peanut butter,▢ ½ cup (102.5 g) vegetable shortening,Brown Eyed Baker,https://www.browneyedbaker.com/peanut-butter-cookies/,▢ 1¼ cups (275 g) packed light brown sugar,▢ 3 tablespoons milk,▢ 1 tablespoon vanilla,▢ 1 egg,"▢ Granulated sugar, for rolling cookies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange Cookies with Sweet Orange Glaze,Michelle Lettrich,4.55,183 ,"Dessert, Snack",American,30 minutes,12 minutes,NA,30 minutes mins,24 cookies,6,"Preheat oven to 350 degrees F. Line two baking pans with parchment paper or silicone baking mats; set aside.
Make the Cookies: In a medium bowl, whisk together the flour, baking powder, and salt; set aside.
In a small bowl, combine the the sugar and orange zest, rubbing them together with your fingers until the zest is completely incorporated into the sugar.
Using an electric mixer on medium speed, cream together the butter and the orange zest-infused sugar until light and fluffy, about 3 minutes. Add the egg and orange and mix until combined, scraping the sides of the bowl as needed. Reduce the mixer speed to low and gradually add the dry ingredients, mixing until just combined. If the dough seems a little on the soft side, refrigerate it for up to 30 minutes. 
Using a medium cookie scoop (or 2 tablespoonfuls), scoop out the dough and roll them into balls, placing them 2 inches apart on the prepared cookie sheets. Bake for 10 to 12 minutes, or until very lightly browned around the edges, but still pale in the middle. Let cool for 5 to 10 minutes on the cookie sheet, and then remove to a cooling rack to cool completely.
Make the Sweet Orange Glaze: Whisk together the powdered sugar, orange zest, and enough orange juice to achieve the desired consistency (less juice for a thicker glaze, more for a thinner one). Spread glaze over top of the cooled cookies, and allow to set at room temperature for at least 30 minutes. Store at room temperature in an airtight container (divide layers with wax paper so the cookies don't stick together).",11,▢ 2½ cups (300 g) all purpose flour,▢ 1 teaspoon baking powder,▢ ¼ teaspoon salt,▢ 1 cup (198 g) granulated sugar,▢ 2 tablespoons orange zest,Brown Eyed Baker,https://www.browneyedbaker.com/orange-cookies-recipe/,▢ 1 cup (227 g) unsalted butter,▢ 2 tablespoons fresh orange juice,▢ 1 egg,▢ 1½ cups (170 g) powdered sugar,▢ 1 tablespoon orange zest,▢ Fresh orange juice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
