title,author,rating,ratingnum,description,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,source,link,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,ingredient29,ingredient30,ingredient31,ingredient32,ingredient33,ingredient34,ingredient35,ingredient36,ingredient37,ingredient38,ingredient39,ingredient40,ingredient41,ingredient42,ingredient43,ingredient44,ingredient45,ingredient46,ingredient47,ingredient48,ingredient49
No Bake Avalanche Drop Cookies,Lord Byron’s Kitchen,NA,NA,"Time is short at Christmas with so many things to do, so incorporate some no-bake cookie options into your holiday baking to make your life easier.  No Bake Avalanche Drop Cookies are prepared with chocolate, peanut butter, marshmallows, cereal, and candy.  They are quick, easy, budget-friendly, and of course, delicious!",Recipes,Prep Time 10 minutes mins, Cook Time 5 minutes mins,NA,Total Time 1 hour hr 15 minutes mins,24 cookies,9,"To start, line a baking sheet with parchment paper.  Set that aside.
Next, in a large, microwaveable bowl, melt the chocolate chips at half speed in 30-second intervals, stirring well between each increment, until melted and smooth.
Add the peanut butter and stir until well incorporated.
Set this aside to cool for 5 minutes.
Next, add the marshmallows and rice krispie cereal.  Stir until they are both well incorporated.
Drop the mixture onto the parchment-lined baking sheet in heaping tablespoons.
Immediately top the cookies with red and green M&Ms and sprinkles.
Set the cookies aside to cool for one hour before transferring them to the fridge for another hour. 
Once firm, store in a food-safe container.  Keep refrigerated.",6,12 ounces milk chocolate chips (2 cups + 2 tablespoons),2/3 cup peanut butter,1 1/2 cups mini marshmallows,3 cups rice krispies cereal,1/2 cup mini M&Ms,2 tablespoons sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/no-bake-avalanche-drop-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clove and Molasses Cookies,Lord Byron’s Kitchen,5, 1 ,"Ground clove is a very common ingredient in holiday baking, but for the most part, it's hidden in a blend of other spices like cinnamon, ginger, and nutmeg.  Spiced Clove Cookies omit all of those and place ground cloves at the forefront. Cloves are described as having a hot taste, so these cookies are strongly flavoured and perfectly paired with hot tea.  ",Recipes,Prep Time 15 minutes mins, Cook Time 14 minutes mins,NA,Total Time 2 hours hrs 29 minutes mins,24 cookies,8,"In a mixing bowl, beat together the butter and brown sugar until light and fluffy – about 3-5 minutes.
Add the egg and molasses.  Beat in until combined.
Sift together the flour, baking soda, and 4 teaspoons of ground cloves.  Add to the butter mixture and beat until just combined.
When ready to bake, preheat oven to 350°F.  Prepare a baking sheet by lining it with parchment paper or a silicone baking mat.  Set aside.
Portion the dough into slightly heaping teaspoons and roll into balls.  Place the balls on the prepared baking sheet, leaving 2 inches of space between each cookie.
Bake for 10 minutes.  Remove from oven and allow to rest for 3 minutes before transferring to a wire cooling rack to finish cooling.
Once fully cooled, roll each of the cookies in the confectioner's sugar and place them in a single layer back onto the cooling rack.  Dust the tops of the cookies with the remaining teaspoon of ground cloves.
Pack cookies into a food-safe container with a tight-fitting lid.  Store at room temperature.",8,"3/4 cup salted butter, softened","1 cup brown sugar, lightly packed","1 large egg, room temperature",1/4 cup molasses,2 1/2 cups all purpose flour,2 teaspoons baking soda,5 teaspoons ground cloves,1 cup confectioner's sugar,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/clove-and-molasses-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glazed Nutcracker Cookies,Lord Byron’s Kitchen,NA,NA,"Alert the Mouse King because these Glazed Nutcracker Cookies are prepared with a copious amount of chopped nuts! Using salted nuts balances out the sweetness of the delicate, soft cookie and provides ample crunch and texture. Make extra and share them with your friends – just don't snack on them at the ballet!",Recipes,Prep Time 20 minutes mins, Cook Time 13 minutes mins,NA,Total Time 33 minutes mins,36 cookies,14,"Begin by preheating your oven to 350 degrees F.  Line two baking sheets with parchment paper and set aside.
In a mixing bowl, beat the butter for 2-3 minutes until the colour has lightened.
Add the sugar and beat for another 2-3 minutes.
Beat in the egg.
Next, add the ricotta and almond extract.  Beat until combined.
Add the flour and baking soda to the mixing bowl.  Beat until just incorporated.
Lastly, fold in the chopped nuts.
Use a cookie scoop to portion the dough into tablespoon amounts.  Place the mounds onto the prepared baking sheet, leaving two inches between each mound.  
Bake for 13 minutes.
Remove the cookies from the oven and allow them to cool on the baking sheets for 3 minutes before transferring to a wire cooling rack to finish cooling.
Once cooled, whisk the confectioner's sugar and milk until creamy smooth.
Using a teaspoon amount of the glaze, top each cookie, allowing the glaze to cascade down the sides of the cookie.  The cookies do not need to be completely covered in the glaze.
Immediately top with sprinkles.
Allow icing to firm before packaging or storing.",11,"1/2 cup salted butter, softened",3/4 cup sugar,"1 large egg, room temperature",1 cup ricotta cheese,1 teaspoon almond extract,2 cups all-purpose flour,1 teaspoon baking soda,2 cups chopped mixed salted nuts (measure after chopping),2 cups confectioner's sugar,2 tablespoons milk,1/4 cup sprinkles,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/glazed-nutcracker-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Tree Cookies,Lord Byron’s Kitchen,NA,NA,Dig out your tree-shaped cookie cutter and whip up a batch of these Christmas Tree Cookies! The ornaments are easy to make with crushed candy and they're baked right into the cookie dough.  It's like adding decoration and flavour at the same time!,Recipes,Prep Time 15 minutes mins, Cook Time 8 minutes mins,NA,Total Time 2 hours hrs 23 minutes mins,18 cookies,12,"In a mixing bowl, beat together the butter and sugar until well combined.  Add the egg and milk. Beat to combine.  
Next, add the flour, baking powder, and salt. Beat into the butter and sugar mixture.  The dough will be dry and crumbly at first, but keep beating until a dry dough is formed. In some cases, you might need to add one more tablespoon of milk. Knead dough to form a ball. 
Cover with plastic wrap and refrigerate for 2 hours.
In the meantime, transfer the hard candy to a food processor and pulse until the candy is completely crushed.  If you are using different colours, process the candy in batches and keep the colours separate.  Set those aside until you are ready to bake.
Preheat your oven to 350 degrees F. Prepare a baking sheet by lining it with parchment paper or a silicone baking mat. Set aside.  
Cut the dough into 4 portions. Working with one portion at a time, roll dough to 1/4 inch thick between two sheets of parchment paper.  
Use your cookie cutter to cut the shape of the cookie. Use a metal spatula to transfer the cookie to the prepared baking sheet. Save the leftover dough. Re-roll to make more cookies.
Using a straw, push straight down to cut random holes into the cookie where you would like the ornaments placed.  (Not too close together or the colours will blend into each other.)  
Fill the holes with the crushed candy, using the colour of your choice. The candy should be level with the top of the cookie.  A little more or less will not make a difference. If you get any candy on the cookie, use a small, clean paintbrush to brush the candy into the center hole.  
Bake for 8 minutes. 
Remove the cookies from the oven and allow them to cool for 5 minutes on a baking sheet. Carefully transfer to a wire cooling rack to finish cooling. 
Once the cookies are fully cooled, whisk the confectioner's sugar with milk until smooth.  Drizzle it over the cookies and immediately sprinkle with coarse sanding sugar.  Allow the icing to dry and set fully before packaging and storing the cookies.",11,"1 cup butter, softened",1 cup sugar,1 large egg,1 tablespoon milk,3 cups flour,3/4 teaspoon baking powder,1/4 teaspoon salt,"24 hard candy, crushed",1 1/2 cups confectioner's sugar,1 tablespoon milk,1/4 cup coarse sanding sugar,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/christmas-tree-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latte Gingerbread Cookies,Lord Byron’s Kitchen,NA,NA,"Latte Gingerbread Cookies are prepared with classic Christmas ingredients like ginger, cloves, cinnamon, instant espresso powder, and molasses.  Once baked, the cookies are drizzled with a brown butter frosting.  The taste of these cookies instantly floods the senses with memories of Christmases past!",Recipes,Prep Time 15 minutes mins, Cook Time 10 minutes mins,NA,Total Time 25 minutes mins,32 cookies,11,"Preheat your oven to 375 degrees F.  Prepare a baking sheet by lining it with parchment paper. Set aside.
In a large mixing bowl, beat together the butter and brown sugar until light and fluffy.
Add the molasses and egg.  Beat well to combine.
Add the dry ingredients in this order: flour, espresso powder, baking soda, ground ginger, ground cinnamon, ground cloves, and salt.
On low speed, beat to incorporate all of the ingredients. Don't over mix, just until the white of the flour disappears.
Portion the cookie dough into 2 tablespoon mounds.  Roll the mounds into a ball and then roll each ball into the turbinado sugar.  Place on the baking sheet leaving a 3-inch space between each cookie.
Bake for 12 minutes.
Remove the cookies from the oven and allow them to cool for five minutes before transferring them to a cooling rack to finish cooling.
Add the butter to a saucepan over medium heat.  Melt the butter and continue to cook it until the butter browns slightly.  You should smell a toasted smell; that's when you will know it's done.  Remove the butter from the heat and allow it to cool for 5 minutes.
Add the remaining ingredients to the saucepan with the browned butter and whisk to incorporate and blend.
Drizzle the frosting over the cooled cookies and allow the frosting to firm and set before transferring the cookies to a container or cookie jar.",17,2 1/4 cups all-purpose flour,3 tablespoons espresso powder,2 teaspoons baking soda,2 teaspoons ground ginger,2 teaspoons ground cinnamon,1/2 teaspoon ground cloves,1/2 teaspoon salt,"3/4 cup butter, softened","1 cup brown sugar, lightly packed",1 large egg,1/4 cup molasses,1/2 cup turbinado sugar,1/4 cup salted butter,2 cups confectioner's sugar,3 tablespoons whole milk,1 tablespoon vanilla bean paste,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/latte-gingerbread-cookies/,1/4 teaspoon ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holiday S’mores Cookies,Lord Byron’s Kitchen,NA,NA,"As the name implies, Holiday S'mores Cookies are prepared to resemble the flavour of everyone's favourite backyard fire treat! Baked with graham crumbs, chocolate, and brown sugar, these are a soft-baked cookie with a crispy edge. The texture of the crumbs with the milk chocolate is sensational. Topped with a bar of Hershey's chocolate, these cookies are a must this holiday season!",Recipes,Prep Time 15 minutes mins, Cook Time 10 minutes mins,NA,Total Time 25 minutes mins,32 cookies,9,"Preheat your oven to 350 degrees F. Line a baking sheet with parchment paper or a silicone baking mat. Set aside. 
In a large mixing bowl, beat together the butter, sugar, and brown sugar until light and fluffy – about 3-5 minutes.
Add the eggs and vanilla extract. Beat into the butter mixture.
In another bowl, whisk together the flour, baking soda, salt, cinnamon, and graham crumbs. Beat into the wet mixture until just combined. 
Use a rubber spatula to fold in the chocolate chips, marshmallow bits, and sprinkles. The cookie dough will be a little crumbly, but don’t worry about that. It will still bake up nicely.
These are larger cookies, so use a cookie scoop to measure mounds of the cookie dough onto the parchment-lined baking sheet. The mounds should have about two tablespoons of cookie dough. Leave 2 inches of space between each cookie. If you wish, you can push a couple of the marshmallow bits into the tops and add more sprinkles.
Bake the cookies for 10 minutes. 
Remove from oven and immediately push a block of Hershey’s chocolate into the center of each cookie. 
Allow the cookies to cool for 3 minutes before transferring to a wire cooling rack to finish cooling.",14,"1 cup butter, softened",1 cup sugar,1 cup brown sugar,"2 large eggs, room temperature",1 tablespoon vanilla extract,1 1/2 cups all-purpose flour,1 teaspoon baking soda,1/2 teaspoon salt,1 teaspoon cinnamon,3 cups graham cracker crumbs,2 cups mini milk chocolate chips,1/3 cup marshmallow bits,1/4 cup sprinkles,32 bars Hershey's Chocolate,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/holiday-smores-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glazed Chai Spiced Shortbread Cookies,Lord Byron’s Kitchen,5, 1 ,"Glazed Chai Spiced Shortbread Cookies are buttery, light, and airy.  The cookies are infused with familiar chai spices like cinnamon, nutmeg, ginger, cloves, and cardamom.  Once cooled, the cookies are flooded with a delightfully smooth and sweet glaze; these cookies are bound to be a holiday favourite!",Recipes,Prep Time 30 minutes mins, Cook Time 15 minutes mins,NA,Total Time 45 minutes mins,24 cookies,12,"Preheat the oven to 350 degrees F. Line a baking sheet with parchment paper or a silicone baking mat. Set aside.
Transfer the butter to a bowl and beat until light and fluffy – about 3 minutes.
Add all of the remaining cookie ingredients to the bowl and beat until incorporated.
Portion about 1 tablespoon of the dough (I used a small ice-cream type scoop to get even amounts of dough for each cookie.)
Roll the dough into small balls and place on the lined baking sheet. Leave a good 2 inches of space between each ball.
Next, dip the bottom of a drinking glass into a bowl of confectioner’s sugar to keep the dough from sticking, and push the bottom of the glass down onto the ball to flatten the ball to 1/2 inch.
Bake for 14 minutes. Remove from oven. Allow to cool for 2 minutes on the baking sheet before transferring to a wire rack to continue cooling.
The glaze is completely optional.  If you wish to add the glaze, whisk together the confectioner’s sugar with the milk until smooth.
Set the wire cooling rack with the cookies onto a rimmed baking sheet to catch the spilled glaze.  There will be spillage!
Use a teaspoon to spoon the glaze directly onto each cookie, allowing it to spread out naturally, covering the surface.  The excess will drip off.
Once the surface of each cookie is fully covered with the glaze, you can add sprinkles, nuts, etc., if you wish.
Once the glaze has hardened, transfer the cookies to a food-safe container with a tight-fitting lid. Keep at room temperature.",14,"1 cup butter, softened",1/4 cup cornstarch,1 1/2 cups all-purpose flour,1/2 cup confectioner’s sugar (plus more for flattening the cookie balls – see instructions below),1/2 teaspoon vanilla extract,1 teaspoons ground cinnamon,1/2 teaspoons ground ginger,1/4 teaspoon ground cardamom,1/4 teaspoon ground nutmeg,1/4 teaspoon ground allspice,1/4 teaspoon ground cloves,1 tablespoon granulated sugar,2 cups confectioner's sugar,2 tablespoons whole milk,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/glazed-chai-spiced-shortbread-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cinnamon Ginger Cookies,Lord Byron’s Kitchen,NA,NA,"With a slightly crispy outer edge and a chewy center, Cinnamon Ginger Cookies are topped with a sprinkling of caramelly turbinado sugar.  These cookies are warming to the taste because of the mild heat produced by the cinnamon and ginger.  Serve these with hot tea or coffee for a delightful little treat!",Recipes,Prep Time 1 hour hr, Cook Time 15 minutes mins,NA,Total Time 1 hour hr 15 minutes mins,48 cookies,13,"Beat the butter, sugar, and molasses together until well combined and creamy.
Add the egg and beat to combine.  
Next, add in the flour, baking powder, cinnamon, and ginger.  Beat on low speed until combined.
Divide the dough into four equal portions and roll each portion into a 12-inch log.
Wrap each log in plastic wrap and refrigerate for 30 minutes to chill.  
In the meantime, measure the turbinado sugar into a shallow bowl and set aside.  Line a baking sheet with parchment paper.
Once the dough is chilled, preheat your oven to 325 degrees F.
Working with one log at a time, depending on the size of your oven, cut a log into 1/2-inch slices.
Place each cookie flat side down into the turbinado sugar and press lightly so that the sugar sticks to the cookie.  Transfer the cookies to the prepared baking sheet with the sugar side facing up.
Bake for 14 minutes.
Remove the cookies from the oven and allow them to rest on the baking sheet for 5 minutes before transferring to a wire cooling rack to finish cooling.
While the cookies cool, slice, sugar, and bake the next log.
Once all of the cookies are baked and completely cooled, transfer to a food-safe container or cookie jar.",9,3 cups all-purpose flour,2 teaspoons baking powder,2 teaspoons ground cinnamon,4 teaspoons ground ginger,"1 cup salted butter, softened",1 cup sugar,1/3 cup fancy molasses,1 large egg,3/4 cup turbinado sugar,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/cinnamon-ginger-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coconut Cream Cheese Cookies,Lord Byron’s Kitchen,NA,NA,These no bake Coconut Cream Cheese Cookies require only four ingredients and about twenty minutes of your time! They are soft and chewy with just the right amount of sweetness that is well balanced with the addition of the cream cheese.  Make these cookies ahead of time and store them in your freezer! ,Recipes,Prep Time 20 minutes mins,NA,NA,Total Time 1 hour hr 20 minutes mins,22 cookies,8,"In a mixing bowl, beat the cream cheese and vanilla extract until well combined.
Add the coconut and mix well.
Roll the coconut mixture into balls and then press the balls in your palms to form a flattened, round shape.  Set them on a parchment-lined baking sheet.  (After rolling a few of the balls, your hands will become sticky, which will make rolling the balls harder.  Wash and dry your hands well and the rolling will be much easier.)
Refrigerate the cookies.
While the cookies chill, transfer the milk chocolate chips to a microwave-safe bowl.  In increments of 30 seconds at half power, melt the chocolate, stirring well between each increment. 
Once the chocolate is fully melted and silky smooth, remove the cookies from the fridge and dip them halfway down into the melted chocolate, allowing the excess to drip back into the bowl.
Set the dipped cookies back onto the parchment-lined baking sheet.  Once all cookies are dipped, refrigerate for one hour.
Once the chocolate has hardened, transfer the cookies to a food-safe container with a tight-fitting lid.  Keep refrigerated.",4,8 ounces cream cheese room temperature,1 teaspoon vanilla extract,"2 1/2 cups sweetened coconut, toasted",1 1/2 cups milk chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/coconut-cream-cheese-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apricot and Pistachio Cookies,Lord Byron’s Kitchen,NA,NA,"Soft and moist Apricot and Pistachio Cookies are a great addition to any holiday cookie platter! Prepared with a quick and easy cookie dough, these are packed with the chewiness of chopped dried apricots and the crunchiness of shelled pistachios!",Recipes,Prep Time 25 minutes mins, Cook Time 15 minutes mins,NA,Total Time 40 minutes mins,32 cookies,8,"Preheat your oven to 350 degrees F.  Prepare a baking sheet by lining it with parchment paper.  Set aside.
In a mixing bowl, beat together the sugar and butter until light and fluffy.
Add the eggs, almond extract, and salt.  Beat into the butter mixture.
Add the flour and baking soda.  Beat until just incorporated.  Do not over-mix.
Fold in the apricots and pistachios.
Use a cookie scoop, about 1 1/2 tablespoons in size, to scoop the cookie dough into even portions.  Roll into balls and place the balls on the prepared baking sheet leaving 2 inches of space between each ball.
Bake for 15 minutes.  Remove from oven and immediately transfer to a wire cooling rack to completely cool.
The glaze you see in the photographs is completely optional.  If you choose to implement the glaze, measure the confectioner's sugar into a bowl along with the milk and whisk to combine until smooth.  You can add more or less milk to get the desired consistency.  Drizzle the glaze over the completely cooled cookies and allow the glaze to firm and harden before packing the cookies into a cookie jar or food-safe container.",11,1 cup sugar,"3/4 cup butter, softened","2 large eggs, room temperature",1 teaspoon almond extract,1/4 teaspoon salt,2 cups all-purpose flour,1/2 teaspoon baking soda,"1 cup dried apricots, finely chopped","1 cup pistachios, finely chopped",2 cups confectioner's sugar,2 tablespoons milk,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/apricot-and-pistachio-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orange Spritz Cookies,Lord Byron’s Kitchen,5, 2 ,"Slightly sweet and buttery with a burst of fresh citrus flavour, these Orange Spritz Cookies melt in your mouth! Every holiday cookie exchange or plate must have a spritz cookie, so I encourage you to try this classic recipe with an orange zest twist!",Recipes,Prep Time 20 minutes mins, Cook Time 8 minutes mins,NA,Total Time 28 minutes mins,60 cookies,8,"Preheat your oven to 350 degrees F and prepare a baking sheet by lining it with a silicone baking mat or parchment paper.  Set aside.
In a mixing bowl, beat together the butter and the sugar until well combined – about 2 minutes.
Add the egg and the orange extract.  Beat into the butter and sugar mixture until completely incorporated.
Sift together the flour, and baking powder.  Add to the butter mixture along with the orange zest, and beat until just combined.
Load the cookie dough into a cookie press which has been fitted with the disc of your choosing.  
Press the dough onto the prepared baking sheet, leaving 1 inch of space between each cookie.
Bake for 8 minutes.  Remove from the oven and allow the cookies to cool slightly on the baking sheet for 2 minutes.  Transfer the cookies to a wire cooling rack to finish cooling.
Once cooled, dust the cookies with the confectioner's sugar.  Store at room temperature in a food-safe container.",8,"1 cup butter, softened",1 cup confectioner's sugar,1 large egg,1 teaspoon orange extract,2 1/4 cups all-purpose flour,1 teaspoon baking powder,2 tablespoons orange zest,1/4 cup confectioner's sugar,NA,NA,NA,NA,NA,NA,NA,NA,Lord Byron's Kitchen,https://www.lordbyronskitchen.com/orange-spritz-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
