title,author,recipesubmitter,tester,rating,ratingnum,description,category,times1,timesyield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,source,link,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25
Cookie Swap Cutouts,By Taste Of Home Editorial Team,"Recipe by Melissa Falk, Avon, Ohio",Tested by Taste of Home Test Kitchen,0,0,"I flooded my cutout Christmas trees with royal icing and scattered edible beads and more icing over the top for a polished design. —Melissa Falk, Avon, Ohio",Cookies,Total Time:Prep: 35 min. + chilling Bake: 10 min./batch,"Yield:about 4 dozen (2-1/2 in. cookie cutter)
Prep:35 min
Cook:10 min",5,"Cream butter and sugar until light and fluffy, 5-7 minutes. Beat in eggs and almond extract. In another bowl, sift together flour, baking powder and salt; beat into creamed butter mixture (mixture will be soft).
   Divide dough in half. Shape each into a disk; wrap in plastic wrap. Refrigerate 30 minutes or until firm enough to roll. 
   Preheat oven to 365°. On a lightly floured surface, roll each portion of dough to 1/4-in. thickness. Cut with a floured cookie cutter. Place 2 in. apart on parchment-lined baking sheets. 
   Bake until edges are lightly browned, 7-8 minutes. Remove from pans to wire racks to cool completely.
   For royal icing, place egg whites into a large bowl. Whisk on high for 4-5 minutes or until stiff peaks form. Gradually add confectioners sugar, 1 cup at a time, on low speed until incorporated. Add almond extract. Thin with water, as needed. Tint with food coloring if desired. Keep unused icing covered at all times with a damp cloth. If necessary, beat again on high speed to restore texture.",12,"1 cup butter, softened",1-1/4 cups sugar,"2 large egg, room temperature",2 teaspoons almond extract,3 cups all-purpose flour,1-1/2 teaspoons baking powder,1/2 teaspoon salt,royal icing:,"2 egg whites, room temperature",2 pounds confectioners' sugar,2 teaspoons almond extract,1 teaspoon water,NA,Taste of Home,https://www.tasteofhome.com/recipes/cookie-swap-cutouts/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Sheet Cake Cookies,By Taste Of Home Editorial Team,"Recipe by Tracy Pesho, North Royalton, Ohio",Tested by Taste of Home Test Kitchen,4.7,3,"Just like their full-size namesake, my moist and chewy cookies are slathered with crackly chocolate icing. —Tracy Pesho, North Royalton, Ohio",Cookies,Total Time:Prep: 20 min. Bake: 10 min./batch,Yield:18 servings,4,"Preheat oven to 350°. In a large bowl, whisk eggs. Add cake mix and oil until combined. 
   Drop or scoop by tablespoonfuls into parchment-lined baking sheets. Bake until edges are set, 7-8 minutes. Let stand on cookie sheets for 5 minutes before transferring to cooling racks.
   Meanwhile, in a small saucepan, combine butter, cocoa and milk. Cook over medium heat, until butter has melted, stirring constantly. Remove from heat, add confectioners sugar; whisk until smooth. 
   Spoon frosting over cookies; sprinkle with sea salt, if desired.",9,"2 large eggs, room temperature",1 package (15-1/4 ounces) chocolate cake mix,1/3 cup canola oil,frosting:,1/2 cup butter,2 tablespoons baking cocoa,3 tablespoons whole milk,2-1/2 cups confectioners' sugar,"Sea salt, optional",NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/texas-sheet-cake-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iced Browned Butter Oatmeal Cookies,By Taste Of Home Editorial Team,"Recipe by Elizabeth Tittle, Cleveland, Ohio",Tested by Taste of Home Test Kitchen,4,1,"I elevated a classic oatmeal cookie recipe by browning the butter. The result: a rich, nutty flavor. —Elizabeth Tittle, Cleveland, Ohio",Dishes & Beverages,Total Time:Prep: 30 min. + chilling Bake: 10 min./batch,"Yield:2 dozen
Prep:30 min
Cook:10 min",7,"Place butter in a small heavy saucepan. Cook over medium heat until golden brown, 5-7 minutes; cool slightly.
   In a large bowl combine oats, flour, baking soda, cinnamon and salt.
   Add sugars to browned butter; mix until smooth. Add eggs, honey and vanilla. Add dry ingredients to wet mixture until just combined.
   Scoop by tablespoonfuls onto parchment-lined baking sheets. Cover; chill 3 hours or overnight.
   Preheat the oven to 350°. Bake cookies, 2 inches apart on parchment-lined baking sheets, until edges are golden brown, 10-12 minutes.
   Place a circle cookie cutter just larger than the baked cookies, around the hot cookies, swirl to create uniform edges. Allow cookies to cool on baking sheets for 5 minutes before removing to wire racks to cool completely.
   For the icing, combine all ingredients. Dip tops of cookies into icing, let stand until set.",15,1-1/4 cups unsalted butter,"2 cups old-fashioned oats, pulsed in food processor to be a mix of fine and large crumbs",2 cups plus 2 tablespoons all-purpose flour,2 teaspoons baking soda,2 teaspoons ground cinnamon,1 teaspoon salt,1 cup sugar,1 cup packed brown sugar,"2 large eggs, room temperature",2 tablespoons honey,2 teaspoons vanilla extract,icing:,2 cups confectioners' sugar,Taste of Home,https://www.tasteofhome.com/recipes/iced-browned-butter-oatmeal-cookies/,4 to 6 tablespoons whole milk,"1 vanilla bean, scraped or 1 teaspoon vanilla bean paste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
An Ode to Lekko Shortbread Cookies,By Taste Of Home Editorial Team,"Recipe by Alex Welch, Euclid, Ohio",Tested by Taste of Home Test Kitchen,0,0,"Inspired by a latte at Lekko, my favorite local coffee shop, I infused a classic shortbread recipe with maple and rosemary flavors, then piped a big ribbon of espresso buttercream on each cookie. —Alex Welch, Euclid, Ohio",Dishes & Beverages,Total Time:Prep: 15 min. + chilling. Bake: 15 min./batch,"Yield:about 4 dozen
Prep:15 min
Cook:15 min",4,"In a large bowl, cream butter, maple syrup and sugar until light and fluffy. In another bowl, whisk flour, salt and rosemary; gradually beat into creamed mixture. 
   Divide dough in half; shape each into a 1-in. roll. Wrap in plastic wrap; refrigerate until firm, about 2 hours.
   Preheat oven to 350°. Unwrap and cut dough crosswise into 1/2-in. slices. Place 1 in. apart on greased baking sheets. Bake until set, 15-20 minutes. Cool on pans for 5 minutes before removing to wire racks to cool. 
   Meanwhile, in a large bowl, cream butter and confectioners sugar until well blended. Add coffee and espresso powder. Pipe or spread frosting over cooled cookies.",11,"1 cup unsalted butter, softened",1/4 cup maple syrup,1/2 cup confectioners' sugar,2 cups all-purpose flour,1/2 teaspoon kosher salt,3 teaspoons minced fresh rosemary,buttercream:,"1/2 cup unsalted butter, softened",2 cups confectioners' sugar,2 tablespoons strong brewed coffee,1 teaspoon Nescafe Gold Espresso Intense powder,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/an-ode-to-lekko-shortbread-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elise Jesse’s Stuffed Pumpkin Snickerdoodles,By Elise Jesse,"Recipe by Elise Jesse, Cincinnati, Ohio",Tested by Taste of Home Test Kitchen,0,0,"These cream cheese-filled pumpkin snickerdoodles are one of my top five favorite cookies of the season. They are generous with cozy spices, rich pumpkin flavor and a decadent creamy filling. Perfect for holiday gatherings, bake sales or a quiet night in, these cookies are guaranteed to impress—and disappear fast! —Elise Jesse, Cincinnati, Ohio",Cookies,Total Time:Prep: 30 min. + chilling Bake: 10 min./batch,"Yield:16 cookies
Prep:30 min
Cook:10 min",7,"Preheat oven to 350°. In a medium bowl, whisk together flour, pumpkin pie spice, cream of tartar, baking soda and salt. Set aside. 
   In a large mixing bowl, beat together butter and granulated sugar until light and fluffy, 5-7 minutes. Add the egg, pumpkin puree and vanilla until combined.  
   Gradually add dry ingredients until smooth. Refrigerate until firm, about 30 minutes.
   Meanwhile, in a small bowl, beat together cream cheese and confectioners' sugar until smooth.
   In another small bowl, combine the cinnamon and sugar for rolling. 
   Scoop chilled dough by 2 tablespoonfuls. Flatten and fill with 1 teaspoon of cream cheese mixture. Wrap dough around filling, sealing edges well. Roll into a ball, coat in cinnamon-sugar mixture. 
   Place onto parchment-lined baking sheets, 2-in. apart. Bake until edges are golden brown, 10-12 minutes. Cool on pans for 5 minutes before removing to wire racks.",16,3 cups all-purpose flour,1-1/2 teaspoons pumpkin pie spice,1 teaspoon cream of tartar,1 teaspoon baking soda,1/2 teaspoon salt,"1 cup unsalted butter, softened",1-1/2 cups sugar,"1 large egg, room temperature",1/2 cup canned pumpkin,1 teaspoon vanilla extract,cream cheese filling:,"1 package (8 ounces) cream cheese, softened",1/2 cup confectioners' sugar,Taste of Home,https://www.tasteofhome.com/recipes/elise-jesse-stuffed-pumpkin-snickerdoodles/,cinnamon sugar coating:,4 tablespoons sugar,2 tablespoons ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Oatmeal Cookies,By Lauren Habermehl,"Recipe by Lauren Habermehl, Pewaukee, Wisconsin",Tested by Taste of Home Test Kitchen,5,1,"These pumpkin oatmeal cookies are the perfect way to welcome the arrival of fall and cooler weather. Each one is perfectly spiced, loaded with chewy oats and studded with puddles of chocolate.",Cookies,Total Time:Prep: 10 min. Bake: 11 min. + cooling,"Yield:24 cookies
Prep:10 min
Cook:11 min",6,"Preheat oven to 350°. Line two 15x10x1-in. baking sheets with parchment paper; set aside. 
   Line a shallow bowl with a double layer of paper towels. Scoop pumpkin into the bowl; top with another paper towel. Gently press to dry excess moisture from the pumpkin; set aside.
   In a large bowl, combine oats, flour, cinnamon, baking soda, salt, ginger, cloves and nutmeg.
   In a separate large bowl, combine melted butter, sugar and brown sugar. Beat in egg, vanilla extract and pumpkin. Gradually add dry ingredients to the wet ingredients; mix just until dough is thick, wet and sticky with no dry patches. Fold in chocolate chips.
   Scoop 2 tablespoonfuls of dough onto the prepared sheet pans 2-3 in. apart. Use the back of a spoon to press the mounds of dough into flattened discs about 1/2-in. thick. 
   Bake 5 minutes; remove from the oven and gently tap the tray 3-4 times on the counter to deflate and flatten the cookies. Return to the oven for another 6-8 minutes or until the edges are golden and the centers are set. Cool 5 minutes on the sheet pans before transferring to a wire rack to cool completely.",15,1 can (15 ounces) canned pumpkin,3 cups old-fashioned oats,2 cups all-purpose flour,2 teaspoons ground cinnamon,1 teaspoon baking soda,1 teaspoon salt,1/2 teaspoon ground ginger,1/4 teaspoon ground cloves,1/4 teaspoon ground nutmeg,"1 cup unsalted butter, melted",2/3 cup sugar,1 cup packed brown sugar,"1 large egg, room temperature",Taste of Home,https://www.tasteofhome.com/recipes/pumpkin-oatmeal-cookies/,2 teaspoons vanilla extract,1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter and Jelly Cookies,"By Sharon Lehman, RDN","Recipe by Margaret Knoebel, Milwaukee, Wisconsin",Tested by Taste of Home Test Kitchen,0,0,These peanut butter and jelly cookies turn the classic sandwich into a freshly baked treat. Soft peanut butter cookies are topped with fruit jelly and finished with flaky salt for a scrumptious sweet-and-salty bite.,Cookies,Total Time:Prep: 15 min. Bake: 10 min./batch + cooling,"Yield:about 4-1/4 dozen
Prep:15 min
Cook:10 min",2,"Preheat oven to 350°. Cream peanut butter and sugars until light and fluffy, 5-7 minutes. Beat in eggs and vanilla. Roll dough into tablespoonfuls, place 1 in. apart onto parchment-lined baking sheets.
   Bake until edges are firm, 10-12 minutes. Cool on pans 5 minutes. Press an indentation in center of each cookie with the back of a teaspoon. Fill each with jelly; sprinkle with salt. Remove to wire racks to cool completely.",7,2 cups peanut butter,1 cup sugar,1 cup packed brown sugar,"2 large eggs, room temperature",2 teaspoons vanilla extract,1/2 cup strawberry or grape jelly,Coarse sea salt,NA,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/peanut-butter-and-jelly-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hetal Vasavada’s Pecan Caramel Thumbprint Cookies,By Hetal Vasavada,"Recipe by Hetal Vasavada, San Francisco, California",Tested by Taste of Home Test Kitchen,0,0,"If you’re into fall baking, these are the perfect cookies for you! They hit that sweet spot between cozy and indulgent. A soft, chocolate thumbprint base holds a rich salted caramel filling loaded with toasted pecans for the perfect crunch. For the best flavor, toast your pecans until they’re just fragrant. This is a key step, so don’t skip it! —Hetal Vasavada, San Francisco, California",Cookies,Total Time:Prep: 40 min. + chilling Bake: 10 min./batch,"Yield:2-1/2 dozen
Prep:40 min
Cook:10 min",7,"In a small bowl, whisk flour and cornstarch together and set aside.
   In a medium bowl, add butter and sugar. Beat until light and fluffy, about 3 minutes. Add egg, vanilla and salt. Sift in cocoa powder. Mix until well combined. Add dry ingredients and mix until just combined. Cover and chill dough for 30 minutes in the freezer, or 1 hour in the refrigerator. 
   Preheat oven to 350°. Scoop dough by tablespoonfuls, roll into a ball. Place onto parchment-lined baking sheets 1 in. apart. Gently flatten; press a deep indentation in the center of each with the end of a wooden spoon handle. Bake the cookies on the center rack until edges are set, 10-12 minutes. Once the cookies are done, use the back of a wooden spoon to press the indentation down again. Let cool on wire racks.
   Place the chopped pecans on a baking sheet; bake until golden brown and fragrant, about 10 minutes, stirring halfway through. 
   Meanwhile, make the caramel. Add sugar to a heavy-bottomed saucepan over medium-high heat. Stir with a whisk until all the sugar has melted and turns a golden amber color. Add butter; whisk well. Remove from heat and add heavy cream, salt, cinnamon and nutmeg; whisk until well combined. Add toasted pecans and mix well. 
   Spoon the caramel filling into the indentation of each thumbprint cookie.
   Melt the chocolate chips and coconut oil in the microwave in 30-second increments until smooth. Pipe or drizzle over cookies. If desired, sprinkle with flaky sea salt.",20,thumbprint cookies:,1-1/4 cups all-purpose flour,1 tablespoon cornstarch,"1/2 cup unsalted butter, softened",2/3 cup sugar,"1 large egg, room temperature",2 teaspoons vanilla extract,1/4 teaspoon kosher salt,1/3 cup baking cocoa,caramel:,1/4 cup chopped pecans,1/2 cup sugar,3 tablespoons unsalted butter,Taste of Home,https://www.tasteofhome.com/recipes/hetal-vasavada-pecan-caramel-thumbprint-cookies/,2 tablespoons heavy whipping cream,3/4 teaspoon salt,1/8 teaspoon ground cinnamon,1 pinch ground nutmeg,3 tablespoons semisweet chocolate chips,1/2 teaspoon coconut oil,"Flaky sea salt, optional",NA,NA,NA,NA,NA
Frosted Sugared Cranberry Cookies,By Molly Allen,"Recipe by Molly Allen, Hood River, Oregon",Tested by Taste of Home Test Kitchen,0,0,"These frosted sugared cranberry cookies are a sweet, slightly tart treat. We mix dried cranberries into the sugar cookie dough, pipe a pillowy buttercream with orange zest on top and garnish with sparkly, sugared cranberries.",Dishes & Beverages,Total Time:Prep: 20 min. + chilling Cook: 15 min. + cooling,"Yield:12 cookies
Prep:20 min
Cook:15 min",7,"In the bowl of a stand mixer fitted with the paddle attachment, cream butter and sugars until light and fluffy, 3-4 minutes. Mix in egg and vanilla extract. 
   In a medium bowl, whisk together flour, baking powder and salt. Gradually mix the dry ingredients into the butter mixture just until the dough comes together. Mix in dried cranberries.
   Form the dough into a disc; wrap in plastic wrap. Chill at least 20 minutes.
   Preheat the oven to 350°. Line a 15x10x1-in. baking sheet with parchment paper; set aside.
   On a lightly floured surface, roll dough out to 1/2-in. thick. Use a 2-in. circular cookie cutter to cut cookies out of the dough.
   Transfer cookies to the prepared baking sheet. Bake 11-13 minutes until the edges are lightly golden. Let the cookies cool on the baking sheet for 10 minutes before transferring to a wire rack to cool completely.
   To make the frosting, cream together butter, confectioners' sugar, milk and vanilla extract; beat until smooth, 2-3 minutes. Mix in orange zest. Frost each cooled cookie with frosting. Garnish with sugared cranberries.",16,"3/4 cup unsalted butter, softened",1/2 cup sugar,1/2 cup confectioners' sugar,"1 large egg, room temperature",1 teaspoon vanilla extract,2-1/4 cups all-purpose flour,1/2 teaspoon baking powder,1/2 teaspoon salt,"1/2 cup dried cranberries, chopped",frosting:,"1/2 cup unsalted butter, softened",5 cups confectioners' sugar,3 tablespoons 2% milk,Taste of Home,https://www.tasteofhome.com/recipes/frosted-sugared-cranberry-cookies/,1 teaspoon vanilla extract,1 tablespoon grated orange zest,1/4 cup sugared cranberries,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gingerbread Crinkle Cookie Sandwiches,By Susan Bronson,"Recipe by Susan Bronson, Rhinelander, Wisconsin",Tested by Taste of Home Test Kitchen,0,0,"Soft, chewy gingerbread cookies are stuffed with rich vanilla bean buttercream to make these party-worthy gingerbread crinkle cookie sandwiches.",Cookies,Total Time:Prep: 30 min. + chilling Bake: 10 min. + cooling,"Yield:12 cookie sandwiches
Prep:30 min
Cook:10 min",6,"In a large bowl, beat sugar and oil until blended. Beat in egg and molasses until smooth, 1-2 minutes.
   In a separate large bowl, whisk together flour, ginger, baking soda, cinnamon, cloves and salt. Gradually add to wet ingredients; stir until well-combined. Cover; refrigerate at least 2 hours.
   Preheat oven to 350°. Line two 15x10x1-in. baking sheets with parchment paper.
   Shape dough in 1-in. balls; roll in confectioners' sugar. Place 2 in. apart on the prepared baking sheets. Slightly flatten each ball. Bake 10-12 minutes or until set and tops are cracked. Remove to wire racks to cool completely.
   Meanwhile, to make filling, place butter in a large bowl; beat until light and fluffy, 1-2 minutes. Add confectioners' sugar, milk, vanilla bean paste and salt; beat on low speed until confectioners' sugar is incorporated. Increase speed; beat until fluffy and smooth, 2-3 minutes.
   Use an offset spatula to spread about 1 tablespoon of filling onto the flat side of a cookie. Top with another cookie, flat side down, to make a sandwich. Repeat with remaining cookies.",17,2/3 cup packed brown sugar,1/4 cup canola oil,"1 large egg, room temperature",1/3 cup molasses,2 cups all-purpose flour,2 teaspoons ground ginger,1-1/2 teaspoons baking soda,1 teaspoon ground cinnamon,1/2 teaspoon ground cloves,1/2 teaspoon salt,3 tablespoons confectioners' sugar,filling:,"1/2 cup unsalted butter, room temperature",Taste of Home,https://www.tasteofhome.com/recipes/gingerbread-crinkle-cookie-sandwiches/,2-1/4 cups confectioners' sugar,3 tablespoons 2% milk,2 teaspoons vanilla bean paste,1/8 teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Lava Cookies,By Lauren Habermehl,"Recipe by Lauren Habermehl, Pewaukee, Wisconsin",Tested by Taste of Home Test Kitchen,0,0,These rich chocolate lava cookies have a luscious molten chocolate fudge center that's decadent and divine.,Cookies,Total Time:Prep: 1 hour Bake: 15 min. + cooling,"Yield:18 cookies
Prep:1 hour
Cook:15 min",7,"Place chopped chocolate and butter in a large heat-safe bowl; set aside. In a small saucepan, warm heavy cream until it begins to simmer. Whisk in cocoa powder until dissolved. Pour warm cocoa cream over the chopped chocolate and butter; stir until completely melted, smooth, and glossy. Cover with plastic wrap; freeze at least 1 hour or until firm, yet scoopable.
   Remove from the freezer. Line a 15x10x1-in. baking sheet with parchment paper. Scoop tablespoonfuls of the chocolate mixture; roll into balls. Arrange on the prepared sheet pan 1/2-in. apart; freeze at least 30 minutes or until firm.
   Meanwhile, in a large mixing bowl, combine flour, baking cocoa, baking powder, espresso powder and salt; set aside.
   In the bowl of a stand mixer fitted with the paddle attachment, cream butter and sugar until smooth and fluffy, 2-3 minutes. Add eggs and egg yolk, one at a time, beating well after each addition until evenly combined. Beat in vanilla extract. 
   Add dry ingredients to the wet ingredients; mix just until combined and no dry patches of flour remain. Cover; chill at least 30 minutes or overnight.
   Preheat oven to 350°. Line a 15x10x1-in. baking sheet with parchment paper. Remove the fudge balls from the freezer. Scoop 2 tablespoons of dough; shape into a ball and then flatten into a disc. Place one fudge ball into the center of the dough; fold the edges of the dough to completely encase the fudge in the middle. Pinch and smooth any seams to prevent leakage. Arrange the balls 2 in. apart on the prepared baking sheet (do not place more than 6 cookies on a pan).
   Bake 10-12 minutes or until set on the edges and nearly set in the center. Let cool for 5 minutes in the pan. Dust lightly with confectioners' sugar. Serve warm.",16,"12 ounces dark baking chocolate, finely chopped","2 tablespoons unsalted butter, chopped",1/4 cup baking cocoa,2/3 cup heavy whipping cream,cookies:,2-2/3 cups all-purpose flour,3/4 cup baking cocoa,1-1/2 teaspoons baking soda,1 teaspoon instant espresso powder,1 teaspoon salt,"1 cup unsalted butter, room temperature",2 cups sugar,"2 large eggs, room temperature",Taste of Home,https://www.tasteofhome.com/recipes/chocolate-lava-cookies/,"1 large egg yolk, room temperature",1 tablespoon vanilla extract,"Confectioners' sugar, for topping",NA,NA,NA,NA,NA,NA,NA,NA,NA
Copycat Trader Joe’s Maple Leaf Cookies,By Molly Allen,"Recipe by Molly Allen, Hood River, Oregon",Tested by Taste of Home Test Kitchen,4,1,"With this copycat Trader Joe's maple leaf cookies recipe in hand, there's no need to visit the store! We pack maple flavor into the cookies and the filling.",Cookies,Total Time:Prep: 35 min. Bake: 15 min. + cooling,"Yield:12 cookies
Prep:35 min
Cook:15 min",6,"In the bowl of a stand mixer fitted with the paddle attachment, cream butter and sugars until light and fluffy, 2-3 minutes. Add egg, maple syrup and vanilla extract; beat until smooth.
   In a large mixing bowl, whisk together flour, baking powder and salt. Gradually beat dry ingredients into the butter mixture until dough comes together. Cover; chill 20 minutes.
   Preheat the oven to 350°. On a floured surface, roll out the dough to about 1/8-in. thickness. Using a leaf-shaped cookie cutter, cut out cookies; place on a baking sheet lined with parchment paper, spacing 1 in. apart. Chill 10 minutes.
   Bake 9-11 minutes or until edges are lightly golden brown. Let cool completely on a wire rack.
   To make the filling, beat together butter, 1 cup confectioners' sugar, maple syrup and salt. Beat in remaining 1 cup confectioners’ sugar until well-combined and smooth.
   Flip half the cookies over, top side down. Spread about 2 teaspoons filling on each cookie; place a second cookie on top, sandwiching them together.",14,3/4 cup unsalted butter,3/4 cup sugar,1/4 cup packed brown sugar,"1 large egg, room temperature",2 tablespoons maple syrup,1 teaspoon vanilla extract,3 cups all-purpose flour,1/2 teaspoon baking powder,1/2 teaspoon salt,filling:,1/2 cup unsalted butter,2 cups confectioners' sugar,2-1/2 tablespoons maple syrup,Taste of Home,https://www.tasteofhome.com/recipes/copycat-trader-joes-maple-leaf-cookies/,1/4 teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ube Cookies,By Val Goodrich,"Recipe by Margaret Knoebel, Milwaukee, Wisconsin",Tested by Taste of Home Test Kitchen,0,0,"Ube cookies are soft, chewy and filled generously with ube jam. White chocolate chips are studded throughout the cookies with a matching white chocolate drizzle.",Cookies,Total Time:Prep: 15 min. Bake: 15 min./batch,"Yield:about 2-1/2 dozen
Prep:15 min
Cook:15 min",4,"In a large bowl, cream the butter, sugar, ube extract and salt until light and fluffy, 5-7 minutes. Gradually beat in enough flour to form a smooth dough. Mix in 1 cup white chocolate chips.
   Preheat oven to 350°. Scoop cookie dough into 1-in. balls. Place 1 in. apart on parchment-lined baking sheets.
   Press a deep indentation in center of each with the end of a wooden spoon handle. Fill with jam.
   Bake 15-18 minutes or until bottoms are browned. Remove to wire racks to cool. Melt remaining 1 cup white chocolate chips, drizzle over cookies.",7,"1-1/2 cups butter, softened",1 cup sugar,1 teaspoon ube extract,1/4 teaspoon salt,3 to 3-1/2 cups all-purpose flour,"2 cups white baking chips, divided",1/2 cup ube jam or preserves,NA,NA,NA,NA,NA,NA,Taste of Home,https://www.tasteofhome.com/recipes/ube-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apple Pie-Stuffed Cookies,By Lauren Habermehl,"Recipe by Lauren Habermehl, Pewaukee, Wisconsin",Tested by Taste of Home Test Kitchen,0,0,These pillowy apple-pie stuffed cookies provide you with a new way to enjoy your favorite fall dessert.,Dishes & Beverages,Total Time:Prep: 1 hour + freezing Bake: 10 min. + cooling,"Yield:18 cookies
Prep:1 hour
Cook:10 min",7,"In a food processor, pulse apple pie filling until apple chunks are pea-sized. Spoon 18 tightly-mounded tablespoonfuls onto a parchment-lined sheet pan. Freeze at least 1 hour or until firm.
   Meanwhile, preheat the oven to 350°. In a large mixing bowl, whisk together flour, cream of tartar, baking soda, cinnamon and salt; set aside.
   In the bowl of a stand mixer fitted with a paddle attachment, cream butter, granulated sugar and brown sugar on medium speed until smooth and fluffy, about 3 minutes. Scrape down the sides of the bowl. Add egg, egg yolk and vanilla extract; beat until evenly combined, scraping down the sides as needed, until a smooth batter forms.
   With the mixer on its lowest setting, gradually add dry ingredients until combined and no dry patches of flour remain.
   In a shallow bowl, combine sugar and cinnamon; set aside.
   Scoop cookies by about 2 tablespoonfuls; flatten into round discs. Place one mound of frozen apple pie filling in the center of the disc; bring the edges of the dough up to seal the filling inside the cookie dough. Shape into a ball. Roll in the cinnamon sugar mixture to coat the entire ball.
   Arrange cookie dough balls on a parchment-lined baking sheet spaced 3 in. apart. Bake 10-12 minutes or until lightly golden on the edges and tops appear set. Let cool 10 minutes on the pan; remove to a wire rack to cool completely.",14,1 can (21 ounces) apple pie filling,3 cups all-purpose flour,2 teaspoons cream of tartar,1 teaspoon baking soda,1 teaspoon ground cinnamon,1/2 teaspoon salt,"1 cup unsalted butter, softened",1 cup sugar,1/3 cup packed brown sugar,"1 large egg plus 1 large egg yolk, room temperature",1-1/2 teaspoons vanilla extract,topping:,1/3 cup sugar,Taste of Home,https://www.tasteofhome.com/recipes/apple-pie-stuffed-cookies/,1-1/2 teaspoons ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
