title,author,genre,rating,ratingnum,preptime,cooktime,totaltime,additionaltime,cooltime,chilltime,baketime,standtime,servings,yield,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28,additionaltime...47,preptime...48,source,link
Cookie Mold Sugar Cookies,Maura,Sugar Cookie Recipes,3.7,86,30 mins,25 mins,56 mins,1 mins,NA,NA,NA,NA,48 ,4 dozen,7,"1 cup butter, softened",1 cup white sugar,2 large eggs,1 tablespoon vanilla extract,3 cups all-purpose flour,1 teaspoon salt,cooking spray with flour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11172/cookie-mold-sugar-cookies/
Delilah's Frosted Cut-Out Sugar Cookies,Delilah Lopez,Sugar Cookie Recipes,4.5,523,10 mins,8 mins,18 mins,NA,NA,NA,NA,NA,36 ,3 dozen,13,¾ cup butter flavored shortening,1 cup white sugar,2  eggs,1 tablespoon milk,1 teaspoon vanilla extract,2 ½ cups all-purpose flour,1 teaspoon baking powder,1 teaspoon salt,1 tablespoon butter,1 teaspoon vanilla extract,2 ½ cups confectioners' sugar,3 tablespoons milk,2 drops any color food coloring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/25065/delilahs-frosted-cut-out-sugar-cookies/
Peanut Butter Chocolate Chip Cookies from Heaven,KATHY,Peanut Butter Cookie Recipes,4.2,342,10 mins,10 mins,20 mins,NA,NA,NA,NA,NA,24 ,4 dozen,11,1 ½ cups packed brown sugar,"1 cup butter, softened",1 cup peanut butter,2 large eggs,1 teaspoon vanilla extract,2 ¾ cups all-purpose flour,¼ cup cornstarch,1 teaspoon baking soda,¾ teaspoon salt,½ teaspoon baking powder,1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9830/peanut-butter-chocolate-chip-cookies-from-heaven/
Pebber Nodder (Danish Christmas Cookies),YAC2004,Scandinavian,4.4,213,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,100 ,NA,6,1 cup butter,1 cup sugar,2  eggs,2 ½ cups all-purpose flour,1 teaspoon ground cardamom,"1 teaspoon ground cinnamon, or to taste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/79471/pebber-nodder-danish-christmas-cookies/
Easy Whole Wheat Peanut Butter Cookies,VETTY430,NA,4,172,20 mins,15 mins,35 mins,NA,NA,NA,NA,NA,36 ,3 dozen,7,1 cup peanut butter,"½ cup butter, softened",½ cup honey,½ cup packed brown sugar,1  egg,1 ¼ cups whole wheat flour,1 teaspoon baking powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/86689/easy-whole-wheat-peanut-butter-cookies/
Soft and Chewy Pumpkin Cookies,Ruth,Pumpkin Cookie Recipes,4.4,183,15 mins,15 mins,30 mins,NA,NA,NA,NA,NA,36 ,36 cookies,12,"8 ounces butter, softened",1 cup white sugar,1 cup packed brown sugar,1 cup pumpkin purée,1 large egg,1 teaspoon vanilla extract,2 ½ cups all-purpose flour,1 cup raisins,1 cup rolled oats,1 teaspoon baking powder,1 teaspoon ground cinnamon,½ teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/13774/soft-and-chewy-pumpkin-cookies/
Double Coco Double Chocolate Chip Cookies (a twist on Toll House® cookies),coxbrea151,Double Chocolate,4.6,11,15 mins,10 mins,30 mins,5 mins,NA,NA,NA,NA,36 ,3 dozen cookies,12,2 ¼ cups all-purpose flour,"½ cup cocoa powder, or more to taste",1 teaspoon salt,½ teaspoon baking soda,½ cup white sugar,½ cup brown sugar,"½ cup butter, softened",½ cup shortening,2  large eggs,1 teaspoon vanilla extract,"1 cup semi-sweet chocolate chips, or more to taste",1 cup chopped walnuts (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/232729/double-coco-double-chocolate-chip-cookies-a-twist-on-toll-house-cookies/
T. T.'s Cookies,Sarah and Annette,Peanut Butter Cookie Recipes,4.6,91,NA,NA,NA,NA,NA,NA,NA,NA,12 ,2 dozen,10,2 cups all-purpose flour,1 teaspoon baking soda,1 teaspoon salt,1 cup unsalted butter,1 ½ cups white sugar,⅓ cup peanut butter,1  egg,1 teaspoon vanilla extract,2 cups semisweet chocolate chips,"4  chocolate covered peanut butter cups, chopped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/15479/t-ts-cookies/
Chocolate Chip Cookies II,Rachel Miller,Drop Cookie Recipes,4.2,125,15 mins,5 mins,20 mins,NA,NA,NA,NA,NA,48 ,4 dozen,8,¾ cup white sugar,¾ cup packed brown sugar,2  eggs,2 ¾ cups all-purpose flour,1 teaspoon vanilla extract,1 cup butter or margarine,1 teaspoon baking soda,2 cups semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10353/chocolate-chip-cookies-ii/
Homemade Chocolate Sandwich Cookies,John Crandall,Sandwich Cookie Recipes,4.6,215,NA,NA,NA,NA,NA,NA,NA,NA,12 ,2 dozen,3,2 (18.25 ounce) packages devil's food cake mix,4  eggs,1 cup shortening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9990/homemade-chocolate-sandwich-cookies/
Chocolate Sugar Drop Cookies,Jamie7,Drop Cookie Recipes,4.8,83,15 mins,10 mins,30 mins,5 mins,NA,NA,NA,NA,12 ,1 dozen cookies,9,¾ cup white sugar,"¼ cup butter, softened",1  egg,1 teaspoon vanilla extract,1 cup all-purpose flour,¼ cup cocoa powder,½ teaspoon baking soda,¼ teaspoon salt,½ cup chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/245296/chocolate-sugar-drop-cookies/
Mary's Sugar Cookies,Pat,Sugar Cookie Recipes,4.4,233,30 mins,20 mins,2 hrs 55 mins,2 hrs 5 mins,NA,NA,NA,NA,30 ,5 dozen,9,"1 cup butter, softened",1 ½ cups sifted confectioners' sugar,1 large egg,1 teaspoon vanilla extract,½ teaspoon almond extract,2 ½ cups all-purpose flour,1 teaspoon baking soda,1 teaspoon cream of tartar,¼ cup granulated sugar for decoration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/23750/marys-sugar-cookies/
Thin Mint Cookies,Lauren,Refrigerator Cookie Recipes,4.2,92,30 mins,10 mins,5 hrs 40 mins,5 hrs,NA,NA,NA,NA,36 ,36 cookies,9,1 ¼ cups all-purpose flour,½ cup unsweetened cocoa powder,¼ teaspoon salt,"½ cup butter, softened",1 cup white sugar,1  egg,½ teaspoon mint extract,"3 (1 ounce) squares semisweet chocolate, chopped",¼ cup butter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10831/thin-mint-cookies/
Heather's Gingerbread Cookies,Heather,Gingerbread Cookie Recipes,3.9,142,NA,NA,NA,NA,NA,NA,NA,NA,30 ,2 1/2 dozen,12,1 ½ cups dark molasses,1 cup packed brown sugar,⅔ cup cold water,⅓ cup shortening,7 cups all-purpose flour,2 teaspoons baking soda,1 teaspoon salt,1 teaspoon ground allspice,2 teaspoons ground ginger,1 teaspoon ground cloves,1 teaspoon ground cinnamon,1 (16 ounce) package chocolate frosting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9481/gingerbread-cookies/
Martian Cookies,THEA,Squash,4.6,86,NA,NA,NA,NA,NA,NA,NA,NA,24 ,4 dozen,13,½ cup butter,¾ cup white sugar,1  egg,½ teaspoon vanilla extract,1 ½ cups all-purpose flour,1 teaspoon ground cinnamon,½ teaspoon baking soda,½ teaspoon salt,1 cup quick cooking oats,1 cup grated zucchini,1 cup chopped walnuts,½ cup semisweet chocolate chips,½ cup butterscotch chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10772/martian-cookies/
Molasses Sugar Cookies I,Tiffany Rogers,Sugar Cookie Recipes,4.8,86,NA,NA,NA,NA,NA,NA,NA,NA,30 ,5 dozen,10,¾ cup butter flavored shortening,1 cup packed brown sugar,1  egg,¼ cup molasses,2 cups all-purpose flour,¼ teaspoon salt,2 teaspoons baking soda,1 teaspoon ground cinnamon,1 teaspoon ground cloves,1 teaspoon ground ginger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10554/molasses-sugar-cookies-i/
Shaped Vanilla Cookies,Carole,Cut-Out Cookie Recipes,4.3,110,NA,NA,NA,NA,NA,NA,NA,NA,12 ,2 dozen,7,1 cup margarine,1 cup white sugar,2  eggs,2 teaspoons vanilla extract,3 cups all-purpose flour,½ teaspoon baking soda,1 teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11002/shaped-vanilla-cookies/
Meatball Cookies,Sheri DeVito-Mariotto,Italy,4.5,115,NA,NA,NA,NA,NA,NA,NA,NA,30 ,5 dozen,17,3 cups all-purpose flour,⅔ cup unsweetened cocoa powder,1 ½ teaspoons baking powder,1 ½ teaspoons baking soda,1 teaspoon salt,1 cup chopped walnuts,1 teaspoon ground cloves,1 teaspoon ground allspice,1 teaspoon ground cinnamon,½ teaspoon ground nutmeg,1 ½ cups white sugar,3  eggs,½ cup butter,2 teaspoons vanilla extract,4 cups confectioners' sugar,¼ cup unsweetened cocoa powder,½ cup milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10214/meatball-cookies/
Healthy Banana Cookies,K Gailbrath,Banana Dessert Recipes,4,1316,15 mins,20 mins,50 mins,15 mins,NA,NA,NA,NA,36 ,3 dozen,5,3  ripe bananas,2 cups rolled oats,"1 cup dates, pitted and chopped",⅓ cup vegetable oil,1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9615/healthy-banana-cookies/
German Cut-Out Cookies,jill,German,4.4,107,25 mins,15 mins,45 mins,5 mins,NA,NA,NA,NA,48 ,4 dozen,8,"1 cup butter, softened",2 cups brown sugar,2  eggs,1 tablespoon vanilla extract,4 cups all-purpose flour,1 teaspoon baking soda,1 teaspoon baking powder,½ teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/24424/german-cut-out-cookies/
Egg-Free Low-Fat Oatmeal Cookies,Lucille Lozier,Oatmeal Raisin Cookie Recipes,3.8,286,15 mins,10 mins,25 mins,NA,NA,NA,NA,NA,24 ,2 dozen,10,¾ cup applesauce,¼ cup packed brown sugar,¼ cup white sugar,1 cup all-purpose flour,1 teaspoon baking powder,½ teaspoon salt,½ teaspoon ground cinnamon,1 cup rolled oats,½ cup raisins,½ cup chopped walnuts (Optional),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11586/egg-free-low-fat-oatmeal-cookies/
Cherry Chocolate Chunk Cookies,Pat B,American Cookie Recipes,4.6,77,25 mins,15 mins,45 mins,5 mins,NA,NA,NA,NA,42 ,3 1/2 dozen,14,2 ¼ cups unbleached all-purpose flour,1 teaspoon baking soda,½ teaspoon salt,"½ cup unsalted butter, softened",½ cup butter flavored shortening (such as Crisco),½ cup white sugar,¾ cup brown sugar,2  eggs,1 ½ teaspoons vanilla extract,1 ½ teaspoons almond extract,1 cup dried tart cherries,¾ cup chopped walnuts,½ cup chopped pecans,1 (12 ounce) bag semi-sweet chocolate chunks (such as SACO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/76556/cherry-chocolate-chunk-cookies/
No-Sugar-Added Oatmeal Cookies,Gene Payne,Oatmeal Raisin Cookie Recipes,4.2,133,15 mins,15 mins,30 mins,NA,NA,NA,NA,NA,24 ,2 dozen,7,2 cups rolled oats,"3 medium ripe bananas, mashed",½ cup raisins (Optional),⅓ cup applesauce,¼ cup almond milk,1 teaspoon vanilla extract,1 teaspoon ground cinnamon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/233012/no-sugar-oatmeal-cookies/
No Bake Cookies without Peanut Butter,Sandy,No-Bake Cookie Recipes,4.2,344,10 mins,10 mins,20 mins,NA,NA,NA,NA,NA,18 ,3 dozen,6,2 cups white sugar,½ cup butter,½ cup milk,3 cups quick cooking oats,3 tablespoons cocoa powder,1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10298/no-bake-cookies-ii/
Oatmeal Craisin Cookies,Liane McKellar,Oatmeal Raisin Cookie Recipes,4.7,755,10 mins,15 mins,25 mins,NA,NA,NA,NA,NA,24 ,4 dozen,12,"1 cup butter, softened",1 cup packed brown sugar,1 cup white sugar,2 large eggs,1 teaspoon vanilla extract,2 cups quick cooking oats,2 cups all-purpose flour,1 teaspoon baking soda,1 teaspoon baking powder,1 teaspoon salt,1 cup raisins,1 cup sweetened dried cranberries (such as Craisins®),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/11032/oatmeal-craisin-cookies/
Cream Cheese Chocolate Chip Cookies,Melissa Marsh,Drop Cookie Recipes,4,93,15 mins,15 mins,30 mins,NA,NA,NA,NA,NA,12 ,2 dozen cookies,10,1 (8 ounce) package cream cheese,1 cup butter or margarine,¾ cup white sugar,¾ cup packed brown sugar,1  egg,1 teaspoon vanilla extract,2 ½ cups all-purpose flour,1 teaspoon baking powder,½ teaspoon salt,2 cups milk chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10681/cream-cheese-chocolate-chip-cookies/
Chocolate Chip Peppermint Cookies,Courtney,Drop Cookie Recipes,4.5,176,15 mins,12 mins,50 mins,23 mins,NA,NA,NA,NA,30 ,30 cookies,11,¾ cup butter,½ cup white sugar,½ cup packed brown sugar,1  egg,1 teaspoon vanilla extract,1 teaspoon peppermint extract,1 ½ cups all-purpose flour,¼ cup unsweetened cocoa powder,1 teaspoon baking soda,¼ teaspoon salt,1 cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/17019/chocolate-chip-peppermint-cookies/
Soft Chocolate Chip Cookies I,Sandy Greathouse,Drop Cookie Recipes,3.9,105,NA,NA,NA,NA,NA,NA,NA,NA,18 ,3 dozen,9,1 cup packed brown sugar,1 cup shortening,2  eggs,1 teaspoon baking soda,1 teaspoon salt,1 teaspoon vanilla extract,2 ½ cups sifted all-purpose flour,½ cup chopped walnuts,2 cups semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9925/soft-chocolate-chip-cookies-i/
Lavender Shortbread Cookies,Maryeileen Corcoran,Shortbread Cookie Recipes,4.5,112,20 mins,20 mins,1 hr 40 mins,1 hr,NA,NA,NA,NA,24 ,2 dozen cookies,9,"1 ½ cups butter, softened",⅔ cup white sugar,¼ cup sifted confectioners' sugar,2 tablespoons finely chopped fresh lavender,1 tablespoon chopped fresh mint leaves,1 teaspoon grated lemon zest,2 ½ cups all-purpose flour,½ cup cornstarch,¼ teaspoon salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/95697/lavender-shortbread-cookies/
Trail Mix Cookies,dancer7889,Cranberry,4.6,86,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,36 ,3 dozen cookies,13,½ cup applesauce,½ cup white sugar,½ cup brown sugar,1 ½ teaspoons vanilla extract,2  egg whites,1 ¼ cups all-purpose flour,1 teaspoon baking soda,½ teaspoon salt,¾ teaspoon ground cinnamon,1 ¼ cups quick cooking oats,½ cup semisweet chocolate chips,½ cup chopped walnuts,⅓ cup dried cranberries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/160269/trail-mix-cookies/
Almond Delight Cookies with Dark Chocolate (Sugar-Free Almond Pulp Cookies),JoyFullGrl,Almond Dessert Recipes,5,1,30 mins,20 mins,56 mins,6 mins,NA,NA,NA,NA,22 ,44 cookies,15,8  pitted dates,2 cups moist almond pulp from making almond milk,⅓ cup rolled oats,¼ cup almond milk,3 tablespoons blanched almond flour,2 tablespoons coconut flour,"2 tablespoons coconut oil, melted",1 tablespoon applesauce,1 tablespoon vanilla extract,"1 tablespoon cacao nibs, ground",4 pinches ground cinnamon,4 dashes salt,1 dash ground nutmeg,¼ cup water (Optional),⅓ cup chopped vegan dark chocolate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/261975/almond-delight-cookies-with-dark-chocolate-sugar-free-almond-pulp-cookies/
No-Bake Chocolate Oatmeal Cookies,Rachel,No-Bake Cookie Recipes,4.1,171,5 mins,5 mins,40 mins,30 mins,NA,NA,NA,NA,24 ,24 cookies,7,⅔ cup maple syrup,¼ cup vegetable oil,5 tablespoons unsweetened cocoa powder,1 teaspoon ground cinnamon,½ cup peanut butter,1 cup rolled oats,1 teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/19211/no-bake-chocolate-oatmeal-cookies/
Honey Oatmeal Cookies,Daniel,Oatmeal Cookie Recipes,3.9,117,NA,NA,NA,NA,NA,NA,NA,NA,30 ,5 dozen,8,1 cup honey,1  egg,¾ cup shortening,¼ cup water,1 teaspoon vanilla extract,3 cups rolled oats,1 ½ cups all-purpose flour,½ teaspoon baking soda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10480/honey-oatmeal-cookies/
Applesauce Oatmeal Cookies,JWOLFF,Apple Dessert Recipes,3.7,222,NA,NA,NA,NA,NA,NA,NA,NA,12 ,2 dozen,8,"⅓ cup butter, softened",⅔ cup packed brown sugar,½ teaspoon ground cinnamon,¼ teaspoon baking soda,1  egg,½ cup applesauce,1 ¼ cups all-purpose flour,1 ¼ cups rolled oats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10239/applesauce-oatmeal-cookies/
Super Duper Chocolate Cookies,Icecreamman,Refrigerator Cookie Recipes,4.5,80,20 mins,15 mins,3 hrs 35 mins,3 hrs,NA,NA,NA,NA,48 ,4 dozen,10,4 (1 ounce) squares unsweetened chocolate,½ cup vegetable shortening,2 cups white sugar,2 teaspoons vanilla extract,4  eggs,2 cups all-purpose flour,2 teaspoons baking powder,⅛ teaspoon salt,½ cup chopped walnuts,¾ cup confectioners' sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/132195/super-duper-chocolate-cookies/
Whole Grain Breakfast Cookies Recipe,IrisMac,NA,4.8,365,25 mins,10 mins,50 mins,15 mins,NA,NA,NA,NA,18 ,1 1/2 dozen cookies,15,1 cup walnuts,1 ½ cups old-fashioned rolled oats (not instant),½ cup ground flax meal,⅓ cup whole wheat flour,1 teaspoon baking soda,1 teaspoon ground cinnamon,½ teaspoon salt,½ cup almond butter,⅓ cup brown sugar,¼ cup canola oil,¼ cup blue agave nectar,1 large egg,1 teaspoon vanilla extract,1 cup semisweet chocolate chips,½ cup dried cherries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/218671/whole-grain-breakfast-cookies/
Yogurt Chocolate Chip Cookies,Kim Chin,Drop Cookie Recipes,4.6,294,10 mins,12 mins,22 mins,NA,NA,NA,NA,NA,36 ,3 dozen,10,½ cup packed brown sugar,½ cup white sugar,¼ cup margarine or butter,¼ cup shortening,½ cup plain nonfat yogurt,2 teaspoons vanilla extract,1 ¾ cups all-purpose flour,½ teaspoon baking soda,½ teaspoon salt,2 cups semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/34221/yogurt-chocolate-chip-cookies/
Quinoa Cookies,Liz,Drop Cookie Recipes,4.7,79,10 mins,35 mins,50 mins,5 mins,NA,NA,NA,NA,18 ,18 cookies,14,⅔ cup water,⅓ cup quinoa,1 cup shredded coconut,1 cup rolled oats,1 cup all-purpose flour,¾ cup brown sugar,"2  ripe bananas, mashed",½ cup applesauce,½ cup peanut butter,1 teaspoon vanilla extract,1 teaspoon salt,1 teaspoon baking soda,1 teaspoon baking powder,¾ cup semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/232492/quinoa-cookies/
Grandmother's Oatmeal Coconut Cookies,JULES2JEWELS,Oatmeal Cookie Recipes,4.6,99,15 mins,10 mins,55 mins,30 mins,NA,NA,NA,NA,50 ,100 small cookies,12,1 ½ cups brown sugar,1 cup white sugar,"¾ cup butter, softened",2  eggs,1 tablespoon vanilla extract,2 cups all-purpose flour,1 teaspoon baking soda,½ teaspoon salt,½ teaspoon baking powder,1 cup oats,1 cup crispy rice cereal (such as Rice Krispies®),1 cup flaked coconut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/231430/grandmothers-oatmeal-coconut-cookies/
4-Ingredient Keto Peanut Butter Cookies,Fioa,Peanut Butter Cookie Recipes,4,147,10 mins,15 mins,25 mins,NA,NA,NA,NA,NA,12 ,12 cookies,4,1 cup peanut butter,½ cup low-calorie natural sweetener (such as Swerve®),1  egg,1 teaspoon sugar-free vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/261181/4-ingredient-keto-peanut-butter-cookies/
Applesauce Cookies,WHITEFIVE,Apple Dessert Recipes,4.6,78,20 mins,10 mins,30 mins,NA,NA,NA,NA,NA,60 ,5 dozen,12,1 cup packed brown sugar,¾ cup butter,1 large egg,1 cup applesauce,2 ½ cups all-purpose flour,¾ teaspoon ground cinnamon,½ teaspoon baking soda,½ teaspoon salt,¼ teaspoon ground nutmeg,¼ teaspoon ground cloves,1 cup chopped walnuts,1 cup raisins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/43977/applesauce-cookies-ii/
Haystack Cookies,Dee,No-Bake Cookie Recipes,4.7,83,25 mins,NA,25 mins,NA,20 mins,NA,NA,NA,48 cookies,4 dozen,8,2 cups white sugar,⅓ cup unsweetened cocoa powder,½ cup milk,½ cup butter,3 ½ cups quick cooking oats,1 cup flaked coconut,½ cup chopped peanuts,1 pinch salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/9891/haystacks-i/
Easy No Bake Cookies,Kimberly Nielson,No-Bake Cookie Recipes,4,139,NA,NA,NA,NA,NA,NA,NA,NA,48 ,3 to 4 - dozen,6,2 cups white sugar,¾ cup butter,⅔ cup milk,1 (3.9 ounce) package instant chocolate pudding mix,3 ½ cups quick cooking oats,½ teaspoon vanilla extract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"`
additionaltime`",`preptime`,Allrecipes,https://www.allrecipes.com/recipe/10992/easy-no-bake-cookies/
