title,author,datelisted,rating,ratingnum,category,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,source,link,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28
4 Ingredient Coconut Cloud Cookies,Jennifer Lee,"by Jennifer Lee on August 9, 2025",5,4,Diet,5 minutes,13 minutes,NA,18 minutes,11 cookies,4,"Preheat the oven to 350°F (177°C). Line a large baking sheet with parchment paper.
In a large mixing bowl, add almond flour and sugar (1/2 cup). Whisk until evenly combined. Then add in the egg. Mix with a spatula until the egg is fully incorporated and you have a thick sticky dough. Initially, your dough may seem too dry, but if you continue to mix, the almond flour will continue to absorb the moisture from the egg until all of the flour is incorporated into the dough. Stir in the shredded coconut until evenly mixed in. The coconut should thicken the dough a little more. Let the dough sit for about 5 minutes.
Add 2 tbsp sugar to a small bowl and set aside. Use a 1.5 tbsp cookie scoop to scoop the cookie batter and release it onto your prepared baking sheet. Take each dough ball and roll between your palms to form smooth balls. The dough will be a little soft, but you should be able to form into balls. Gently dip the top of each ball in sugar. Place the coated balls back onto the prepared baking sheet (with the dipped sugar side facing up) and press down lightly on each one to form a thick round disk, about 1/2 inch thick. Space the cookies so they have about 1 inch space between each one.
Bake cookies for about 13-15 minutes or until the cookies are done. When the cookies are done, the edges should be set and lightly browned and the cookies should be puffed up and have a crinkle surface. Let the cookies fully cool on the baking sheet before removing and eating. This will allow them to develop their chewy texture. Store uneaten cookies in an airtight container for 1-2 days at room temperature and longer in the fridge or freezer.",4,"▢ 1 cup + 2 tbsp (99g) superfine blanched almond flour, see note for measuring","▢ 1/2 cup (104g) granulated white sugar, plus an additional 2 tbsp for rolling the cookie dough balls",▢ 1 large egg,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-coconut-cloud-cookies/,▢ 1/4 cup (26g) unsweetened finely shredded coconut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient Healthier No Bake Peanut Butter Cookies,Jennifer Lee,"by Jennifer Lee on July 24, 2025",NA,NA,4 Ingredients or Less,10 minutes,NA,NA,10 minutes,8 cookies,4,"Line a baking sheet with parchment paper.
Add all ingredients to a large bowl. Mix with a spatula until a thick dough forms. Once the mixture forms a dough, use your hands to knead the dough a few times to fully incorporate the almond flour. If your dough seems too soft, you can add a little more almond flour. Taste the dough and adjust sweetness if needed.
Use a 1.5 tbsp cookie scoop to scoop the dough. Roll the dough pieces into smooth balls. Place cookie dough balls onto your prepared baking sheet, spacing them about 1 inch apart, and press down on each ball so that they form thick round disks, about 1/2 inch thick. If desired, use the back of a fork to make a criss-cross pattern on top of each cookie.
Place the cookies into the fridge for about 1 hour (uncovered) to firm up further. The cookies won't change much but they should firm up enough so they are easy to hold. Store any uneaten cookies in an airtight container in the fridge or freezer.",3,▢ 1/2 cup (128g) unsweetened natural peanut butter with no added oils,▢ 2 tbsp (1 fl oz/30ml) maple syrup,▢ 1/2 cup (45g) superfine blanched almond flour,Kirbie's Cravings,https://kirbiecravings.com/3-ingredient-no-bake-healthier-peanut-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient No Bake Healthier Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on July 23, 2025",5,2,4 Ingredients or Less,10 minutes,NA,NA,10 minutes,12 cookies,4,"Line a large baking sheet with parchment paper.
Add all ingredients to a large bowl. Mix with a spatula until a thick dough forms. Not all of the almond flour will initially be absorbed into the dough and that is okay. Once the mixture forms a dough, use your hands to knead the dough a few times to fully incorporate the cocoa powder and almond flour. Your dough should be uniform in color. If you find that your dough is already thick and dry enough (so that you can easily shape the dough) and you still have some leftover almond flour in the bowl, you don't need to add in all the almond flour. You only need to add enough to make the dough easy to shape and work with. Taste the dough and adjust sweetness if needed.
Use a 1.5 tbsp cookie scoop to scoop the dough. Roll the dough pieces into smooth balls. Place cookie dough balls onto your prepared baking sheet, spacing them about 1 inch apart, and press down on each ball so that they form thick round disks, about 1/2 inch thick. If desired, you can use the back of a metal spoon to smooth and round the edges of the cookies. If you want to drizzle chocolate over the cookies, do so at this time.
Place the cookies into the fridge for about 30 minutes to 1 hour (uncovered) to firm up further. The cookies won't change much but they should firm up enough so they are easy to hold. Store any uneaten cookies in an airtight container in the fridge or freezer.",4,▢ 1/2 cup (128g) unsweetened natural cashew butter with no added oils,▢ 1/4 cup (24g) unsweetened Dutch process cocoa powder,▢ 1/4 cup (2fl oz/59ml) maple syrup,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-no-bake-healthier-chocolate-cookies/,"▢ 1 cup (90g) superfine almond flour, use spoon and level method for measuring, see note",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient Healthier No Bake Lemon Cookies,Jennifer Lee,"by Jennifer Lee on Jul 10, 2025 (updated Aug 15, 2025)",4,1,4 Ingredients or Less,10 minutes,NA,NA,10 minutes,13 cookies,5,"Line a large baking pan with parchment paper.
Add shredded coconut, lemon juice, lemon zest, coconut oil and maple syrup to a food processor. Blend on high speed until everything is evenly mixed and the mixture sticks together, about 15 seconds. You can taste the mixture at this point and adjust sweetness or lemon flavor as needed.
Use a 1.5 tbsp cookie scoop to scoop the mixture and release onto the prepared baking pan, spacing the cookie balls about 1 inches apart.
Using the back of a metal spoon, press down on each cookie ball so that it forms a thick round disk, about 1/2 inch thick. Smooth edges as needed so that the cookies are thick round disks and look like cookies. If desired, you can sprinkle some additional lemon zest as garnish.
Place cookies into the fridge to chill until cookies are set and feel firm. This can take about 1-2 hours. Cookies are ready to eat once they are solid. Store uneaten cookies in an airtight container in the fridge or freezer. The cookies will maintain their form for a little bit at room temperature but will eventually turn too soft so it is best to keep them chilled.",4,▢ 2 cups (144g) finely shredded unsweetened coconut,▢ 1 tsp (5ml) lemon juice + 1 tbsp lemon zest,▢ 3.5 tbsp (52ml) melted coconut oil,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-healthier-no-bake-lemon-cookies/,▢ 3.5 tbsp (52ml) maple syrup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient No Bake Healthier Chocolate Chip Cookies,Jennifer Lee,"by Jennifer Lee on July 7, 2025",4.50,2,4 Ingredients or Less,15 minutes,NA,NA,15 minutes,10 cookies,5,"Line a baking pan with parchment paper. Set aside.
In a large mixing bowl, add almond flour, maple syrup and coconut oil. Mix until you have a dough. The dough shouldn't be too sticky, but if you pinch some of it together, it should hold its form. If your dough seems too dry and crumbly, add a little more maple syrup or coconut oil.
Add in the chocolate chips and stir until they are evenly distributed.
Use a 1.5 tablespoon cookie scoop to scoop the dough. Pack the dough into the scoop before releasing to help it stick together. Release onto your prepared baking sheet, spacing each dough ball about 1.5 inches apart. Use the back of a metal spoon to flatten each dough ball until it becomes a thick round disk, about 1/2 inch thick. The cookies will not change shape, so shape or smooth the edges to how you want the final outcome to be. If desired, you can also press a few more chocolate chips on top of each cookie to make them look nicer.
Place the cookies in the fridge for about 30 minutes to help them firm up a little. The cookies are then ready to eat. Store uneaten cookies in an airtight container in the fridge or freezer.",4,▢ 1 1/2 cups (140g) superfine blanched almond flour,▢ 3 tbsp (1.5 fl oz/44ml) maple syrup,▢ 3 tbsp (1.5 fl oz/44ml) melted coconut oil,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-healthier-no-bake-chocolate-chip-cookies/,▢ 1/4 cup (40g) dark chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient Keto Peanut Butter Cloud Cookies,Jennifer Lee,"by Jennifer Lee on Jun 16, 2025 (updated Aug 5, 2025)",NA,NA,Cookies,10 minutes,11 minutes,NA,21 minutes,9 cookies,6,"Preheat the oven to 350°F (177°C). Line a large baking sheet with parchment paper.
Add the egg and sweetener to the bowl of a stand mixer. Using the wire whisk attachment, beat at highest speed for 4 minutes.
Add the peanut butter and baking powder to the mixing bowl. Use a silicone spatula to fold the peanut butter and baking powder into the egg mixture. Be careful to not overmix. You want to keep as much of the air created by the eggs as possible. Mix until no egg streaks remain and you have a uniform batter that looks like a thick peanut butter paste.
Use a 1.5 tbsp cookie scoop to scoop the cookie batter and release onto your prepared baking sheet, spacing the cookies about 1.5 inches apart.
Bake for 11–12 minutes, or until the cookies are lightly golden brown on top and puffed and set around the edges.
Let cookies cool on the baking sheet before removing and serving. Cookies taste best soon after they are baked. If you eat them the next day, they have a much more crumbly texture. I recommend reheating leftovers before eating to make them more soft and moist again. Uneaten cookies can be stored in an airtight container for 1-2 days at room temperature and longer in the fridge or freezer.",4,▢ 1 large egg,▢ 2 tbsp (24g) granular monkfruit sweetener with erythritol,▢ 1/2 cup (128g) unsweetened natural peanut butter with no added oils,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-keto-peanut-butter-cloud-cookies/,▢ 1/2 tbsp (4.5g) aluminum-free baking powder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient Healthier No Bake Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on Jun 15, 2025 (updated Aug 15, 2025)",5,2,4 Ingredients or Less,15 minutes,NA,NA,15 minutes,10 cookies,6,"Line a baking sheet with parchment paper.
Add dates to a large food processor. Pulse until the dates are completely smooth and like a paste. This can take a few minutes and you want to stop your food processor and scrape the sides a few times to help it blend. When I make my paste, the dates first break down into smaller pieces and then they roll up into one large ball. If you continue to blend, the ball is broken down again and becomes a mostly smooth thick paste.
Add the almond flour and cocoa powder. Do your best to try to press the mixture into the date paste using a spatula. It may seem very dry at first but the date paste will eventually absorb everything. Blend the mixture in your food processor, stopping a few times to use your spatula to scrape the sides and press the dry ingredients into the date paste until the ingredients are fully incorporated.
Your mixture should appear crumbly, almost like small chocolate crumbs, but when you pinch it together, it should stick. If it is not sticky and your mixture is too dry, you can add a tiny bit of water (about 1-2 tsp) but you need to be very careful because adding too much water will make the cookie dough too soft and sticky to work with and you will then need to add more cocoa or almond flour.
Use a 1.5 tbsp cookie scoop to scoop and pack the dough. Release onto your palm and roll into a smooth ball. Place ball onto your prepared baking sheet and press down so that it forms a thick round disk, about 1/4 inch thick. Repeat with remaining dough. If desired, you can use the back of a metal spoon to smooth and round the edges of the cookies. If you are planning on decorating the cookies with melted chocolate drizzles, do so at this time.
Place the cookies into the fridge for about 30 minutes to 1 hour to firm up further. The cookies won't change much but they should firm up enough so they are easy to hold. Store any uneaten cookies in an airtight container in the fridge or freezer.",3,"▢ 1 1/2 cups (198g) pitted Medjool date halves, see note before starting","▢ 1/4 cup + 2 tbsp (33g) superfine almond flour, see note before starting",▢ 3 tbsp (18g) unsweetened Dutch process cocoa powder,Kirbie's Cravings,https://kirbiecravings.com/3-ingredient-healthier-no-bake-chocolate-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient Lemon Sugar Cookies,Jennifer Lee,"by Jennifer Lee on June 11, 2025",NA,NA,NA,10 minutes,14 minutes,NA,24 minutes,13 cookies,6,"Preheat oven to 325°F (163°C). Line a large cookie sheet with parchment paper.
In a large mixing bowl, add butter and sugar. Using the flat paddle attachment, beat at medium speed until the ingredients are incorporated. Gradually increase the mixer speed to high and mix until the butter mixture is creamy and light, about 30 seconds. You will need to stop and scrape the sides of your bowl once or twice with a spatula so that the butter mixture gets mixed properly.
Add in flour. Mix on low speed until flour is completely incorporated and a soft dough forms. Add in the lemon zest and mix on low speed for a few seconds until the zest is evenly mixed in.
Use a 1.5 tbsp cookie scoop to scoop out dough. Place onto prepared cookie sheet, spacing the dough about 1.5 to 2 inches apart.
If garnishing with sugar, add 1 tbsp sugar to a small bowl. Take each dough ball and gently press the top into the sugar before placing them back onto the baking sheet.
Bake cookies about 12-14 minutes or until edges start to turn light brown. Let cookies cool on baking sheet before removing. Do not attempt to remove them before they are cooled because they will still be very soft and not fully set. Once cooled, the cookies are ready to eat. Store uneaten cookies in an airtight container for 1 day at room temperature and longer in the fridge or freezer.",4,"▢ 1/2 cup (113g) unsalted butter , softened","▢ 1/2 cup + 1 tbsp (108g) granulated white sugar, plus additional 1 tbsp for dipping","▢ 1 cup (135g) self-rising flour , see note before starting",Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-lemon-sugar-cookies/,▢ 1 tbsp (5.4g) lemon zest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient Chocolate Cloud Cookies,Jennifer Lee,"by Jennifer Lee on May 28, 2025 (updated Aug 5, 2025)",5,1,4 Ingredients or Less,10 minutes,12 minutes,NA,22 minutes,11 cookies,4,"Preheat the oven to 350°F (177°C). Line a large baking sheet with parchment paper.
In a large mixing bowl, add almond flour, cocoa and sugar. Whisk until evenly combined. Then add in the egg. Mix until the egg is fully incorporated and you have a thick dough. At first your dough may seem too dry, but if you continue to mix, the flour will continue to absorb the moisture from the egg until all of the flour is incorporated into the dough. Add 2 tbsp sugar to a small bowl and set aside.
Use a 1.5 tbsp cookie scoop to scoop the cookie batter and release onto your prepared baking sheet. Take each dough ball and roll between your palms to form smooth balls. Lightly coat each ball in sugar. Place the coated balls back onto the prepared baking sheet and press down lightly on each one to form a thick round disk, about 1/2 inch thick. Space the cookies so they have about 1 inch space between each one. If desired, you can sprinkle a little sparkling sugar on top of each cookie for garnish.
Bake cookies for about 12-14 minutes or until the cookies are done. When the cookies are done, the edges should be set and they should be puffed up and have a crinkle surface. Let the cookies fully cool on the baking sheet before removing and eating. Store uneaten cookies in an airtight container for 1-2 days at room temperature and longer in the fridge or freezer.",4,"▢ 1 1/4 cups + 2 tbsp (120g) superfine blanched almond flour , see note for measuring",▢ 2 tbsp (12g) unsweetened Dutch process cocoa powder,"▢ 1/2 cup + 1 tbsp (117g) granulated white sugar, plus an additional 2 tbsp for rolling the cookie dough balls",Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-chocolate-cloud-cookie/,▢ 1 large egg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient Keto Lemon Sugar Cookies,Jennifer Lee,"by Jennifer Lee on May 23, 2025 (updated Aug 15, 2025)",5,1,NA,10 minutes,11 minutes,NA,21 minutes,10.5 cookies,5,"Preheat the oven to 350°F (175°C). Line a large baking sheet with parchment paper.
In a large bowl, whisk together almond flour and powdered sweetener until evenly combined.
Add the egg, lemon juice, and lemon zest and mix until a soft dough forms and the egg is fully incorporated with no egg white streaks remaining.
Use a 1.5 tbsp cookie scoop to scoop the dough and release onto your baking sheet. Take each dough and roll into a round ball. Then flatten each dough ball on the prepared baking sheet until it is a round disk about 1/4 inch thick. Space the cookies about 1 inch apart.
Bake cookies for 10–12 minutes, or until the edges are just golden. The cookies will still feel soft but the top should no longer be wet. Let the cookies fully cool on the baking pan before removing and serving. The cookies will firm up as they cool. If desired, you can also add a lemon glaze before serving. Uneaten cookies can be stored in an airtight container for 1 day at room temperature and longer in the fridge or freezer.",4,"▢ 1 1/2 cups (132 g) superfine blanched almond flour, see note before starting",▢ 1/2 cup (53 g) powdered monkfruit or erythritol,▢ 1 large egg,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-keto-lemon-sugar-cookies/,▢ 1 tbsp (0.5 fl oz/15 ml) lemon juice + 1 tsp lemon zest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient No Bake Healthier Chocolate Cookies,Jennifer Lee,"by Jennifer Lee on May 17, 2025 (updated Aug 15, 2025)",5,1,4 Ingredients or Less,10 minutes,NA,NA,10 minutes,9 cookies,6,"Line a large baking sheet with parchment paper.
Add dates to a large food processor. Pulse until the dates are completely smooth and like a paste. This can take a few minutes and you want to stop your food processor and scrape the sides a few times to help it blend. A few bits of visible date skin is okay but you do want a mostly smooth paste. 
Add the cashew butter to the date paste and blend until the cashew butter is fully incorporated, scraping down the sides of the food processor as needed to help it blend. Your mixture should become thicker once the cashew butter is added.
Add in the cocoa powder and blend until the cocoa powder is fully incorporated. Your mixture should appear crumbly, almost like small cocoa pebbles cereal, but when you pinch it together, it should stick. If it is not sticky and your mixture is too dry, you can add a little bit of water or a little more cashew butter until the mixture is sticky enough to stick together when pressed together.
Use a 1.5 tbsp cookie scoop to scoop and pack the dough. Release onto your palm and roll into a smooth ball. Place ball onto your prepared baking sheet and press down so that it forms a thick round disk, about 1/2 inch thick. Repeat with remaining dough. If desired, you can use the back of a metal spoon to smooth and round the edges of the cookies. If you are planning on decorating the cookies with melted chocolate drizzles, do so at this time.
Place the cookies into the fridge for about 30 minutes to 1 hour to firm up further. The cookies won't change much but they should firm up enough so they are easy to hold. Store any uneaten cookies in an airtight container in the fridge or freezer.",3,▢ 1 cup (128 g) pitted Medjool date halves,"▢ 5 tbsp (80 g) natural cashew butter with no added oils, or natural peanut butter with no added oils",▢ 1/4 cup (24 g) unsweetened Dutch process cocoa powder,Kirbie's Cravings,https://kirbiecravings.com/3-ingredient-no-bake-healthier-chocolate-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient No Bake Banana Oatmeal Cookies,Jennifer Lee,"by Jennifer Lee on May 15, 2025 (updated Aug 15, 2025)",5,1,4 Ingredients or Less,10 minutes,NA,NA,10 minutes,10 cookies,4,"Line a cookie sheet with parchment paper.
Add mashed bananas, cashew butter and maple syrup to a large mixing bowl. Mix with a spatula until evenly combined. Add in the quick oats and mix until evenly combined and the mixture is thick. You want the mixture to be thick and dry enough that if you shape it into a thick disk, it will hold its form. Keep in mind that when the cookies are refrigerated they will dry and firm up slightly more but not that much. If your dough is too sticky or soft, add more oats, 1 tbsp at a time, until the dough is thick enough. You can also taste the dough at this point and make adjustments as needed to suit personal preferences. If adding mix-ins, add them in now.
Using a 1.5 tbsp cookie scoop, scoop cookie dough. Release dough ball onto the prepared cookie sheet. Press down on the dough ball with the palm of your hand until it forms a round disk, about 1/2 inch thick. Repeat with remaining dough. This will be the final shape of your cookie so smooth the edges and reshape as needed. I like to use the back of a metal spoon to round and smooth the edges.
Place cookies into fridge for about one hour to firm up. The cookies will not change much but they will firm up slightly, making them easier to hold and eat. Store uneaten cookies in an airtight container in the fridge or freezer.",4,▢ 1/4 cup (63 g) mashed overripe bananas,▢ 1/4 cup (64 g) unsweetened natural cashew butter (no added oils),▢ 1 tbsp (0.5 fl oz/15 ml) maple syrup,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-no-bake-healthy-banana-oatmeal-cookies/,▢ 1 cup (93 g) quick oats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 Ingredient Lemon Cloud Cookies,Jennifer Lee,"by Jennifer Lee on May 13, 2025 (updated Aug 4, 2025)",5,2,4 Ingredients or Less,5 minutes,13 minutes,NA,18 minutes,11 cookies,4,"Preheat the oven to 350°F (177°C). Line a large baking sheet with parchment paper.
In a large mixing bowl, add almond flour and 1/2 cup sugar. Whisk until evenly combined. Then add in the egg, lemon juice and zest. Whisk until the egg and lemon juice are fully incorporated and no egg streaks remain. You should have a thick wet dough. Add 2 tbsp sugar to a small bowl and set aside.
Use a 1.5 tbsp cookie scoop to scoop the cookie batter and release onto your prepared baking sheet. Take each dough ball and roll between your palms to form smooth balls. Lightly coat each ball in sugar (you can also just coat the tops of the balls if you don't want the whole thing coated). Place the coated balls back onto the prepared baking sheet and press down lightly on each one to form a thick round disk, about 1/2 inch thick. Space the cookies so they have about 1 inch space between each one.
Bake cookies for about 12-15 minutes or until the cookies are done. Mine were done around 13 minutes. When the cookies are done, the edges should be set and they should be puffed up and have a crinkly surface. Let the cookies fully cool on the baking sheet before removing and eating. Store uneaten cookies in an airtight container for 1-2 days at room temperature and longer in the fridge or freezer.",4,"▢ 1 1/2 cups (130g) superfine blanched almond flour, see note for measuring","▢ 1/2 cup (106g) granulated white sugar, plus an additional 2 tbsp for rolling the cookie dough balls",▢ 1 large egg,Kirbie's Cravings,https://kirbiecravings.com/4-ingredient-lemon-cloud-cookies/,▢ 1 tbsp (0.5 fl oz/15 ml) lemon juice + 1 tsp zest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 Ingredient Vanilla Cloud Cookies,Jennifer Lee,"by Jennifer Lee on May 4, 2025",5,1,NA,15 minutes,NA,NA,15 minutes,30 cookies,11,"Preheat the oven to 225°F (107°C). Line a large baking sheet with parchment paper.
Add the egg whites to the bowl of a stand mixer.
Using the wire whisk attachment, beat at medium high speed until the eggs are foamy and soft peaks are starting to form.
With the machine still running, slowly add the sugar, 1 tablespoon at a time, until all of it is added. Do not stop the machine to scrape any sugar that might be on the sides of the bowl. Once all the sugar is added, you can increase mixer speed and continue to beat until mixture is thick, glossy and stiff peaks form. Once the peaks form, you can scrape the sides to get any sugar that stuck to the sides, add it back into the mixture and then beat on high for a few more seconds until that excess sugar is incorporated.
Add in vanilla extract and mix on high speed until it is incorporated and the meringue still has stiff peaks. My meringue softened after adding the vanilla, but beating it at highest speed allowed the meringue to stiffen again. If adding food coloring, add it in now. You will want to mix on high speed for about 30 seconds until the batter is uniform in color. The meringue will be a little softer but still should be medium to stiff peaks
Transfer the meringue to a large piping bag with an open star tip. I used a Wilton 4b tip.
Pipe the meringue into rounds between 1.5 inches and 2 inches wide onto the prepared baking sheet. Try to make the meringues all about the same size. The cookies can be piped pretty close together as they do not spread much. To pipe the shape I made, I piped a circle and then I add another partial layer on top to close up the circle so there is no hole in the middle.
Wet your finger and gently press down on the tops to remove the little points on the cookies.
Put the cookies in the preheated oven and bake cookies for 1 hour. Check on the cookies after 1 hour and if you are able to peel them off the parchment easily, then they are done. When I bake these cookies, they are usually mostly done at the one hour mark but some of them are sometimes not ready if they were a little bigger/thicker/etc. If there are cookies still sticking to the parchment, remove all the cookies that are done and then put the unfinished cookies back in the oven (with the oven off) for an additional 30-60 minutes to allow them to dry/cook further with the residual heat. The cookies are done when you can peel them off the parchment paper.
Cookies should be firm on the outside but should be soft and chewy on the inside. If you cooked them too long and they are fully crisp on the inside, let them sit at room temperature for about 1-3 hours, until the inside is soft but the outside is still firm and not sticky.
Store cookies in an airtight container to prevent them from absorbing too much moisture and turning sticky on the outside. Cookies can be stored at room temperature for about 1-2 days and longer in the fridge or freezer.",3,"▢ 2 large egg whites, room temperature, about 68 grams",▢ 1/2 cup (99 g) superfine caster sugar,▢ 1 tsp (5 ml) vanilla,Kirbie's Cravings,https://kirbiecravings.com/3-ingredient-vanilla-cloud-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
