title,author,up_date,rating,ratingnum,comments,category,course,cuisine,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,source,link,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20
Strawberry Shortcake Cookies,Kate Dean,"May 22, 2025",NA,NA,Leave a comment,Cookies,Dessert,American,15 minutes,12 minutes,NA,27 minutes,12 cookies,12,"Preheat oven to 325 F. Line 2 baking sheets with parchment paper.
In a medium bowl, whisk together flour, baking powder, baking soda, and salt. Set aside.
In the bowl of your stand mixer fitted with the paddle attachment, beat butter, sugar, and brown sugar until fluffy and well-combined, about 2-3 minutes.
Add egg and vanilla, and mix in until combined.
Add flour to the wet ingredients. Stir in just until combined and a cookie dough forms.
Using a medium cookie scoop, scoop cookie dough into balls and place on the prepared baking sheets, leaving 2 inches between the scoops of dough. I recommend placing 6 scoops of cookie dough on each baking sheet.
Use your palm to lightly flatten the cookie to a thick disc.
Press your thumb into the center to create a well.
Spoon 1 teaspoon of strawberry preserves into the well in the dough. Repeat with all cookies.
Bake cookies for 12-18 minutes, or until lightly golden brown. Let cool.
While cookies are cooling, add Oreo cookies and freeze dried strawberries to a food processor, and pulse to create a crumb. You can also add them to a zip top bag and crush them.
When ready to serve, sprinkle strawberry cookie crumbs on top of each cookie.",12,▢ 1 ¾ cups sifted all purpose flour,▢ ½ teaspoon baking powder,▢ ½ teaspoon baking soda,▢ ¼ teaspoon kosher salt or 1/8 teaspoon salt,▢ ½ cup unsalted butter at room temperature,▢ ½ cup granulated sugar,▢ ¼ cup light brown sugar packed,▢ 1 large egg,▢ 1 ½ teaspoons vanilla extract,▢ 12 teaspoons strawberry preserves,▢ 4 golden Oreos cream filling removed,I Heart Eating,https://www.ihearteating.com/strawberry-shortcake-cookies/,▢ ¼ cup freeze dried strawberries,NA,NA,NA,NA,NA,NA,NA,NA
Lemon Cookie Bars,Kate Dean,"March 4, 2025",5,1,2 Comments,Desserts,Dessert,American,20 minutes,15 minutes,NA,35 minutes,20 servings,14,"Preheat oven to 375 degrees F. Grease a 9×13 inch metal baking pan and line with parchment paper for easy removal.
To make the lemon cookie bars, beat butter, sugar, brown sugar, and lemon zest together until fluffy and well combined in a stand mixer with the paddle attachment.
Add egg and egg yolks. Beat until eggs are well incorporated, about 2 to 3 minutes.
Mix in lemon juice and vanilla.
Add flour, baking powder, and salt. Mix in until just combined.
Add cookie batter to the prepared pan in an even layer.
Bake for 15-20 minutes, or until the edges are lightly golden brown.
Let the bars cool in the pan until they reach room temperature.
To prepare the frosting, beat butter until light and fluffy.
Add lemon zest, powdered sugar, and salt. Mix until combined.
Stir in vanilla extract and lemon juice.
Add milk (or heavy cream) until the frosting is spreadable and reaches your desired consistency.
Spread frosting on top of the cooled cookie bars.
Decorate with additional lemon zest and lemon slices.",19,▢ 1 cup salted butter room temperature,▢ 1 ¼ cups granulated sugar,▢ 1/4 cup light brown sugar packed,▢ Zest from 1 lemon about 2 teaspoons,▢ 1 large egg,▢ 2 large egg yolks,▢ 1 tablespoon freshly squeezed lemon juice,▢ 1 teaspoon vanilla extract,▢ 3 cups sifted all purpose flour,▢ 1 teaspoon baking powder,▢ 1/2 teaspoon kosher salt,I Heart Eating,https://www.ihearteating.com/lemon-cookie-bars-recipe/,▢ 1 cup salted butter at room temperature,▢ Zest from 1 lemon about 2 teaspoons,▢ 3 cups powdered sugar,▢ Pinch of kosher salt,▢ 1 teaspoon vanilla extract,▢ 2 teaspoons freshly squeezed lemon juice,▢ 2-3 tablespoons milk or heavy cream,▢ For decorating: Additional lemon zest and lemon slices,NA
Eggless Chocolate Chip Cookies,Kate Dean,"February 6, 2025",NA,NA,2 Comments,Cookies,Dessert,American,10 minutes,10 minutes,NA,20 minutes,24 cookies,8,"Preheat the oven to 350℉. Line two baking sheets with silicone baking mats or parchment paper, and set aside.
In a large mixing bowl, beat the butter, brown sugar, and granulated together on medium-high speed until well-combined, about 3 minutes.
Add the heavy cream and vanilla extract, and mix in until combined.
Stir in the flour, baking soda, baking powder, and salt just until combined. The dough should be thick but soft and workable.
Add the chocolate chips, and stir in to combine.
Scoop the dough with a 1.5 tablespoon cookie scoop and place the dough at least 2 inches apart.
Bake for 10-15 minutes, or until the edges are beginning to turn golden brown and the centers are soft and slightly underbaked.
Let the cookies cool on the baking sheet for 5-10 minutes and then transfer to a cooling rack.",10,▢ ½ cup salted butter at cool room temperature,▢ ¾ cup light brown sugar packed,▢ ¼ cup granulated sugar,▢ 6 tablespoons heavy cream at room temperature,▢ 1-2 teaspoons vanilla extract depending on desired vanilla flavor,▢ 1 ¾ cup all-purpose flour properly measured,▢ ¾ teaspoon baking soda,▢ ¼ teaspoon baking powder,▢ ½ teaspoon kosher salt,▢ 1 cup chocolate chips,NA,I Heart Eating,https://www.ihearteating.com/eggless-chocolate-chip-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peppermint Bark Cookies,Kate Dean,"December 14, 2024",NA,NA,Leave a comment,Cookies,Dessert,American,15 minutes,8 minutes,NA,23 minutes,20 cookies,10,"Preheat the oven to 350 F. Line 2 baking sheets with parchment paper or silicone baking mats.
Microwave the butter in a large, microwave-safe bowl for about 40 seconds. Butter should be about 90% melted.
Whisk the butter until it is completely melted.
Add the sugars; mix until well-combined.
Stir in vanilla and peppermint extracts and egg until incorporated.
Add the flour, cocoa powder, baking soda, and salt. Please read the recipe note about properly measuring flour.
Mix dough until just combined. Dough should be soft and a little sticky but not overly sticky.
Stir in peppermint bark cookie chips.
Scoop out 1.5 tablespoons of dough (medium cookie scoop) and place 2 inches apart on baking sheet.
Bake for 7-10 minutes, or until cookies are set. They will be puffy and still look a little underbaked in the middle.",11,▢ ½ cup butter,▢ ¾ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ ½ teaspoon peppermint extract,▢ 1 large egg,▢ 1 ⅓ cups all-purpose flour,▢ ⅓ cup unsweetened cocoa powder,▢ ½ teaspoon baking soda,▢ ½ teaspoon kosher salt,▢ ¾ cup peppermint bark cookie chips,I Heart Eating,https://www.ihearteating.com/peppermint-bark-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexican Wedding Cookies,Kate Dean,"February 6, 2025",5,1,2 Comments,Cookies,Dessert,Mexican,20 minutes,10 minutes,NA,30 minutes,42 cookies,11,"In a large bowl, cream together butter and powdered sugar until light and fluffy, about 3-5 minutes on medium speed.
Mix in the vanilla until combined.
Add the flour and the salt to the creamed mixture, and stir in until just combined.
Stir in the chopped nuts.
Cover and refrigerate for 1-2 hours.
Preheat oven to 350°F.
Roll dough into 1-inch balls, and place 2 inches apart on baking sheets lined with parchment paper or silicone baking mats.
Bake for 10-13 minutes.
Roll in half additional powdered sugar while still warm.
Cool on wire racks.
Re-roll the cookies in the remaining powdered sugar once they’ve cooled completely.",7,▢ 1 cup salted butter softened,▢ ¾ cup powdered sugar,▢ 2 teaspoons vanilla extract,▢ 2 ¼ cups all-purpose flour,▢ ¼ teaspoon salt,▢ ¾ cup finely chopped toasted pecans cooled,▢ 2- 2 ½ cups additional powdered sugar divided,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/mexican-wedding-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linzer Cookies,Kate Dean,"November 26, 2024",NA,NA,Leave a comment,Cookies,Dessert,Austrian,25 minutes,10 minutes,NA,35 minutes,23 cookies,17,"Preheat oven to 350 degrees F. Prepare two baking sheets by lining them with parchment paper. Set aside.
In the bowl of your stand mixer fitted with the paddle attachment, mix butter and powdered sugar on low for 30 seconds.
Increase to medium speed and beat until light and fluffy, about 3 to 4 minutes.
Add egg, vanilla, and almond extract, and mix in until combined.
Add flour, almond flour, baking powder, and salt. Mix in until just combined. Do not overmix.
Lightly flour a clean surface.
Using a rolling pin, roll out the dough to ⅛-inch thick.
Using 2 ½-inch round cookie cutters, cut dough into circles.
Transfer cut dough onto the prepared baking sheets.
Re-roll the dough and continue cutting circles until all dough has been used.
Using a 1-inch round cookie cutter (or large end of a piping tip), cut a circle out of the center of half the dough rounds to create a window on top of the cookies.
Bake 10-15 minutes, or until lightly golden on the bottom.
Let cookies cool completely.
To fill the cookies, turn the cookies without the hole in the center flat-side up.
Spoon ¾ teaspoon of raspberry jam in the center of each one, spreading it slightly.
Dust extra powdered sugar on top of the cookies with the holes in the center.
Carefully transfer one cookie with the hole at a time on top of the jam-filled cookies until they all create a sandwich with jelly in the middle.",10,▢ 1 cup unsalted butter at room temperature,▢ 1 ⅓ cups powdered sugar plus extra for sprinkling on top,▢ 1 large egg,▢ 2 teaspoons vanilla extract,▢ ¼ teaspoon almond extract,▢ 3 ¼ cups sifted all-purpose flour,▢ ½ cup almond flour,▢ 2 teaspoons baking powder,▢ ½ teaspoon kosher salt,▢ Raspberry jam,NA,I Heart Eating,https://www.ihearteating.com/linzer-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whipped Shortbread Cookies,Kate Dean,"February 6, 2025",5,1,5 Comments,Cookies,Dessert,American,10 minutes,20 minutes,NA,30 minutes,22 cookies,8,"Preheat oven to 300 degrees F. Prepare two baking sheets by lining them with parchment paper. Set aside.
In the bowl of your stand mixer fitted with the paddle attachment, beat butter and powdered sugar on low for about 30 seconds.
Increase the speed to medium and continue to beat until light and fluffy, about 3-4 minutes.
Stir in the flour, cornstarch, salt, and vanilla just until combined.
Roll cookie dough into 1 ½ inch balls and place on the prepared baking sheets, leaving an inch or two between each cookie.
Using a fork, lightly press down on top of each ball of dough to flatten it to about a ½ inch thick.
Sprinkle nonpareils on top of each cookie.
Bake for about 20-22 minutes, or until the bottoms are lightly golden brown.",7,"▢ 1 cup unsalted butter at cool room temperature, about 68F",▢ ½ cup powdered sugar,▢ 1 ½ cups all purpose flour,▢ ½ cup cornstarch,▢ ½ teaspoon kosher salt,▢ 1 teaspoon vanilla extract,▢ Nonpareils for sprinkling over top,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/whipped-shortbread-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nutella Rugelach,Kate Dean,"November 25, 2024",NA,NA,Leave a comment,Cookies,Dessert,American,20 minutes,22 minutes,NA,42 minutes,24 cookies,11,"Beat the butter and cream cheese until smooth in a large mixing bowl.
Add the flour and salt, and mix in until combined.
Divide dough into half.
Wrap each piece in plastic wrap, and refrigerate for 1 hour, or until easy to handle.
Once chilled, roll out each dough portion between 2 sheets of waxed paper into a 12-inch circle. Remove the top sheet of waxed paper.
Spread ⅓ cup Nutella over each circle, leaving about ¼-inch border around the circle.
Cut each into 12 wedges.
Roll up each wedge from the wide end; place pointed side down 2 inches apart on parchment-lined baking sheets. Curve ends to form a crescent shape.
Brush the cookies with egg beaten with water and sprinkle with sugar.
Bake at 350° for 22-30 minutes, or until golden brown.
Remove to wire racks.",7,▢ ½ cup butter softened,▢ 4 ounces cream cheese softened,▢ 1 cup all-purpose flour,▢ ¼ teaspoon salt,▢ ⅔ cup Nutella spread,▢ 1 large egg beaten with 1 tablespoon water,▢ 1 tablespoon coarse or demerara sugar,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/nutella-rugelach/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rugelach,Kate Dean,"November 25, 2024",NA,NA,Leave a comment,Cookies,Dessert,American,20 minutes,22 minutes,NA,42 minutes,24 rugelach,13,"Beat the butter and cream cheese until smooth in a large mixing bowl.
Add the flour and salt, and mix in until combined.
Divide dough into half.
Wrap each portion in plastic wrap, and refrigerate for 1 hour, or until easy to handle.
Once chilled, roll out each dough portion between 2 sheets of waxed paper into a 12-inch circle. Remove the top sheet of waxed paper.
Combine the sugar and cinnamon for the filling. Set aside.
Brush each circle with 1 tablespoon of melted butter.
Sprinkle each with 3 tablespoons of cinnamon sugar and 2 tablespoons of chopped pecans.
Cut each piece into 12 wedges.
Roll up each wedge from the wide end; place pointed side down 2 inches apart on parchment-lined baking sheets. Curve ends to form a crescent shape.
Bake at 350°F for 22-30 minutes, or until golden brown.
Remove to wire racks.
Brush with remaining melted butter, and sprinkle with remaining cinnamon-sugar.",8,▢ ½ cup butter softened,▢ 4 ounces cream cheese softened,▢ 1 cup all-purpose flour,▢ ¼ teaspoon salt,▢ ½ cup granulated sugar,▢ 1 tablespoon ground cinnamon,"▢ ¼ cup butter melted, divided",▢ ¼ cup finely chopped pecans,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/rugelach/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Oatmeal Cookies,Kate Dean,"September 1, 2025",5,1,4 Comments,Cookies,Dessert,American,15 minutes,10 minutes,NA,25 minutes,36 cookies,9,"Preheat oven to 350 degrees F. Line a large baking sheet with parchment paper or a silicone baking mat; set aside.
In a large mixing bowl, whisk together the melted butter and sugars until well-combined.
Place three layers of paper towels on a plate, and place the pumpkin puree in the center of the paper towels. Gently press two more paper towels on top to blot up the excess moisture.
Add the blotted pumpkin, egg yolk, and vanilla to the mixing bowl. Mix in until well combined.
Add flour, baking soda, pumpkin pie spice, and salt, and mix in until just combined. Don’t over mix.
Stir in the oats and chocolate chips.
Use a 1.5 tablespoons (medium) cookie scoop to drop the dough onto the prepared baking sheet, about 2 inches apart on the prepared cookie sheet.
Bake for 10-15 minutes or until cookies are set around the edges but look slightly underbaked and soft in the middle.
Let the cookies cool for 5 minutes on the baking sheet, and then transfer to a wire cooling rack to cool completely.",12,▢ 1 cup butter melted,▢ 1 cup light brown sugar packed,▢ ¾ cup granulated sugar,▢ 1 cup pumpkin puree,▢ 1 large egg yolk,▢ 1 teaspoon pure vanilla extract,▢ 3 cups all-purpose flour properly measured,▢ 1 teaspoon baking soda,▢ 2 teaspoons pumpkin pie spice,▢ ½ teaspoon salt,▢ 2 cups old-fashioned oats,I Heart Eating,https://www.ihearteating.com/pumpkin-oatmeal-cookies/,▢ 1 ¼ cups semisweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA
No Bake Chow Mein Noodle Cookies,Kate Dean,"May 21, 2025",5,1,4 Comments,Cookies,Dessert,American,10 minutes,10 minutes,NA,20 minutes,22 cookies,10,"Line a large baking sheet with parchment paper, a silicone baking mat, or wax paper.
Fill a saucepan about ⅓ full with water and place a heat proof bowl or pan on top (this works as a homemade double boiler, if you have a double boiler, use that instead).
In the top bowl or pan, mix together the butterscotch chips, chocolate chips and creamy peanut butter.
Heat over medium heat until the water in the bottom pan is simmering and the top ingredients start to melt.
Stir well, reduce heat to medium low and continue stirring until the mixture melts into an even mixture, about 5-7 minutes.
Gently fold in the peanuts and chow mein until fully coated.
Remove the pans from the heat.
Using large spoons, scoop out a mound of the mixture and transfer it to the prepared baking sheet or countertop.
Repeat until you’ve formed mounded haystacks out of all the mixture, working quickly so that it doesn’t harden in the pan.
Let it set up at room temperature for 2-3 hours or until completely hardened and then enjoy! If you live in a hot or humid area, you may need to chill the cookies.",5,▢ 1 ¾ cups butterscotch chips,▢ ¾ cup semi-sweet chocolate chips,▢ ¼ cup creamy peanut butter,▢ 1 cup salted roasted peanuts,▢ 5 ounce container La Choy Chow Mein Noodles,NA,NA,NA,NA,NA,NA,I Heart Eating,https://www.ihearteating.com/no-bake-chow-mein-noodle-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blueberry Muffin Cookies,Kate Dean,"May 21, 2025",NA,NA,2 Comments,Cookies,Dessert,American,15 minutes,12 minutes,NA,57 minutes,20 cookies,19,"To make the streusel, cut the butter, flour, brown sugar, and cinnamon together in a small bowl until it forms small clumps.
Chill while you make the cookie dough.
To make the cookie dough, in the bowl of a stand mixer fitted with the paddle attachment, beat together the granulated sugar, brown sugar, butter, and lemon zest on medium speed for 3-4 minutes, or until light and fluffy.
Add the vanilla and egg and mix for 1-2 minutes, or until well combined.
Stir in the flour, baking powder and salt just until combined.
Fold in the blueberries just until incorporated.
Scoop out 2 tablespoons of cookie dough.
Gently press one side of the cookie dough into the streusel mixture.
Place the cookies streusel side up on a baking sheet.
Loosely cover and chill for 30 minutes.
Preheat the oven to 350°F and line two baking sheets with parchment paper or silicone baking mats.
Place the dough balls at least 3 inches apart on the prepared baking sheets.
Bake for 12-17 minutes, or until the edges are set and the streusel is golden brown.
Let the cookies cool on the baking sheet for 5 minutes, and then transfer to a wire rack to finish cooling.
To make the glaze, melt the butter in a medium microwave safe dish.
Whisk in the powdered sugar a little at a time.
Add enough cream to form a glaze that can be drizzled but is still on the thicker side.
Whisk in the vanilla extract.
Lightly drizzle the glaze over the cooled cookies.",18,"▢ 2 tablespoons butter, at room temperature",▢ ⅓ cup sifted all-purpose flour,"▢ 3 tablespoons light brown sugar, packed",▢ ½ teaspoon ground cinnamon,▢ ¾ cup butter at cool room temperature,▢ ¾ cup light brown sugar,▢ ½ cup granulated sugar plus more for rolling,▢ 1 teaspoon freshly grated lemon zest,▢ 1 teaspoon vanilla extract,▢ 1 large egg at room temperature,▢ 2 ½ cups sifted all-purpose flour,I Heart Eating,https://www.ihearteating.com/blueberry-muffin-cookies/,▢ ½ teaspoon baking powder,▢ ¼ teaspoon salt,▢ ½ cup fresh blueberries,▢ 1 tablespoon butter,▢ 1 cup powdered sugar,▢ 1-2 tablespoon(s) heavy cream,▢ ¼ teaspoon vanilla extract,NA,NA
Easy Peanut Butter Cookies,Kate Dean,"January 31, 2026",5,1,4 Comments,Cookies,Dessert,American,15 minutes,8 minutes,NA,23 minutes,30 cookies,10,"Preheat oven to 350F.
Beat the butter, brown sugar, and 1/2 cup granulated sugar together in a large mixing bowl until well-combined, about 2-3 minutes.
Add peanut butter and mix until incorporated.
Mix in egg and vanilla extract until combined.
Add the flour, baking powder, and kosher salt. Mix in just until combined.
Scoop 1.5 tablespoons dough, roll in remaining 1/4 cup sugar.
Place the scoops of dough 2 inches apart on a baking sheet lined with parchment paper or a silicone baking mat.
Flatten cookies with a fork in a criss-cross pattern.
Bake cookies for about 8-10 minutes. The edges should look set and the middles should look soft and slightly underdone.
Let the cookies cool completely on baking sheet.",10,▢ ½ cup butter at room temperature,▢ ½ cup light brown sugar packed,▢ ½ cup granulated sugar,▢ 1 cup peanut butter not natural,▢ 1 teaspoon vanilla extract,▢ 1 large egg,▢ 1 ½ cup all-purpose flour properly measured,▢ ¾ teaspoon baking powder,▢ ½ teaspoon kosher salt,▢ ¼ cup granulated sugar,NA,I Heart Eating,https://www.ihearteating.com/classic-peanut-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmic Brownie Cookies,Kate Dean,"May 15, 2024",5,2,6 Comments,Cookies,Dessert,American,10 minutes,10 minutes,NA,55 minutes,12 cookies,19,"Preheat the oven to 350 F. Line 2 baking sheets with parchment paper or silicone baking mats.
Microwave the butter in a large, microwave-safe bowl for about 40 seconds. Butter should be about 90% melted.
Whisk the butter until it is completely melted.
Add the sugars; mix until well-combined.
Stir in vanilla and egg until incorporated.
Add the flour, cocoa powder, baking soda, and salt. Please read the recipe note about properly measuring flour.
Mix dough until just combined. Dough should be soft and a little sticky but not overly sticky.
Scoop out 2 tablespoons of dough, roll into a ball, and place 3 inches apart on baking sheet. Slightly flatten the dough.
Bake for about 10 minutes, or until cookies are set. They will be puffy and still look a little underbaked in the middle.
Place the chocolate chips in a heat-proof bowl.
Heat the cream over low heat until just simmering. Do not boil.
Remove cream from heat and pour over chocolate chips.
Place a piece of aluminum foil over the bowl and seal.
Let the cream/chocolate chips sit for 5 minutes without stirring.
Remove the foil.
Stir until the chocolate chips have melted and mixture is smooth and well-combined.
Let the ganache sit, uncovered, for 20-30 minutes, stirring occasionally, to set up before using.
Spread the ganache over the cooled cookies.
Sprinkle with rainbow coated chocolate bits.",12,▢ ½ cup butter,▢ ¾ cup brown sugar packed,▢ ¼ cup granulated sugar,▢ 1 teaspoon vanilla extract,▢ 1 large egg,▢ 1 ⅓ cups all-purpose flour,▢ ⅓ cup unsweetened cocoa powder,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,▢ 4 ounces good-quality semisweet chocolate chips,▢ ¼ cup heavy cream,I Heart Eating,https://www.ihearteating.com/cosmic-brownie-cookies/,▢ 3-4 tablespoons rainbow candy coated chocolate bits,NA,NA,NA,NA,NA,NA,NA,NA
Copycat Chick-fil-A Chocolate Chunk Cookies,Kate Dean,"May 9, 2024",5,2,5 Comments,Cookies,Dessert,American,10 minutes,12 minutes,NA,22 minutes,16 cookies,10,"With a hand mixer or stand mixer, beat the butter, shortening, brown sugar, and granulated sugar in a large bowl until well-combined.
Mix in the eggs, molasses, and vanilla extract until combined.
Stir in the flour, oats, baking soda, and salt just until combined. Don't overmix.
Mix in the chocolate chunks.
Cover the bowl, and chill the cookie dough in the fridge for 1 hour.
Preheat the oven to 350F, and line a baking sheet with parchment paper. Set aside.
Using a large cookie scoop (3 tablespoons), scoop out 16 balls of cookie dough.
Place the dough at least 3 inches apart on the prepared baking sheet.
Bake in the preheated oven for about 12-14 minutes, or until the cookies are done. The cookies should look soft and slightly underdone in the middle, but the edges should be set.
Let the cookies cool down on the baking sheet for 10 minutes before transferring to a cooling rack.",13,▢ ½ cup shortening,▢ ½ cup salted butter softened,▢ 1 ¼ cups light brown sugar packed,▢ ⅓ cup granulated sugar,▢ 2 tablespoons molasses,▢ 2 large eggs,▢ 2 teaspoons vanilla extract,▢ 3 cups all-purpose flour properly measured,▢ ¾ cup old-fashioned oats,▢ 1 teaspoon baking soda,▢ 1 teaspoon salt,I Heart Eating,https://www.ihearteating.com/copycat-chick-fil-a-chocolate-chunk-cookies/,▢ ¾ cup semi sweet chocolate chunks,▢ ¾ cup milk chocolate chunks,NA,NA,NA,NA,NA,NA,NA
Brookie Recipe,Kate Dean,"May 4, 2024",4.93,14,44 Comments,Cookies,Dessert,American,30 minutes,30 minutes,NA,30 minutes,36 cookies,20,"Melt chocolate and butter in a heavy saucepan over low heat, stirring constantly until melted and well-combined.
Remove from heat, and set aside.
In the bowl of a stand mixer, beat the eggs, sugars, vanilla, baking powder, and salt on high speed 5 minutes, or until the batter is thick and creamy.
Reduce the speed to low, and mix in the melted chocolate until well-combined.
Stir in flour and cocoa powder just until combined.
Add chocolate chips. Stir in to combine.
Cover the batter, and chill while you prepare the chocolate chip cookie dough.
Melt butter in a heavy saucepan.
Add brown sugar to a large bowl.
Pour melted butter over sugar. Stir to combine butter and sugar. Let stand 5 minutes.
Add egg and egg yolk; stir to combine.
Stir in vanilla extract.
Add flour, baking soda, and salt. Stir until just combined.
Stir in chocolate chips.
Cover, and chill for 30 minutes.
Preheat oven to 350 F. Line 2 large baking sheets with parchment or silicone baking mats. 
Using a 1.5 tablespoon cookie scoop (medium), scoop up chocolate chip cookie dough. Repeat with separate scoop for brownie cookie dough (or clean scoop in between). 
Press the two doughs together, sealing the seam in the middle. 
Repeat with remaining dough.
Bake 9-12 minutes, or until done. ",20,▢ 12 ounces bittersweet chocolate chips 60-70% cacao,▢ ½ cup butter,▢ 3 large eggs,▢ 1 cup granulated sugar,▢ ¼ cup brown sugar packed,▢ 1 tablespoon vanilla extract,▢ ½ teaspoon baking powder,▢ ¾ cup all-purpose flour,▢ ¼ cup unsweetened cocoa powder not Dutch-processed,▢ ½ teaspoon salt,▢ ½ cup mini semisweet chocolate chips,I Heart Eating,https://www.ihearteating.com/brookie-recipe/,▢ 1 cup butter,▢ 1 ½ cups brown sugar packed,▢ 1 large egg,▢ 1 large egg yolk,▢ 1 tablespoon vanilla extract,▢ 2 ½ cups all-purpose flour please see the note below about measuring the flour,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ 10 ounce package semisweet chocolate chips
German Chocolate Cookies,Kate Dean,"April 10, 2024",4.96,66,172 Comments,Cookies,Dessert,American,15 minutes,13 minutes,NA,28 minutes,36 cookies,10,"Preheat oven to 375 F. Line baking sheets with parchment paper or silicone baking mat.
Stir brown sugar into melted butter in a large mixing bowl.
Let stand 5 minutes.
Add egg and egg yolk; stir to combine.
Stir in vanilla extract.
Add flour, cocoa powder, baking soda, and salt. Stir until just combined.
Stir in coconut, pecans, and chocolate chunks.
Using a medium cookie scoop (1.5 tablespoon), drop scoops of dough 2 inches apart on prepared cookie sheet.
Bake for about 8-12 minutes, or until the edges of the cookies are set.
Let cool on cookie sheet for 5 minutes. Remove to wire rack to finish cooling.",12,▢ 1 cup butter melted,▢ 1 ½ cups brown sugar packed,▢ 1 large egg,▢ 1 egg yolk,▢ 1 tablespoon vanilla extract,▢ 2 ½ cups all-purpose flour,▢ ⅓ cup unsweetened cocoa powder,▢ 1 teaspoon baking soda,▢ ¾ teaspoon kosher salt,▢ ¾ cup sweetened shredded coconut,▢ ½ cup chopped pecans,I Heart Eating,https://www.ihearteating.com/german-chocolate-cookies/,▢ 2 ounces semisweet or German chocolate chopped,NA,NA,NA,NA,NA,NA,NA,NA
