title,author,dateinfo,rating,ratingnum,genre,cuisine,keyword,preptime,cooktime,customtime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23,ingredient24,ingredient25,ingredient26,ingredient27,ingredient28
Mom’s Famous Snickerdoodle Cookies Recipe,Becky Hardin,"Published Dec 15, 2019",4.82,16,Desserts,NA,NA,20 minutes,12 minutes,NA,32 minutes,24 cookies,9,"Preheat oven to 375°F and line 3 baking sheets with parchment.
In a large bowl, whisk the flour, cream of tartar, baking soda, and salt together; set aside.
2¾ cups Bob's Red Mill Organic All-Purpose Flour, 2 teaspoons cream of tartar, 1 teaspoon Baking Soda, ½ teaspoon kosher salt
In the bowl of a stand mixer fitted with the paddle attachment, cream the shortening and butter together for 30 seconds. Add 1½ cups sugar and beat until lighter in color and fluffy, about 3 minutes.
½ cup vegetable shortening, ½ cup unsalted butter, 2½ cups granulated sugar
Beat in eggs, one at a time, just until incorporated.
2 large eggs
Add the flour mixture (all at once) to the creamed butter mixture and mix on low just until no flour is visible. Do not over work the dough or the cookies will be tough.
Set up a “work station” near the baking sheets with a bowl of cinnamon and the remaining 1 cup sugar and a bowl of iced water. Set a folded paper towel next to the water bowl.
¼ cup ground cinnamon, 2 cups iced water
Gently roll 2 tablespoons dough into a ball, dip the dough into the iced water and briefly place it on the paper towel (to absorb excess water). Roll the cookie dough ball in the cinnamon/sugar and set it on a baking sheet. Repeat with all the dough, spacing the balls 2-inches apart. There should be 8 cookies per sheet.
Bake the cookies, on the middle rack at 375°F for 10-12 minutes (rotating after 6 minutes). The cookies are done when the edges are just set and barely browning, and the centers are soft, cracked, and will look slightly undercooked.
Cool the cookies 5-8 minutes on the baking sheet then transfer to a cooling rack.",10,▢ 2¾ cups Bob's Red Mill Organic All-Purpose Flour 374 grams,▢ 2 teaspoons cream of tartar 7 grams,▢ 1 teaspoon Baking Soda 6 grams,▢ ½ teaspoon kosher salt,▢ ½ cup vegetable shortening 92 grams (½ stick),Cookie Rookie,https://www.thecookierookie.com/best-snickerdoodle-recipe/,"▢ ½ cup unsalted butter 113 grams, room temperature (1 stick)","▢ 2½ cups granulated sugar 500 grams, divided",▢ 2 large eggs 100 grams,▢ ¼ cup ground cinnamon 36 grams,▢ 2 cups iced water 454 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Gooey Butter Cookies – Chocolate Cake Mix Cookies,Becky Hardin,"Published Dec 3, 2017",4.68,61,Desserts,NA,NA,10 minutes,12 minutes,Chill Time: 1 hour hr,22 minutes,24 cookies,10,"In the bowl of a stand mixer fitted with the paddle attachment, beat the cream cheese and butter until smooth, approximately 3 minutes.
8 ounces cream cheese, 8 tablespoons unsalted butter
Mix in the egg and vanilla extract.
1 large egg, 1 teaspoon pure vanilla extract
Add the salt and cake mix and beat on medium until smooth, about 1½ minutes.
15.25 ounces Dark Chocolate Fudge Moist Chocolate Cake Mix, ¼ teaspoon kosher salt
Refrigerate the dough for 1-2 hours, or until batter is firm enough to roll into balls.
When ready to bake, preheat oven to 350°F and line a baking sheet with parchment paper. Place the powdered sugar in a shallow bowl.
1 cup powdered sugar
Roll the chilled dough into 1-tablespoon-sized balls and roll the balls in the powdered sugar. Place the cookies 2-inches apart on the prepared baking sheet.
Once the oven has fully preheated, bake the cookies for 12 minutes (no longer). The cookies will look and feel a little wobbly and soft.
Place tray on a cooling rack to cool for 2 minutes, and dust the cookies with more powdered sugar (I use a mesh sieve).
Transfer individual cookies to the cooling rack to completely cool.
Dust with more powdered sugar, if desired.",7,"▢ 8 ounces cream cheese 227 grams, room temperature (1 brick)","▢ 8 tablespoons unsalted butter 113 grams, room temperature (1 stick)","▢ 1 large egg 50 grams, room temperature",▢ 1 teaspoon pure vanilla extract 4 grams,▢ ¼ teaspoon kosher salt,Cookie Rookie,https://www.thecookierookie.com/chocolate-gooey-butter-cake-cookies/,▢ 15.25 ounces Dark Chocolate Fudge Moist Chocolate Cake Mix 432 grams (1 box),▢ 1 cup powdered sugar 113 grams (SEE NOTE),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loaded Salted Caramel Soft Batch Cookies,Becky Hardin,"Published Mar 15, 2016",4.67,9,Desserts,NA,NA,15 minutes,11 minutes,NA,26 minutes,12 cookies,10,"Preheat oven to 350°F and line a baking sheet with Reynolds Parchment Paper. Set aside.
In the bowl of a stand mixer fitted with the paddle attachment, cream the butter and both types of sugar together until light and fluffy, about 2 minutes.
1 cup unsalted butter, 1 cup granulated sugar, ½ cup dark brown sugar
Add in the vanilla and then incorporate the eggs, one at a time, until fully mixed.
2 teaspoons pure vanilla extract, 2 large eggs
Beat in the flour, one cup at a time, and then beat in the remaining dry ingredients.
3 cups all-purpose flour, 1 teaspoon baking soda, ¾ teaspoon kosher salt
With the mixer on low, mix in the chocolate chips and chopped Rolos (or caramels).
1 cup milk chocolate chips, 1 cup Rolo candy
Use a cookie scoop to make tablespoon-sized cookies with the dough. I scooped out a cookie, then used my hands to roll it into a ball. This helps with consistency. Place the cookies on the parchment lined baking sheet, about 2 inches apart. I was able to fit 12 on a large baking sheet.
If you want the cookies to be extra pretty, add a couple of chocolate chips and Rolo pieces to the top of each cookie. Little blogger trick to make the cookies come out as pretty as possible!
Sprinkle each cookie with a few sea salt flakes.
1 tablespoon sea salt flakes
Bake for 10-11 minutes or until baked through. The key to keeping them soft is to not over bake them. It’s okay if they’re not browned; they will also flatten some as they cool.
Allow to cool and then serve.",11,"▢ 1 cup unsalted butter 226 grams, room temperature (2 sticks)",▢ 1 cup granulated sugar 200 grams,▢ ½ cup dark brown sugar 107 grams,▢ 2 teaspoons pure vanilla extract 8 grams,"▢ 2 large eggs 100 grams, room temperature",Cookie Rookie,https://www.thecookierookie.com/salted-caramel-soft-batch-cookies/,▢ 3 cups all-purpose flour 360 grams,▢ 1 teaspoon baking soda 4 grams,▢ ¾ teaspoon kosher salt,▢ 1 cup milk chocolate chips 170 grams,"▢ 1 cup Rolo candy 280 grams, roughly chopped",▢ 1 tablespoon sea salt flakes 8 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salted Caramel Brownie Cookies,Becky Hardin,"Published Jan 12, 2022",4.53,53,Desserts,NA,NA,10 minutes,12 minutes,Chill Time: 30 minutes mins,52 minutes,24 cookies,8,"In a large bowl, stir the dry brownie mix, eggs, and melted butter together. Tightly cover the cookie dough with plastic wrap. Place the bowl of cookie dough into the refrigerator and chill for 30 minutes.
18 ounces brownie mix, 2 large eggs, ¼ cup unsalted butter
While the cookie dough chills, cut the caramel squares in half.
12 soft caramel squares
Preheat oven to 350°F. Line a baking sheet with parchment paper. Set aside.
Scoop a heaping tablespoon worth of chilled cookie dough, stuff a piece of caramel into the middle of the cookie, and cover the caramel with the cookie dough. Repeat for all 24 cookies.
Place the cookie dough balls onto the baking sheet, leaving about 2 inches between each cookie.
Bake for 11-12 minutes, until the edges are set.
Sprinkle the cookies with salt immediately after baking.
Coarse sea salt
Allow the cookies to cool on the baking sheet for 5 minutes, then transfer to a cooling rack. Serve and enjoy!",5,"▢ 18 ounces brownie mix 510 grams, dry mix only (1 standard box), Ghirardelli recommended",▢ 2 large eggs 100 grams,"▢ ¼ cup unsalted butter 57 grams, melted (½ stick)",▢ 12 soft caramel squares 122 grams,"▢ Coarse sea salt for topping, to taste",Cookie Rookie,https://www.thecookierookie.com/salted-caramel-brownie-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft Sugar Cookies Recipe,Becky Hardin,"Published Aug 19, 2020",4.59,17,Desserts,NA,NA,15 minutes,10 minutes,NA,25 minutes,26 cookies,11,"Preheat oven to 375°F. Line a baking sheet with parchment paper. Set aside.
Whisk the flour, baking soda, and baking powder together in a bowl. Set aside.
2¼ cups all-purpose flour, 1 teaspoon baking soda, ½ teaspoon baking powder
Using a hand mixer, cream the butter, ½ cup granulated sugar, and brown sugar together on medium speed until light and fluffy.
¾ cup salted butter, ¾ cup granulated sugar, ½ cup brown sugar
Add the egg, lemon zest, and vanilla extract. Mix until well incorporated.
1 large egg, ¼ teaspoon lemon zest, 1 teaspoon pure vanilla extract
Continue to mix as you slowly add the dry ingredients until a dough forms. The dough should be thick but not sticky.
Add about ¼ cup of granulated sugar to a shallow bowl.
Scoop up the dough and roll the cookie dough into 2-inch balls.
Lightly roll each ball of dough in the ¼ cup granulated sugar and place onto the prepared baking sheet.
Bake for 8-10 minutes, or until the cookies just start to turn golden brown at the edges. The center of each cookie will look soft with cracks formed on the top.
Let the cookies cool for 5 minutes before transferring to a cooling rack.
When cooled, frost cookie and add on sprinkles, optional.
Pre-prepared frosting, Sprinkles",11,▢ 2¼ cups all-purpose flour 270 grams,▢ 1 teaspoon baking soda 6 grams,▢ ½ teaspoon baking powder 2 grams,"▢ ¾ cup salted butter 170 grams, room temperature (1½ sticks)","▢ ¾ cup granulated sugar 150 grams, divided",Cookie Rookie,https://www.thecookierookie.com/soft-sugar-cookies-recipe/,▢ ½ cup brown sugar 107 grams,"▢ 1 large egg 50 grams, room temperature",▢ ¼ teaspoon lemon zest,▢ 1 teaspoon pure vanilla extract 4 grams,▢ Pre-prepared frosting optional,▢ Sprinkles optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Cake,Krista Teigen,NA,NA,NA,Desserts,NA,NA,30 minutes,20 minutes,NA,50 minutes,NA,11,"Preheat the oven to 350℉.
In a large bowl, cream the butter and sugars with an electric mixer. Beat in the eggs and vanilla extract until incorporated.
¾ cup butter, ½ cup granulated sugar, ½ cup brown sugar, 2 eggs, 1½ teaspoons pure vanilla extract
In a separate bowl, whisk together the flour, baking soda, and salt. Add the flour mixture to the wet ingredients, little by little, beating lightly after each addition. Stir the chocolate chips into the batter.
2½ cups all-purpose flour, 1 teaspoon baking soda, ½ teaspoon salt, 1¼ cups chocolate chips
Press the dough into a 9-inch round cake pan.
Bake for 15-20 minutes until the edges are golden brown.
Let the cookie cake cool.
For the frosting, beat the butter and 1 cup powdered sugar in a large bowl.
¼ cup butter, 2 cups powdered sugar
Add in the cocoa powder, vanilla extract and whole milk. Then, beat until smooth.
⅓ cup unsweetened cocoa powder, 1 teaspoon pure vanilla extract, 2 tablespoons milk
Add in the remaining powdered sugar, ½ cup at a time, beating until smooth after each addition. Beat in another tablespoon or 2 of milk if needed.
Add the frosting to the cake by piping designs onto the cake, or simply spreading it over the top.
Top the frosting with colorful sprinkles.
colored sprinkles",15,▢ ¾ cup butter softened,▢ ½ cup granulated sugar,▢ ½ cup brown sugar,▢ 2 eggs,▢ 1½ teaspoons pure vanilla extract,Cookie Rookie,https://www.thecookierookie.com/cookie-cake/,▢ 2½ cups all-purpose flour,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ 1¼ cups chocolate chips,▢ ¼ cup butter softened,▢ 2 cups powdered sugar divided,▢ ⅓ cup unsweetened cocoa powder,▢ 1 teaspoon pure vanilla extract,▢ 2 tablespoons milk,▢ colored sprinkles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Cutout Cookies,Krista Teigen,"Published Dec 4, 2024",5,1,Desserts,NA,NA,45 minutes,10 minutes,Chill Time: 2 hours hrs,55 minutes,42 cookies,10,"Cream the butter and sugar together in a stand mixer. Add in the eggs, vanilla extract, and almond extract and mix to combine.
1 cup unsalted butter, 1 cup granulated sugar, 2 large eggs, 1½ teaspoons pure vanilla extract, ¼ teaspoon almond extract
Add the flour, baking powder, and salt to the wet ingredients, mixing until incorporated.
3¼ cups all-purpose flour, 1 teaspoon baking powder, 1 teaspoon kosher salt
Gather the dough into a round ball, wrap in plastic wrap, and refrigerate for at least 2 hours.
When ready to bake, preheat the oven to 350°F. Line a baking sheet with parchment paper and set aside.
Roll out the dough to ¼-inch thickness on a floured surface.
Use your favorite cookie cutters to cut out shapes from the dough. Transfer to the prepared baking sheet.
Bake the cookies for 8-10 minutes, or until lightly browned on the edges. Let the cookies cool.
To make the icing, use a stand or hand mixer to combine the powdered sugar, milk, corn syrup, and vanilla extract.
3 cups powdered sugar, 2 tablespoons milk, 2 tablespoons light corn syrup, ½ teaspoon pure vanilla extract
If coloring the frosting, divide the icing into separate bowls and stir in a few drops of food coloring until your desired shade is reached.
Gel food coloring
Use a piping bag and tip or a regular sealable plastic bag with the corner cut off to pipe the icing onto the cookies. Top right away with sprinkles. The icing will harden in about 2 hours.
Sprinkles",14,"▢ 1 cup unsalted butter 226 grams, room temperature (2 sticks)",▢ 1 cup granulated sugar 200 grams,"▢ 2 large eggs 100 grams, room temperature",▢ 1½ teaspoons pure vanilla extract 6 grams,"▢ ¼ teaspoon almond extract 1 gram, optional",Cookie Rookie,https://www.thecookierookie.com/christmas-cutout-cookies/,▢ 3¼ cups all-purpose flour 390 grams,▢ 1 teaspoon baking powder 4 grams,▢ 1 teaspoon kosher salt 3 grams,▢ 3 cups powdered sugar 339 grams,▢ 2 tablespoons milk 28 grams,▢ 2 tablespoons light corn syrup 39 grams,▢ ½ teaspoon pure vanilla extract 2 grams,▢ Gel food coloring optional,▢ Sprinkles optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pecan Pie Cookies,Krista Teigen,NA,5,1,Desserts,NA,NA,20 minutes,10 minutes,NA,30 minutes,20 cookies,12,"Preheat the oven to 350°F.
In a large bowl, using a hand mixer, cream the butter and sugars together.
¾ cup unsalted butter, ½ cup brown sugar, ¼ cup granulated sugar
Beat in the egg and vanilla extract until incorporated.
1 large egg, 1 teaspoon pure vanilla extract
In a separate bowl whisk together, the flour, baking powder, and salt.
2 cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon kosher salt
Add the flour mixture to the wet ingredients, little by little, beating lightly after each addition.
Use a cookie scoop, to drop balls of dough, about 2 tablespoons in size, on a large baking sheet. Roll into balls.
Use the back of a measuring spoon to make an indent in each ball.
In a saucepan, melt the butter. Then, stir in the brown sugar and pecans until the sugar is incorporated.
6 tablespoons unsalted butter, ¾ cup brown sugar, 1½ cups chopped pecans
Stir in the heavy cream, vanilla extract, cinnamon, nutmeg, and salt.
⅓ cup heavy cream, ½ teaspoon pure vanilla extract, ½ teaspoon ground cinnamon, ⅛ teaspoon ground nutmeg, ⅛ teaspoon kosher salt
Spoon the filling into the middle of each cookie.
Bake for 9-10 minutes.
Let the cookies cool for few minutes on the baking sheet. Then transfer to a cooling rack to cool completely.",16,"▢ ¾ cup unsalted butter 170 grams, room temperature (1½ sticks)",▢ ½ cup brown sugar 107 grams,▢ ¼ cup granulated sugar 50 grams,"▢ 1 large egg 50 grams, room temperature",▢ 1 teaspoon pure vanilla extract 4 grams,Cookie Rookie,https://www.thecookierookie.com/pecan-pie-cookies/,▢ 2 cups all-purpose flour 240 grams,▢ 1 teaspoon baking powder 4 grams,▢ ½ teaspoon kosher salt,▢ 6 tablespoons unsalted butter 85 grams (¾ stick),▢ ¾ cup brown sugar 160 grams,▢ 1½ cups chopped pecans 171 grams,▢ ⅓ cup heavy cream 76 grams,▢ ½ teaspoon pure vanilla extract 2 grams,▢ ½ teaspoon ground cinnamon,▢ ⅛ teaspoon ground nutmeg,▢ ⅛ teaspoon kosher salt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Cookie Bars,Krista Teigen,"Published Oct 29, 2024",NA,NA,Desserts,NA,NA,15 minutes,30 minutes,NA,45 minutes,16 bars,9,"Preheat the oven to 350°F. Grease a 9×13-inch baking pan and set aside.
In a large bowl, cream the butter and sugars using a hand mixer.
1 cup unsalted butter, 1 cup brown sugar, ¾ cup granulated sugar
Beat in the pumpkin puree, egg, and vanilla extract until incorporated.
1¼ cups pumpkin puree, 1 large egg, 2 teaspoons pure vanilla extract
In a separate bowl, whisk together the flour, pumpkin pie spice, baking soda, and salt.
2½ cups all-purpose flour, 1 tablespoon pumpkin pie spice, 1 teaspoon baking soda, ½ teaspoon kosher salt
Add the flour mixture to the wet ingredients, and beat lightly until just combined.
Fold in the chocolate chips.
1 cup semisweet chocolate chips
Pour the batter into the prepared baking pan.
Bake for 25-30 minutes until a toothpick comes out clean.
Let the bars cool before slicing.",11,"▢ 1 cup unsalted butter 226 grams, melted (2 sticks)",▢ 1 cup brown sugar 213 grams,▢ ¾ cup granulated sugar 150 grams,▢ 1¼ cups pumpkin puree 284 grams — NOT pumpkin pie filling!,▢ 1 large egg 50 grams,Cookie Rookie,https://www.thecookierookie.com/pumpkin-cookie-bars/,▢ 2 teaspoons pure vanilla extract 8 grams,▢ 2½ cups all-purpose flour 300 grams,▢ 1 tablespoon pumpkin pie spice 9 grams,▢ 1 teaspoon baking soda 6 grams,▢ ½ teaspoon kosher salt,▢ 1 cup semisweet chocolate chips 170 grams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apple Cider Cookies,Laurel Perry,"Published Sep 9, 2024",5,2,Desserts,NA,NA,15 minutes,30 minutes,Chill Time: 1 hour hr,45 minutes,20 cookies,11,"In a small saucepan, combine the apple cider, cinnamon stick, clove, and orange zest. Bring to a boil and reduce to a simmer. After 5 minutes remove the cinnamon stick, clove, and orange zest. Continue simmering until the apple cider has reduced to ¼ cup, about 10-15 more minutes. Set aside to cool completely.
2 cups apple cider, 1 cinnamon stick, 1 whole clove, 1 (1-inch) strip orange peel
In a large bowl, whisk together the flour, cinnamon, allspice, nutmeg, baking soda, and salt. Set aside.
2 cups all-purpose flour, 1 teaspoon ground cinnamon, ¼ teaspoon ground allspice, ¼ teaspoon ground nutmeg, ½ teaspoon baking soda, ½ teaspoon kosher salt
In the bowl of a stand mixer fitted with the paddle attachment, cream together the butter and both sugars until light and fluffy, about 5 minutes. Scrape down the sides of the bowl as needed.
½ cup unsalted butter, ½ cup light brown sugar, ¼ cup granulated sugar
Mix in the egg, vanilla extract, and ¼ cup reduced apple cider. Scrape down the sides as needed.
1 large egg, 1 teaspoon pure vanilla extract
Add in the flour and mix on low until combined.
Cover and refrigerate the dough for 1 hour.
Preheat the oven to 350°F. Line a sheet pan with parchment paper.
Using a cookie scoop, scoop and roll the cookies into balls. Arrange on the baking sheet leaving 2 inches of room around each cookie.
Bake for 9-11 minutes or until the edges are set. Remove from the oven and cool for 5 minutes on the sheet pan. Transfer the cookies to a wire rack to cool completely.
Once the cookies are cooled, whisk together the icing ingredients. Add more apple cider as needed to achieve your desired consistency.
½ cup powdered sugar, 1 tablespoon apple cider, Pinch ground cinnamon
Drizzle the icing over the cookies and let sit for 30 minutes to set up. Serve.",18,▢ 2 cups apple cider 454 grams,▢ 1 cinnamon stick optional,▢ 1 whole clove optional,▢ 1 (1-inch) strip orange peel optional,▢ 2 cups all-purpose flour 240 grams,Cookie Rookie,https://www.thecookierookie.com/apple-cider-cookies/,▢ 1 teaspoon ground cinnamon 3 grams,▢ ¼ teaspoon ground allspice,▢ ¼ teaspoon ground nutmeg,▢ ½ teaspoon baking soda 3 grams,▢ ½ teaspoon kosher salt,"▢ ½ cup unsalted butter 113 grams, room temperature (1 stick)",▢ ½ cup light brown sugar 100 grams,▢ ¼ cup granulated sugar 50 grams,"▢ 1 large egg 50 grams, room temperature",▢ 1 teaspoon pure vanilla extract 4 grams,▢ ½ cup powdered sugar 57 grams,"▢ 1 tablespoon apple cider 14 grams, more as needed",▢ Pinch ground cinnamon optional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swig Cookies (Pink Sugar Cookies),Laurel Perry,"Published May 22, 2024",5,2,Desserts,NA,NA,NA,10 minutes,NA,10 minutes,24 cookies,13,"Preheat oven to 350°F. Line 2 baking sheets with parchment paper. Set aside.
In a large bowl, whisk the flour, baking soda, cream of tartar, and salt together.
5½ cups all-purpose flour, ½ teaspoon baking soda, ½ teaspoon cream of tartar, 1 teaspoon kosher salt
In the bowl of a stand mixer fitted with the paddle attachment, cream the butter, oil, 1¼ cup granulated sugar, and powdered sugar until combined, scraping down the bowl as needed.
1 cup unsalted butter, ¾ cup vegetable oil, 1¾ cups granulated sugar, ¾ cup powdered sugar
Add in the milk and eggs. Mix until combined, again scraping down the bowl.
2 tablespoons milk, 2 large eggs
Add in the flour and mix on medium-low until just combined.
Add the remaining ½ cup sugar to a small bowl.
1¾ cups granulated sugar
Using a large cookie scoop, scoop and roll cookies that are about 3 tablespoons of dough. Roll the cookies in the sugar and line them up on the sheet pan about 3 inches apart.
Spray the bottom of a glass with nonstick spray. Press down on each cookie until they are about ½ inch thick. The edges will crack – that is what we are going for!
Bake for 8-10 minutes until the edges are set. The center of the cookie will not be fully baked – that is okay. Let the cookies cool on the cookie sheet for 5 minutes. Transfer them to a wire rack to cool completely.
While the cookies are cooling, make the frosting. In the bowl of a stand mixer fitted with the whisk attachment, beat the butter and sour cream until smooth and creamy, scraping the bowl as needed.
½ cup unsalted butter, 2 tablespoons sour cream
Add in the powdered sugar and salt, mixing until combined.
4 cups powdered sugar, 1 teaspoon kosher salt
Add in the milk and vanilla and mix again. Add pink or red food coloring until your desired color is achieved. These cookies are usually a pale pink.
1 teaspoon pure vanilla extract, 3-4 tablespoons milk, Pink food coloring
Frost cooled cookies with an offset spatula or butter knife. Serve and enjoy!",17,▢ 5½ cups all-purpose flour 660 grams,▢ ½ teaspoon baking soda 3 grams,▢ ½ teaspoon cream of tartar 2 grams,▢ 1 teaspoon kosher salt 3 grams,"▢ 1 cup unsalted butter 226 grams, softened (2 sticks)",Cookie Rookie,https://www.thecookierookie.com/swig-sugar-cookies/,▢ ¾ cup vegetable oil 150 grams,"▢ 1¾ cups granulated sugar 350 grams, divided",▢ ¾ cup powdered sugar 85 grams,▢ 2 tablespoons milk 28 grams,▢ 2 large eggs 100 grams,"▢ ½ cup unsalted butter 113 grams, room temperature (1 stick)","▢ 2 tablespoons sour cream 28 grams, room temperature",▢ 4 cups powdered sugar 452 grams,▢ 1 teaspoon kosher salt 3 grams,▢ 1 teaspoon pure vanilla extract 4 grams,▢ 3-4 tablespoons milk 43-57 grams (as needed),▢ Pink food coloring (red also works),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hermit Cookies,Krista Teigen,NA,5,2,Desserts,NA,NA,15 minutes,20 minutes,NA,35 minutes,24 cookies,10,"Preheat oven to 350°F.
Use a hand mixer to cream the butter, sugar, and molasses together.
½ cup unsalted butter, 1 cup granulated sugar, ⅓ cup unsulphured molasses
Beat in the eggs and vanilla extract.
2 large eggs, 1 tsp pure vanilla extract
In a separate bowl, whisk the flour, baking powder, salt, cinnamon, nutmeg, and cloves together.
2½ cups all-purpose flour, 1 tsp baking powder, ½ tsp kosher salt, ½ tsp ground cinnamon, ¼ tsp ground nutmeg, ⅛ tsp ground cloves
Add the wet ingredients to the dry ingredients as you beat the mixture on low.
Mix in the raisins.
1 cup raisins
Divide the dough into 2 sections (about 494 grams each), and form each section into a log about 12 inches long.
Place the logs lengthwise on a large baking sheet. Then, flatten the logs to about ¾-inch thickness.
Bake for 18-20 minutes, or until the logs are puffed up and have slight cracks in the middle.
Let cool before slicing into rectangles on the diagonal.",13,"▢ ½ cup unsalted butter 113g, room temperature (1 stick)",▢ 1 cup granulated sugar 200g,▢ ⅓ cup unsulphured molasses 113g,"▢ 2 large eggs 100g, room temperature",▢ 1 tsp pure vanilla extract 4g,Cookie Rookie,https://www.thecookierookie.com/hermit-cookies/,▢ 2½ cups all-purpose flour 300g,▢ 1 tsp baking powder 4g,▢ ½ tsp kosher salt,▢ ½ tsp ground cinnamon,▢ ¼ tsp ground nutmeg,▢ ⅛ tsp ground cloves,▢ 1 cup raisins 150g,▢ 1 cup powdered sugar for glaze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
