title,author,rating,ratingnum,cuisine,preptime,cooktime,totaltime,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,source,link,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22
Almond Butter (Cut-out) Cookies,Madhuram,5, 2 ,American,Prep Time 3 hours hrs,Cook Time 11 minutes mins,Total Time 3 hours hrs 11 minutes mins,96 Cookies,12,"In a small bowl whisk together the Ener-G egg replacer and water; set aside. Sift the flour, baking powder and baking soda in a large bowl and keep it aside.
In another large bowl, cream together the almond butter and sugars until light and fluffy, about 4-5 minutes.
Beat in the egg replacer mix, milk and vanilla.
Add to the sifted flour mix to the creamed mixture and mix well.
Cover and refrigerate for 2 hours or until easy to handle.
Divide the cookie dough into two halves and place one half in between two parchment papers and flatten it using a rolling pin or press it evenly with a flat bottomed vessel spreading it into a large circle which is about ½ inch thickness.
Cut into desired shapes with 2-in. to 4-in. cookie cutters. Place an inch apart on a baking sheet lined with parchment paper.
Bake at 375° for 7-9 minutes or until edges are browned. Cool for 1 minute before removing from pans to wire racks to cool completely.
Decorate the cookies as you desire. You can either frost it with ready-made icing and sprinkled colored sugar on it or pipe it with cool designs or dunk it in melted chocolate or spread Nutella on the bottom of a cookie and top it with another cookie to make chocolate cookie sandwiches like I have done.
In a medium size bowl add the chocolate chips, butter and few drops of milk and melt it in a microwave oven until smooth.  Add more milk if needed.  Use a fork to break the chocolate chips. 
Let the melted chocolate cool a bit and then dip the cookies in it and place it on a cookie sheet lined with parchment paper. 
Once all the cookies are done leave the cookie sheet in the refrigerator for the chocolate to harden up. You will have to store the cookies in the fridge otherwise the chocolate will begin to melt.",17,▢ 1 cup almond butter creamy,▢ ¾ cup sugar,▢ ¾ cup coconut palm sugar,▢ 3 teaspoons Ener-G egg replacer + 4 tablespoons water for 2 eggs,▢ ⅓ cup 2% milk,▢ 1 teaspoon vanilla extract,▢ 2-½ cups all-purpose flour,▢ ½ teaspoon baking powder,Eggless Cooking,https://www.egglesscooking.com/almond-butter-cookies-recipe/,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,▢ almond butter = peanut butter or any other seed butter,▢ EnerG egg replacer = 6 tablespoons aquafaba,▢ coconut palm sugar = brown sugar,▢ 2% milk = non dairy milk of your choice,▢ ¾ cup semi-sweet chocolate chips,▢ 1 tablespoon butter,▢ 1-2 tablespoons milk,NA,NA,NA,NA,NA
Eggless Whole Wheat Oatmeal Gingersnaps,Madhuram,NA,NA,American,Prep Time 30 minutes mins,Cook Time 10 minutes mins,Total Time 40 minutes mins,35 Cookies,7,"In a large bowl cream together the butter and sugar, until light and creamy.
Whisk together the egg replacer powder and water.  Add it to the creamed butter mixture along with the molasses. Beat it well.
Now add all the other dry ingredients one after the other and mix it well.
Roll the dough into 1-inch balls and roll it again in the additional sugar. (See My Notes)
Preheat the oven at 350F/180C for 15 minutes.  Grease with oil or line the baking sheet with parchment paper.
Place the rolled dough and lightly flatten it with a glass.  Bake it for about 10 minutes.
Remove it out the oven and let it cool on the sheet itself for at least 5 minutes before removing the cookies from the tray.  Then transfer it to a cooling rack for it to cool completely.",11,"▢ ½ cup butter, softened",▢ 1 cup white granulated sugar,"▢ 2 teaspoons egg replacer powder, like Ener-G",▢ ¼ cup water,▢ ¼ cup molasses,▢ 1 and ½ cup whole wheat pastry flour,▢ ¾ cup quick cooking oats,▢ 1 teaspoon baking soda,Eggless Cooking,https://www.egglesscooking.com/eggless-whole-wheat-oatmeal-gingersnaps-recipe/,▢ 2 teaspoons ground ginger,▢ ¼ teaspoons salt,▢ sugar for rolling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soft Eggless Ginger Cookies,Madhuram,5, 1 ,American,Prep Time 50 minutes mins,Cook Time 11 minutes mins,Total Time 1 hour hr 11 minutes mins,25 Cookies,8,"In a very small bowl, whisk together a tablespoon of flaxseed meal and 3 tablespoons water to make flax egg and set aside.
In a large bowl, cream butter and sugar until light and fluffy.
Stir in the flax egg and molasses; beat well.
To the wet mix add the flour, ginger, baking soda, cinnamon, cloves and salt and mix well.
If you feel that the dough is sticky (mine was a bit sticky), put it in an airtight container and refrigerate the dough for about 30 minutes.
When you are ready to roll out the dough, preheat the oven at 350F/180C for 15 minutes.
Meanwhile take about a tablespoonful of dough, roll it in the palm of your hands and then roll in sugar.
Place about 1.5 inches apart on ungreased baking sheets. Bake at 350° until lightly browned, 10-12 minutes. Remove to wire racks to cool. Once the cookies are completely cooled, store it at room temperature in airtight container.",11,▢ ¾ cup butter softened,▢ 1 cup granulated sugar,▢ 1 count flax egg,▢ ¼ cup molasses,▢ 2 and ¼ cups all-purpose flour,▢ 2 teaspoons ground ginger,▢ 1 teaspoon baking soda,▢ ¾ teaspoon ground cinnamon,Eggless Cooking,https://www.egglesscooking.com/ginger-cookies-recipe/,▢ ½ teaspoon ground cloves,▢ ¼ teaspoon salt,▢ 1 teaspoon sugar additional (or as needed),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christmas Sugar Cookies,Madhuram,5, 1 ,American,Prep Time 1 hour hr 30 minutes mins,Cook Time 9 minutes mins,Total Time 1 hour hr 49 minutes mins,150 Cookies (Approx),6,"In a large bowl beat together the butter and sugar until light and creamy.
Add in the milk and vanilla. Beat well.
Stir in the flour and salt and mix well.
The dough will be a bit loose at this stage.  Divide it into 5, 1 cup portions.  Using some flour form the dough into logs about 7-8 inches long (see My Notes).  Wrap it in plastic wrap or parchment paper and cool it in the fridge for at least an hour before baking.
After an hour remove one log at a time from the fridge (See My Notes).  Meanwhile preheat the oven at 350F/180C. Slice the log to about ¼-inch for each cookie, decorate it with sprinkles, colored sugar, etc.  Place it on a lightly greased baking sheet about an inch apart and bake for about 7-9 minutes.
Remove the sheet out of the oven. Let it cool completely on a wire rack before storing it in an air tight container.",6,▢ 2 cups butter softened,▢ 1 cup white sugar,▢ ¼ cup sweetened condensed milk,▢ 1 teaspoon vanilla extract,▢ 4 cups all-purpose flour,▢ ⅛ teaspoon salt,NA,NA,Eggless Cooking,https://www.egglesscooking.com/christmas-sugar-cookie-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Blossom Cookies,Madhuram,NA,NA,American,Prep Time 20 minutes mins,Cook Time 9 minutes mins,Total Time 31 minutes mins,60 Cookies (Approx),7,"Preheat the oven to 350F/180C for 15 minutes.
In a large bowl stir together the ingredients in Part 2 and set aside. Whisk together the Ener-G and water.
In another large bowl beat together the butter and sugars until creamy.  Stir in the Ener-G mix and vanilla extract and beat well.
Mix in the flour mix one cup at a time. Use a wooden spoon to mix the dough.  Hand held electric beater might not work because it's a lot of dough to work with and can get stiff.
You may use a couple of tablespoons of water if you think the dough is too stiff. It was a lot of dough.  So I divided into half and added about 2 extra tablespoons of water to one part to make the cookies.
Scoop out about a tablespoon of dough for each cookie, roll it in the sugar and flatten it lightly.  Repeat it for all the cookies and bake it for about 8-10 minutes.
Once done remove the baking sheet out of the oven and let it cool for 2 minutes and then press down a Hershey Kisses chocolate in the centre of each of the cookie and let it cool completely.",15,▢ 1 cup unsalted butter softened,▢ 1 cup granulated white sugar,▢ 1 cup coconut palm sugar,▢ 1 cup peanut butter smooth,▢ 4 teaspoons Ener-G egg replacer + ⅓rd cup of water (for 2 eggs),▢ 2 teaspoons vanilla extract,▢ 2 cups all-purpose flour,▢ 2 cups whole wheat pastry flour,Eggless Cooking,https://www.egglesscooking.com/peanut-butter-blossom-cookies-recipe/,▢ 2 teaspoons baking soda,▢ ¼ teaspoon salt,▢ ¼ cup white sugar (additional for rolling the dough),▢ butter = vegan butter substitute,▢ coconut palm sugar = brown sugar,▢ peanut butter = any other nut butter or seed butter.,▢ whole wheat pastry flour = all-purpose flour or any other grain flour,NA,NA,NA,NA,NA,NA,NA
Whipped Shortbread Cookies,Madhuram,5, 1 ,American,Prep Time 1 hour hr,Cook Time 16 minutes mins,Total Time 1 hour hr 16 minutes mins,48 Cookies,8,"Preheat oven to 300F/150C.  Line baking sheet/s with parchment paper and set aside.
In a large bowl add the butter and beat it until light and creamy.
To the creamed butter add the powdered sugar and beat well.  Then add the vanilla extract and cream it again.
Now add the sifted all-purpose flour and cornstarch into the creamed butter and sugar mixture and mix well.  If you feel that the cookie dough has a sticky texture, cover the bowl or transfer the dough to an air-tight container and chill it in the fridge for about 30 minutes.
Use a tablespoon to scoop out the dough and roll it in your palms (dusted with some cornstarch, if necessary so that it won't stick in your hands) and place it on the prepared baking sheet at least 2 inches apart.
Dip the tines of a fork in cornstarch and press the rolled cookie dough to flatten slightly.
Add sprinkles on top of the cookies or pressed half a candied cherry in the middle of each cookie and put it in the oven and bake for 14-16 minutes or until set.
Remove the baking sheet from the oven and place it on a wire rack to cool completely before storing the cookies in an airtight container or packing it for family and friends.",8,▢ 2 cups unsalted butter,▢ 1 cup powdered sugar,▢ 3 cups all-purpose flour,▢ ½ cup cornstarch,▢ ¼ teaspoon salt,▢ 2 teaspoons vanilla extract almond extract is good too,▢ 24 count candied cherries for decoration,▢ As needed color sprinkles,Eggless Cooking,https://www.egglesscooking.com/whipped-shortbread-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggless Thumbprint Cookies,Madhuram,NA,NA,American,Prep Time 20 minutes mins,Cook Time 15 minutes mins,Total Time 45 minutes mins,42 Cookies,9,"In a small bowl whisk together the Ener-G egg replacer and water; set aside.
In a large bowl, beat butter and confectioners' sugar until blended.
Beat in the Ener-g egg replacer mix.
Gradually beat in flour and salt. Mix well to form a ball of dough.
Cover the dough completely with plastic wrap and refrigerate for at least 2 hours or until firm.
Preheat oven to 325F/160C. Grease the baking sheet/s lightly with butter and set aside.
Scoop out a tablespoon of dough, shape it into balls, slightly flatten it and press a deep indentation in the center with your thumb or using the back of a wooden spoon. Fill it with a little jam of your choice.  Repeat the same for at least another 3-4 cookies.  We are going to test bake.
Bake 13-15 minutes or until edges are light brown.  Remove from pans to wire racks.  See how the cookies turn out.  Check if it spreads too much, in that case, it requires more chilling.  Check if the cookies are done and you may have to adjust the baking time accordingly for the rest of the dough.  I always recommend test baking with just a few cookies so that we don't end up messing up the whole batch.
Once this is all figured out repeat the same for the rest of the dough and you've baked yourself beautiful eggless thumbprint cookies.",7,▢ ¾ cup unsalted butter softened,▢ ¾ cup confectioners' sugar,▢ 1 and ½ teaspoons Ener-G egg replacer + 1 tablespoon water for 1 egg,▢ ½ teaspoon vanilla extract or almond extract,▢ 1-¾ cups all-purpose flour,▢ ½ teaspoon salt,▢ ½ cup strawberry or raspberry or apricot preserves,NA,Eggless Cooking,https://www.egglesscooking.com/thumbprint-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrific Texas Cowboy Cookies,Madhuram,5, 1 ,American,Prep Time 3 hours hrs,Cook Time 13 minutes mins,Total Time 3 hours hrs 13 minutes mins,25 Jumbo Cookies,14,"Toast the chopped pecans in a dry skillet over stove top for 3-5 minutes, until it's fragrant.  Be sure to keep stirring the pecans with a spatula otherwise it will burn quickly.  Then set it aside.
In a small blender or using a whisk, beat together the Ener-G egg replacer and water; keep it aside.
In a large bowl cream the butter until it's light and fluffy.
Add both the sugars and beat well.  Scrape down the sides.
Now stir in the Ener-G mixture and vanilla extract and beat further.
Place a sieve (or meshed colander) over the bowl and add the flour, baking powder, baking soda and salt and sieve it so that all the dry ingredients are spread evenly.
Using a wooden spoon/spatula mix it all but not too much.
Now incorporate all the other add ons from oats to chocolate chips.  Mix well.
Make it into one big ball of cookie dough and store it in the refrigerator for at least an hour.
The more the dough has chilled the more it has to be on the counter at room temperature for you to be able to scoop it out.
Because it's a Texas style cookie you will have to use a ¼ cup measurement to scoop out the dough for each cookie.
Preheat the oven at 350F/180C for 15 minutes.  Meanwhile scoop out the dough and place it on the cookie sheet.  I test baked one cookie to see how much it spreads.  I did flatten the dough lightly and the cookie spread quite a bit.  So for the remaining of the cookies I flattened it even more and it spread perfectly as much as I wanted it to be.
Bake the cookies for 12-15 minutes depending upon the type of the pan you are using.  Remove the cookie sheet from the oven when the edges turn golden brown and place it on a cooling rack.  While the cookie is still warm press in the M&Ms if using.  The cookie will feel undercooked but don't worry it will harden up and while so the M&Ms will also stick to it.
After about 10 minutes remove the cookies from the baking sheet and place it on the wire rack to cool completely and then store it in an airtight container.  These Texas cowboy cookies have a crispy texture around the edges and a soft center.  The texture remains the same for about a week if stored properly.",17,"▢ 1 cup butter, softened",▢ 1 cup brown sugar,▢ 1 cup white sugar,▢ 3 teaspoons Ener-G egg replacer powder,▢ ¼ cup water,▢ 1 teaspoon vanilla,▢ 2 cups all-purpose flour,▢ 1 teaspoon baking powder,Eggless Cooking,https://www.egglesscooking.com/texas-cowboy-cookies-recipe/,▢ 1 teaspoon baking soda,▢ ½ teaspoon salt,▢ 1 cup rolled oats,▢ 1 cup bran flakes,"▢ 1 cup pecans, chopped and toasted",▢ ½ cup unsweetened coconut flakes,▢ 1 cup peanut butter chips,▢ 1 cup semi-sweet chocolate chips,▢ M&Ms to decorate on top of the cookies,NA,NA,NA,NA,NA
Chocolate Chip Yogurt Cookies,Madhuram,5, 1 ,American,Prep Time 1 hour hr,Cook Time 12 minutes mins,Total Time 1 hour hr 22 minutes mins,24 Cookies,9,"Preheat oven to 375F/190C.
In a large bowl, cream together the sugars and butter until light and fluffy.
Add yogurt and vanilla extract; beat well.
Stir in the flour, baking soda and salt; mix well.
Mix in the chocolate chips.
If you think the batter is a bit sticky.  Chill the cookie dough in the refrigerator for about 30 minutes.
Then use a tablespoon to scoop out the dough and drop onto ungreased cookie sheets 2 inches apart.
Bake for 10-12 minutes or until light golden brown.
Remove the cookie sheet/s from the oven and place it on cooling rack/s.  Leave the cookies undisturbed for 5 minutes and then remove the cookies from the cookie sheet and let it cool on the wire rack for it to cool completely before storing it.",9,▢ ½ cup white granulated sugar,▢ ½ cup brown sugar firmly packed,▢ ½ cup unsalted butter softened,▢ ½ cup plain yogurt I used 2%,▢ 1 and ½ teaspoons vanilla extract,▢ 1 and ¾ cups all-purpose flour,▢ ½ teaspoon baking soda,▢ ¼ teaspoon salt,Eggless Cooking,https://www.egglesscooking.com/chocolate-chip-yogurt-cookies-recipe/,▢ ¾ - 1 cup semi-sweet chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vegan Insomnia Chocolate Cookies,Madhuram,5, 1 ,American,Prep Time 30 minutes mins,Cook Time 16 minutes mins,Total Time 56 minutes mins,72 Cookies,10,"Preheat oven to 350F/180C.  Line baking sheet/s with parchment paper or lightly grease it with non-stick cooking spray.  I usually rub the butter wrapper on the baking sheet/s.
In a small cup, whisk together the Ener-G egg replacer and water; set aside.
Add the vegan butter substitute and sugars (white and brown) in a large bowl and beat until light and creamy.
Add the Ener-G egg replacer mix, corn syrup, and vanilla extract to the creamed butter-sugar mix, and beat well.
To this creamed wet mix, add the dry ingredients listed under Part 2. Mix well with a wooden spoon.
Mix in the chocolate chunks. The cookie dough is ready now.
Use a tablespoon to scoop the dough and place it on the cookie sheet.  As always, I test-baked about 5 cookies to see how well they spread or don't spread so that I don't mess up a huge batch of cookies.  I normally try two things.  Few cookies, I just drop the dough and, for the remaining, flatten it.  The baking test showed that the cookies didn't spread much as it is, so flattening the dough was absolutely necessary.  This may change with the type of fat you use, the consistency of how well it is creamed with the sugar, and the rest of the ingredients.  So always test-bake before trying a huge batch.
Bake the cookies for 15-16 minutes or until golden brown.
Remove the cookie sheet from the oven, place it on a wire cooling rack, and cool completely before storing it in an air-tight container.
Repeat the same process for the rest of the dough.",11,▢ 2 cups vegan butter (Earth Balance),▢ 2 cups granulated sugar,▢ 1 cup brown sugar,▢ 4 teaspoons egg replacer Ener-G,▢ 6 tablespoons water,▢ 4 tablespoons corn syrup,▢ 2 teaspoons vanilla extract,▢ 5 and ½ cups all-purpose flour,Eggless Cooking,https://www.egglesscooking.com/vegan-insomnia-cookies/,▢ 1 teaspoon baking soda,▢ 1 teaspoon salt,▢ 2 cups vegan chocolate chunks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranger Cookies with Aquafaba,Madhuram,NA,NA,American,Prep Time 30 minutes mins,Cook Time 12 minutes mins,Total Time 52 minutes mins,68 Cookies,6,"Preheat oven to 350F/180C.
In a large bowl, cream the butter and sugars until light and fluffy.  Then beat in the aquafaba and vanilla extract.
To this add the dry ingredients listed in Part 2 and mix well.
Stir in the Part 3 ingredients and combine everything to form the cookie dough.  At this stage, you may choose to add nuts or chocolate chips, if you choose to use. Remember that this dough is stiff.
Drop tablespoonful of dough for each cookie and lightly flatten it onto a baking sheet. Bake for 12 minutes or until the edges around the cookies turn golden brown (See Tips below). These cookies are quite pale compared to usual cookies so watch out for the change of color on the edges.
Remove the baking sheets from the oven and place them on a cooling rack. The cookies continue to bake in the heat while on the rack. Later remove the cookies from the pan and place them on the wire racks to cool completely before storing them in an air-tight container.",12,▢ 1 cup butter softened,▢ 1 cup granulated white sugar,▢ 1 cup brown sugar,▢ 8 tablespoons aquafaba,▢ 1 teaspoon vanilla extract,▢ 2 cups all-purpose flour,▢ 1 teaspoon baking soda,▢ ½ teaspoon baking powder,Eggless Cooking,https://www.egglesscooking.com/ranger-cookies-recipe/,▢ ½ teaspoon salt,▢ 2 cups quick cooking oats,▢ 2 cups Rice Krispies cereal,▢ 1 cup sweetened coconut shredded,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scottish Shortbread Cookies,Madhuram,NA,NA,American,Prep Time 30 minutes mins,Cook Time 25 minutes mins,Total Time 1 hour hr 5 minutes mins,40 Shortbread Cookies,8,"Preheat oven to 325°F/160C.
In a large mixing bowl add the butter and sugar and cream until light and fluffy.
Add 2  to 2 and ¼ cups all-purpose flour and ½ teaspoon salt; mix well. The flour mix will have a crumbly texture like coarse breadcrumbs.
Turn the cookie dough onto a floured surface, knead for 5 minutes, adding enough remaining flour to form a soft dough without lumps.  I did the kneading in the bowl itself.
I find flouring the counter and rolling the dough a messy job.  Instead, I take a small portion of the dough, place it in between 2 parchment paper sheets, and then roll the dough using a rolling pin or use the flat bottom side of a bowl to evenly spread the dough out.
Roll to ½-inch thickness. Cut into 3x1-in. strips using a knife or pizza cutter. Place 1 in. apart on ungreased cookie sheet. Prick with a fork. Bake until cookies are golden brown, 20-25 minutes.
I have a large baking sheet so I was able to bake all the shortbread cookies all at once.
Once the cookies are out of the oven cool on a wire rack before storing in an airtight container or a cookie tin.",4,▢ 1 cup unsalted butter softened,▢ ½ cup brown sugar,▢ 2 to 2 and ½ cups all-purpose flour,▢ ½ teaspoon salt,NA,NA,NA,NA,Eggless Cooking,https://www.egglesscooking.com/scottish-shortbread-cookies-recipe/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggless Chocolate Malted Cookies,Madhuram,NA,NA,American,Prep Time 40 minutes mins,Cook Time 16 minutes mins,Total Time 1 hour hr 6 minutes mins,65 Cookies,7,"Preheat oven to 350F/180C.  In a small bowl whisk together the EnerG egg replacer and water and set aside.
In a large bowl, beat the butter and brown sugar until light and creamy.
Add the malted milk powder, chocolate syrup, and Ener-G mix to this mixture and beat well.
Stir in the flour, baking soda, and salt to the creamed mixture and mix them together.
Add the chocolate chips and mix evenly.
Scoop out a tablespoon of dough and place it on the cookie sheet.  You may choose to put a few chocolate pieces onto the dropped cookie dough so that the cookies look neat with chocolate chips sticking out evenly throughout the cookies.  (Sometimes I do this after the cookies come out of the oven while it's still warm).
Bake the cookies for 14-16 minutes.  Remove from the oven and place it on a cooling rack for the cookies to cool completely before storing them in an air-tight container.",11,▢ 1 and ½ cups butter,▢ 2 cups brown sugar,▢ 1 and ¼ cups malted milk powder Ovaltine classic,▢ 4 tablespoons chocolate syrup,▢ 1 and ½ teaspoons vanilla extract,▢ 3 teaspoons Ener-G egg replacer,▢ 3 tablespoons water,▢ 3 and ½ cups all-purpose flour See My Notes,Eggless Cooking,https://www.egglesscooking.com/chocolate-malted-cookies/,▢ 1 and ½ teaspoons baking soda,▢ ½ teaspoon salt,▢ 2 cups chocolate chips See My Notes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The BEST Eggless Pancakes Ever!,Madhuram,4.91, 903 ,American,Prep Time 15 minutes mins,Cook Time 10 minutes mins,Total Time 27 minutes mins,6 Small Pancakes,7,"Whisk together the dry ingredients.
In a liquid measuring mug, measure 1 cup milk.  To that add the vegetable oil, water and vanilla extract.
Stir in the wet ingredients to the dry ingredients.  Do not over-mix.  Lumps are perfectly fine.  Set aside for a couple of minutes.
Heat a griddle at medium-high heat.  Once the pan is hot add the butter and let it melt.
Add the melted butter to the pancake batter and return the pan to the stove.  Mix the butter into the batter.
When the pan is hot enough, pour a ladleful of batter on the pan for each pancake.  Cook until bubbles appear on the face of the pancake.
Carefully flip the pancake and cook until its golden brown.",10,▢ 1 Cup All-Purpose Flour,▢ 1 Teaspoon Sugar,▢ ¼ Teaspoon Ground Cinnamon,▢ 2 Teaspoons Baking Powder,▢ ¼ Teaspoon Salt,▢ 1 Cup Milk I Used 2%,▢ 1 Tablespoon Oil I used sunflower oil,▢ 1 Tablespoon Water,Eggless Cooking,https://www.egglesscooking.com/eggless-pancakes-recipe/,▢ 1 Teaspoon Vanilla Extract,▢ 2 Tablespoons Butter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eggless Vanilla Cake,Madhuram,4.78, 337 ,American,Prep Time 15 minutes mins,Cook Time 27 minutes mins,Total Time 1 hour hr 7 minutes mins,24 Cake Slices,7,"Preheat the oven at 350F/180C for 15 minutes.  Lightly grease a 9x13-inch pan and line it with parchment paper.
In a large bowl sift together the flour, baking powder, baking soda, and salt.  Mix in the sugar.
Make a well in the center of the dry ingredients and stir in the wet ingredients individually.  Stir the mixture together using a whisk.  Some lumps are okay.
Pour the batter into the prepared pan and tap the pan to even it out and break the air bubbles if any.
Bake it for 25-35 minutes.  The first time I baked this eggless cake, I checked it for doneness after 30 minutes and felt I could have taken it out 2-3 minutes earlier.
The bottom had started to brown more than required.  So I did that the next time and took the pan out of the oven after 27 minutes and the cake turned out to be perfect.
Transfer the pan to a cooling rack and remove the cake after 15-20 minutes.  Place the cake on the rack to cool down completely before slicing it.",10,▢ 2 and ½ cups All-purpose Flour,▢ 2 teaspoons Baking Powder,▢ 1 teaspoon Baking Soda,▢ ¼ teaspoon Salt,▢ 2 tablespoons Sugar,▢ 1 can Sweetened Condensed Milk (I used a 300ml can),▢ 1 cup Water,▢ 2 tablespoons Vinegar,Eggless Cooking,https://www.egglesscooking.com/eggless-vanilla-cake-recipe/,▢ 2 tablespoons Vanilla Extract,▢ ½ cup Butter melted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I Can't Believe It's Eggless Chocolate Cake!,Madhuram,4.90, 160 ,American,Prep Time 15 minutes mins,Cook Time 25 minutes mins,Total Time 1 hour hr,12 People,21,"Preheat the oven to 325F (160C) for 15 minutes.
Grease and flour (I used cocoa powder to flour the base of the pan because it's a chocolate cake) two 9-inch cake pans.
Sift the flour, salt, baking powder, baking soda, cocoa, and sugar into a large mixing bowl. Make a well.
Add the canola oil.  Then add the hot coffee decoction. Add milk.
Add the pureed tofu.  (Remove the silken tofu from the packet using a spoon, add it to the blender, and puree it to a creamy mixture)
And a few drops of vanilla essence.
With an electric mixer, beat at medium speed for 2-3 minutes. (At first, I did not use the hand mixer to combine the batter because I remembered reading somewhere that while using egg substitutes, in this case, tofu, beating the batter is not recommended, and I was so worried to see such a diluted batter and it was also having a lot of small lumps.  So anyhow, I decided to use my hand mixer to get rid of the lumps, but still, the batter was considerably thin).
Pour the batter evenly into both 9-inch cake pans.  (or fill the 6 muffin cups halfway with batter and divide the remaining batter between both 8-inch pans).
Bake this cake for 25 to 30 minutes until a wooden toothpick inserted into the center of the cake comes out clean. (Check the cupcakes after 15 minutes).  I  placed 1 pan on the middle shelf and then another on the bottom shelf set the timer for 25 minutes, and switched the pans around 12 minutes.  Switching the pan means moving the pan from the middle shelf to the bottom and the bottom shelf pan to the top.  This is done to ensure the even baking of both cakes.  One of my make was done exactly at 25 minutes, and the other one took 30 minutes.
Let the cakes cool completely before removing them from the pans.  The time mentioned in the original recipe was 15 minutes, so I tried to transfer the cake to a wire rack after 20 minutes, which was a little messy.  So I left the other cake in the pan for quite some time.  Maybe after an hour, I touched the bottom of that pan and found that it had cooled completely, so I transferred it to the wire rack.
The cake should cool completely on the wire rack before frosting.  I baked the cakes on Saturday and frosted them on Sunday.  I left it on the kitchen counter and covered it with a bamboo basket.  You could also refrigerate the cake to cool it off.
Sift the mix.
Add the melted butter, hot milk, vanilla, and baking soda.  (I read in the same book that adding a pinch of baking soda to icings prevents hardening and cracking, so icing stays moist)
Beat the mix using a hand mixer at medium-high speed.  Add a few drops of water/milk if required.
This was my first experience frosting an eggless chocolate cake, so I followed the steps in the book.
First, I placed the bottom layer upside down so the rounded side (top of the cake would be on the serving plate).  If you have a dome top on the cake, even it out by slicing it with a serrated knife and then place it upside-down.
Spread about ½ cup to ¾ cup of frosting on top of the bottom layer.  Don't use hard strokes; spread it gently using an offset metal spatula or plastic spatula.
Place the second layer on the first, cut, or domed side up.
Frost the sides of the cake first with another ½ cup of frosting.
Finally, frost the top of the second layer.
As you all know, the options are endless.  Being the rookie I am, and because my son loves M&M's, I used them to line the cake.  I also used the ready-made Cake Mate decorating pens in the grocery store in the baking aisle to write birthday messages and draw some flowers.",16,▢ 2 Cups All Purpose Flour,▢ 1 Teaspoon Salt,▢ 1 Teaspoon Baking Powder,▢ 2 Teaspoons Baking Soda,▢ ¾ Cup Unsweetened Cocoa Powder,▢ 2 Cups Granulated Sugar (See My Notes),▢ 1 Cup Vegetable Oil (I Used Canola Oil),▢ 1 Cup Hot Coffee (I Mixed 1.25 Teaspoons Of Instant Coffee Powder With 1 Cup Of Hot Water),Eggless Cooking,https://www.egglesscooking.com/eggless-chocolate-cake/,▢ 1 Cup Milk (I Used 2% Milk),▢ ½ Cup Silken Tofu Pureed (I Used Nasoya Brand Silken Tofu),▢ 1 Teaspoon Vanilla Extract,▢ 1 Packet Dr Oetker's Organic Chocolate Icing Mix,▢ ¼ Cup Hot Milk/Hot Water (Heat It In The Microwave Oven For 15 Seconds),▢ ⅓ Cup Soft Butter At Room Temperature (Which Is 5 Tablespoons + 1 Teaspoon),▢ ¼ Teaspoon Vanilla Extract,▢ A Pinch Baking Soda,NA,NA,NA,NA,NA,NA
