title,author,rating,ratingnum,cuisine,category1,category2,preptime,cooktime,customtime,totaltime,totaltime2itsaproblemifthisisdifferentfromtotaltime1otherwiseignore,servings,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,source,link,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22
Strawberry Rhubarb Crumble Bars,Amanda Davis,4.91, 22 ,American,Desserts,"Cookies, Brownies, & Bars",NA,40 minutes,NA,10 minutes,10 minutes,16 bars,7,"Preheat oven to 350 F. Line an 8×8 baking pan with parchment paper.
Combine all topping ingredients, except the butter, in a large bowl and mix together. Add the butter and work until all is crumbly and somewhat wet looking. We don’t want any dry spots in the mix.
Take 2/3 of the bowl contents (approximately 3 scant cups) and press into a parchment-lined 8×8 baking dish. Pat it down firmly with the palm of your hand or the back of a measuring cup.
Toss prepared strawberries and rhubarb in a large bowl with lemon juice. Sprinkle sugar and cornstarch over the fruit, tossing to coat completely. Spoon fruit mixture over the crust. 
Top with remaining 1/3 of crumb topping (approximately 1 cup) and bake for 35-45 minutes. The filling should be bubbling, and the topping should be set.
Cool on a wire rack. Remove from baking dish using the parchment paper and slice into squares or rectangles to serve. 
Mix 1/2 cup powdered sugar with 1 teaspoon of milk. Add another teaspoon of milk if needed to reach drizzling consistency. Drizzle over the top of crumble bars before serving.",15,▢ 2 cups all purpose flour,▢ 1 cup quick oats,▢ ½ cup light brown sugar,▢ ½ cup granulated sugar,▢ 1 teaspoon baking soda,▢ ½ teaspoon cinnamon,▢ ¼ teaspoon salt,"▢ 1 cup unsalted butter 2 sticks, at room temperature",▢ 16 oz strawberries hulled and diced,▢ 2 cups rhubarb sliced into 1/4-1/2 inch thickness,▢ 1 Tablespoon lemon juice,Amanda's Cookin,https://amandascookin.com/strawberry-rhubarb-crumble-bars/,▢ 3 Tablespoons granulated sugar,▢ 1 Tablespoon cornstarch,▢ ½ cup powdered sugar,▢ 1-2 teaspoons milk,NA,NA,NA,NA,NA,NA,NA
Brown Butter Toffee Blondies,Amanda Davis,5, 3 ,American,Desserts,"Cookies, Brownies, & Bars",NA,35 minutes,NA,45 minutes,45 minutes,24 squares,7,"Preheat oven to 325 degrees. Butter or spray a 9×13-inch baking pan. Line bottom of pan with parchment paper; butter and flour parchment paper (or spray with baking spray).
In a skillet (preferably with a white bottom) over medium heat, cook the butter, stirring frequently until it bubbles. Increase stirring to continuously until the butter turns golden brown. Remove from heat and pour into a heat-safe bowl and let cool.
In a medium bowl, whisk together flour, baking powder, and salt. Add pecans and toffee bits to the dry ingredients and toss to coat.
In the bowl of a stand mixer, combine browned butter and both sugars; stir with a wooden spoon until combined. 
Attach bowl to mixer; add eggs. Using the paddle attachment, beat on medium-high speed until light and fluffy, about 3 minutes. 
Add vanilla, and beat to combine. Reduce speed to low and add flour mixture. Mix until thoroughly combined, and spread into prepared pan.
Bake 35 to 40 minutes or until a toothpick inserted in the center comes out clean (do not overbake). Transfer to a wire rack to cool completely before turning out of the pan onto a cutting board. Peel off parchment paper; cut blondies into 2-inch squares.",10,▢ 1 ¼ cups unsalted butter 2 1/2 sticks,"▢ 11 ounces all-purpose flour 2.25 cups, 314 g",▢ 1 ½ teaspoons baking powder,▢ 1 ½ teaspoons table salt,"▢ 4 ounces chopped pecans 1 cup, 115 g","▢ 6 ounces chocolate covered toffee bits 1 cup, 170 g","▢ 15.6 ounces packed light-brown sugar 2 cups, 442 g","▢ 4.5 ounces granulated sugar 1/2 cup, 128 g",▢ 3 large eggs,▢ 2 ½ teaspoons pure vanilla extract,NA,Amanda's Cookin,https://amandascookin.com/brown-butter-chocolate-toffee-blondies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frosted Sugar Cookie Bars,Amanda Davis,5, 7 ,American,Desserts,"Cookies, Brownies, & Bars",NA,20 minutes,NA,35 minutes,35 minutes,20 large bars,9,"In a large mixing bowl or stand mixer beat the butter, cream cheese, sugar, and egg until nice and frothy. About 4 minutes. Add the vanilla and almond extract and beat for 1 minute more.
In a small bowl combine the flour, baking powder and baking soda. Mix them around so that all ingredients are well incorporated.
Add the flour mixture to the butter mixture and beat for about 2 minutes.
Press the dough into a large jelly roll (cookie sheet) pan. Bake at 350 degrees for 20 minutes. Let the pan cool completely.
In a medium-sized bowl (or your stand mixer) combine the butter and cream cheese. Beat for about 2 minutes.
Add the powdered sugar, milk, and vanilla. Mix for 1-2 minutes or until smooth.
Separate frosting into smaller bowls then add paste food coloring to each bowl.
Frost your pan of cookies using each different color.
Cut the frosted sugar cookie bars into squares and serve!",15,▢ 1 cup unsalted butter softened,▢ 8 oz cream cheese softened,▢ 1 ½ cups granulated sugar,▢ 1 large egg,▢ 1 teaspoon vanilla extract,▢ ½ teaspoon almond extract,▢ 2 ½ cups all purpose flour,▢ 1 teaspoon baking powder,▢ ½ teaspoon baking soda,▢ ½ cup unsalted butter softened,▢ 4 oz cream cheese softened,Amanda's Cookin,https://amandascookin.com/frosted-sugar-cookie-bars/,▢ 3 ½ cups powdered sugar,▢ 3-5 Tablespoons milk,▢ 1 teaspoon vanilla extract,▢ food coloring or icing paste,NA,NA,NA,NA,NA,NA,NA
Easter M&M Cookies,Amanda Davis,NA,NA,American,Holidays & Seasons,Easter,NA,15 minutes,NA,15 minutes,15 minutes,22 large cookies,12,"Line 2 baking sheets with parchment paper.
In a small bowl, whisk together the flour, baking soda, and salt. Set aside.
In the bowl of a stand mixer, beat the butter on medium-high speed until light and fluffy.
Add the sugars and continue beating for 2 to 3 minutes. (The more air that is whipped into the sugar mixture, the fluffier your cookies will be). Scrape down the sides of the bowl with a soft silicone spatula.
Add one of the two eggs and mix on low speed until just combined, then add the next egg and vanilla extract.
Add the flour mixture and continue mixing until just combined. Do not overmix the dough; this will make your cookies tough.
Fold in 1 cup each of the white chocolate chips and Easter M&M’s.
Using the large 3-tablespoon cookie scoop, portion the dough onto the prepared cookie sheets (spacing them 2 inches apart).
Refrigerate the mounds of cookie dough for a minimum of 40 minutes and preheat the oven to 350°F.TIP – For an outstanding-tasting cookie, refrigerate the scooped cookie dough for 24-48 hours beforehand and then bake according to directions. It’s worth the wait!
Bake for 12-15 minutes or until the tops are puffy and golden.
Working quickly and while the cookie is still warm, gently push the remaining chocolate chips and M&M’s on to the tops of the cookies.
Allow the cookies to set on the baking sheet for 3-5 minutes, then transfer them to a wire rack to cool.",12,▢ 3 cups all purpose flour 360g,▢ 1 teaspoon baking soda,▢ 1 teaspoon salt,▢ 1 cup unsalted butter room temperature. 226g,▢ 1 cup light brown sugar packed. 213g,▢ ¾ cup granulated sugar 149g,▢ 2 large eggs,▢ 2 teaspoons vanilla extract,▢ 1 cup white chocolate chips divided,▢ 1 cup Easter M&M candies,▢ ¼ cup white chocolate chips,Amanda's Cookin,https://amandascookin.com/easter-mm-cookies/,▢ ¼ cup Easter M&M candies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doubletree Chocolate Chip Cookies,Amanda Davis,5, 2 ,American,Desserts,"Cookies, Brownies, & Bars",NA,20 minutes,NA,30 minutes,30 minutes,26 cookies,8,"Preheat oven to 300F.
To the bowl of a stand mixer (or a mixing bowl using a hand mixer) cream the butter, granulated sugar, and brown sugar on medium speed until well combined. About 2 minutes.
Add in the eggs, vanilla, and lemon juice, mixing for about 30 seconds on low speed. Up the speed to medium for an additional 2 minutes until the mixture is light and fluffy.
On low speed, add in the flour, oats, baking soda, salt, and cinnamon. Mix until combined, about 35-45 seconds. Be careful not to overmix.
Fold in chocolate chips and walnuts with a wooden spoon.
Line a baking sheet with parchment paper or a silicone baking mat. Using a large cookie scoop (3 Tbsp), scoop dough balls onto baking sheet.
Bake for 20 minutes, or until cookies are golden brown with a soft center.
Allow to cool on the baking sheet for 2 minutes. Transfer cookies to a wire cooling rack. Enjoy!",13,▢ 16 Tablespoons unsalted butter softened – 2 sticks,▢ ¾ cup granulated sugar PLUS 1 Tablespoon,▢ ¾ cup light brown sugar packed,▢ 2 large eggs,▢ 1 ¼ teaspoon vanilla extract,▢ ¼ teaspoon fresh lemon juice,▢ 2 ¼ cup all-purpose flour,▢ ½ cup rolled oats,▢ 1 teaspoon baking soda,▢ 1 teaspoon salt,▢ a pinch of cinnamon,Amanda's Cookin,https://amandascookin.com/doubletree-chocolate-chip-cookies/,▢ 2 ⅔ cup semi-sweet chocolate chips,▢ 1 ¾ cup walnuts chopped,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brownies in a Cast Iron Skillet,Amanda Davis,5, 14 ,American,Desserts,"Cookies, Brownies, & Bars",NA,50 minutes,NA,5 minutes,5 minutes,9 wedges,9,"Preheat the oven to 325 F. Place cast iron skillet on stovetop burner.
Cut butter into 6 chunks and place in skillet with the chocolate. Cook over very low heat, stirring occasionally with a wooden spoon.TIP – Because the heat is low, it can take some time, so measure out your other ingredients while it's melting, so you aren't tempted to turn up the heat!
When the chocolate and butter are completely melted, remove pan from the heat and add both sugars. Stir until everything is combined.
Add eggs, one at a time, stirring well after each addition.
Add vanilla and stir well.
Add flour and salt and stir until there are no traces of flour left.
Use a rubber spatula around the edge of the pan to clean off the sides and get all the batter into the middle.
Place skillet in the oven and bake for 50 minutes. Insert a toothpick into the center to test for doneness. The toothpick should come out clean, with the possibility of a couple of crumbs. If it's still wet, put it back in the oven and bake at 5-minute intervals.
Allow to cool on a wire rack for about 15 minutes. If you like warm brownies with ice cream and chocolate sauce, cut a wedge now. Otherwise, cool the brownies completely before cutting them into wedges.",8,▢ ¾ cup unsalted butter 1 1/2 sticks,▢ 3 ounces unsweetened baking chocolate coarsely chopped,▢ 1 cup light brown sugar firmly packed,▢ ½ cup granulated sugar,▢ 3 eggs,▢ 1 teaspoon pure vanilla extract,▢ ¾ cup unbleached all purpose flour,▢ ¼ teaspoon salt,NA,NA,NA,Amanda's Cookin,https://amandascookin.com/brownies-in-cast-iron-skillet/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peanut Butter Rice Krispie Treats,Amanda Davis,5, 3 ,American,Desserts,No Bake Desserts,NA,10 minutes,NA,45 minutes,45 minutes,24 squares,7,"Line a 9×13-inch baking pan with parchment paper.TIP – If you don’t have parchment paper to line the baking pan, you can also grease the pan with butter (having the parchment paper makes for slightly easier removal)
Cut butter into quarters and place in a large pot over medium heat.
Once the butter starts to foam, reduce the heat to low and add the peanut butter and vanilla extract. Stirring until smooth.
Add the mini marshmallows and stir continuously until they are melted and no white streaks remain.TIP – Be careful not to burn the marshmallow mixture while melting it; it’s important to keep it at a low heat and stir continuously
Pour in the Rice Krispies cereal, and, working quickly, stir until the cereal is coated in the marshmallow mixture. Be careful not to crush the cereal when stirring (I find using a soft silicone spatula avoids this).
Transfer the mixture to the prepared baking pan and spread it into an even layer, making sure to reach the corners.
Allow to set for 30 minutes and then slice into 24 equal servings.",5,▢ ½ cup unsalted butter at room temperature,▢ 1 cup creamy peanut butter,▢ 2 teaspoons pure vanilla extract,▢ 20 ounces mini marshmallows two 10 ounce bags,▢ 10 cups Rice Krispies cereal,NA,NA,NA,NA,NA,NA,Amanda's Cookin,https://amandascookin.com/peanut-butter-rice-krispie-treats/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keto Peanut Butter Cookies,Amanda Davis,5, 1 ,American,Low Carb,Keto Peanut Butter Cookies,NA,12 minutes,NA,27 minutes,27 minutes,10 cookies,7,"Preheat oven to 350 F and line a baking sheet with parchment paper.
Place all ingredients EXCEPT the water into a large mixing bowl.
Beat ingredients with a hand mixer on low speed until dough begins to come together. Add one tablespoon of water and mix again. Only add the second tablespoon if the dough needs to be loosened.
Spray your hands with cooking spray. Roll dough into 10 balls.
Using a fork dipped in water or sprayed with cooking spray, flatten slightly in a criss cross pattern.
Bake for 11-13 minutes, cookies will puff up a little.
Remove from oven and cool on wire rack.",6,▢ 10 Tablespoons peanut butter powder lightly packed,▢ 2 Tablespoons unsalted butter well softened,▢ ½ cup granulated sugar substitute such as Allulose,▢ 1 large egg,▢ 1 teaspoon pure vanilla extract,▢ 1-2 Tablespoons water,NA,NA,NA,NA,NA,Amanda's Cookin,https://amandascookin.com/keto-peanut-butter-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butterscotch Brownies,Amanda Davis,5, 1 ,American,Desserts,"Cookies, Brownies, & Bars",NA,25 minutes,NA,40 minutes,40 minutes,16 servings,12,"Preheat the oven to 350°F.
Line an 8×8-inch baking pan with 2 sheets of parchment paper long enough to extend over the sides of the pan to make a sling. (This will make removing the brownies from the pan easier.)
Heat the butter in a small saucepan over medium heat. When you see the butter start to foam, stir with a soft silicone spatula, scraping up any bits from the sides and bottom of the saucepan.
Continue stirring until the butter has turned a medium golden brown (approximately 6-8 minutes), then remove the saucepan from the heat and pour the browned butter (with all the bits) into a large heat-proof bowl.TIP – To ensure you don’t burn the butter take the saucepan off the heat at the first sight of it turning medium-golden. The butter will continue to darken in the saucepan until it gets poured into the heat-proof bowl.
Add the brown sugar and vanilla extract and stir to combine.
Stir in the eggs and set aside.TIP –  When adding the eggs to the butter/sugar mixture, ensure it is not too hot (you don’t want to ‘cook’ the eggs).
In a medium-sized bowl, whisk together the flour, baking powder, and salt.
Add the flour mixture to the butter/sugar mixture, stirring until the ingredients are well combined.
Fold in the toasted pecans and butterscotch chips.
Transfer the batter to the prepared baking pan, spreading it out in an even layer and making sure to get the batter into all the corners.
Bake for 20 to 25 minutes, checking to ensure that the brownies are not overbaking. They should be golden along the edges while the center is still soft.
Remove the brownies from the oven and place the baking pan on a wire rack to cool for 30 minutes before slicing.",9,▢ 1 cup unsalted butter,▢ 1 ½ cups dark brown sugar lightly packed,▢ 2 teaspoons pure vanilla extract,▢ 2 large eggs,▢ 1 ¾ cups all purpose flour,▢ ½ teaspoon baking powder,▢ ½ teaspoon salt,▢ ¾ cup toasted pecans chopped,▢ ¾ cup butterscotch chips,NA,NA,Amanda's Cookin,https://amandascookin.com/butterscotch-brownies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pretzel Chocolate Chip Cookies,Amanda Davis,5, 3 ,American,Desserts,"Cookies, Brownies, & Bars",NA,10 minutes,NA,30 minutes,30 minutes,24 cookies,10,"Start with room temperature butter cut into pats (don't use cold butter!). Heat the butter pats over medium in a skillet, stirring continuously. The entire process should only take around 5 minutes over medium heat. The butter will begin to foam, take on a deep golden hue, and you'll notice brown specks in the pan. That's it! Make sure to remove the butter from the heat once it begins to brown as it can quickly burn. Let it cool slightly. It will begin to partially thicken.
Preheat oven to 350F.
In the bowl of a stand mixer, cream the granulated sugar and brown sugar with the slightly cooled, browned butter. 
Add the shortening and mix until incorporated. 
Add the molasses, vanilla extract, and eggs to the bowl and mix until combined.
In a separate bowl, mix all of the dry ingredients together. 
Add half of the dry ingredients to the wet ingredients. Mix fully before adding the second half of dry ingredients.
Fold in the chocolate chips and broken pretzels with a rubber spatula.
Use a cookie scoop or tablespoon to portion out your cookies onto a parchment lined baking tray. Optionally top the dough balls with extra broken pretzels.
Bake for 10-12 minutes until just slightly golden. Optionally garnish with flakey salt. Allow the cookies to rest on the pan for a minute or two then move to a wire rack to cool.",14,▢ ½ cup browned butter or melted unsalted butter,▢ ¾ cup granulated sugar,▢ ¾ cup light brown sugar or dark brown sugar,▢ 4 Tablespoons shortening,▢ 1 ½ Tablespoons molasses,▢ 1 Tablespoon vanilla extract,▢ 2 large eggs,▢ 2 cups all-purpose flour,▢ 1 teaspoon salt,▢ 1 teaspoon baking soda,▢ 1-2 Tablespoons cinnamon optional for flavor,Amanda's Cookin,https://amandascookin.com/pretzel-chocolate-chip-cookies/,▢ 1 cup milk chocolate chips,▢ 1 cup pretzels broken into pieces,▢ flakey sea salt optional as garnish,NA,NA,NA,NA,NA,NA,NA,NA
White Chocolate Macadamia Nut Cookies,Amanda Davis,5, 1 ,American,Desserts,"Cookies, Brownies, & Bars",NA,15 minutes,NA,35 minutes,35 minutes,33 cookies,6,"Preheat oven to 350 degrees. Line insulated baking sheets with parchment paper or a silicone baking mat.
Whisk together flour, baking soda, baking powder, and Kosher salt in a bowl.
In bowl of an electric mixer, cream together butter and sugars until light and creamy. Add eggs, one at a time, mixing well after each addition. Mix in the vanilla. 
With mixer on low, add dry ingredients and mix just until combined. Stir in white chocolate chips and nuts with wooden spoon or rubber spatula.
Scoop dough into balls using a 3-tablespoon cookie scoop onto sheet. Bake 12-15 minutes or until just beginning to lightly brown around the edges (Mine were perfect at 13 minutes).TIP – As soon as you remove the baking sheet from the oven, use a spatula to shape the outer edge of the cookies to make them nice, round, and even.
Allow cookies to cool on the sheet for 5 minutes before transferring to cooling racks to cool completely.",11,▢ 17 ounces all purpose flour 4 cups (482g),▢ 1 teaspoon baking soda,▢ 1 ½ teaspoons baking powder,▢ 1 ½ teaspoons coarse Kosher salt,"▢ 2 ½ sticks unsalted butter at room temperature, 20 tablespoons",▢ 10 ounces light brown sugar 1 1/4 cup packed (284g),▢ 8 ounces granulated sugar 1 cup plus 3 Tablespoons. (227g),▢ 2 large eggs,▢ 2 teaspoons vanilla extract,▢ 12 ounces white chocolate chips 342g,"▢ 1 cup macadamia nuts coarsley chopped, 5 ounces (142g)",Amanda's Cookin,https://amandascookin.com/white-chocolate-macadamia-nut-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pecan Pie Brownies,Amanda Davis,NA,NA,American,Desserts,"Cookies, Brownies, & Bars",NA,45 minutes,NA,NA,35 minutes,16 servings,7,"Heat the oven to 350°F. Grease and line a 9×9-inch metal baking pan with parchment paper, leaving enough parchment on all four sides so the brownies can easily be lifted from the pan.
Prepare and bake the brownies according to the instructions on the back of the box. Allow them to cool to room temperature.
In a medium-sized bowl, combine the pecans, melted butter, brown sugar, corn syrup, honey, heavy cream, and salt.
Transfer the pecan mixture to the cooled brownies. Evenly distribute the mixture to ensure the pecans extend to the corners and outer edges of the brownie layer.
Return the baking pan to the oven and bake for 20 minutes.
Remove the pan from the oven, allow it to cool on a wire rack, and then place it in the refrigerator to let the brownies chill for at least 1 hour.TIP – It is recommended that the brownies be chilled for a minimum of 1 hour. However, 2-3 hours is best. Doing so makes it easier to cut the brownies.
Gently lift the brownies from the pan with the parchment paper ‘handles’ and place the slab on a cutting board. Using a sharp chef’s knife, divide the brownies into 16 portions, sprinkle with the flaky salt, and drizzle with caramel (if using).",10,▢ 18.2 ounce box of brownie mix plus ingredients on back of the box,▢ 2 cups pecan halves roughly chopped,▢ 6 Tablespoons unsalted butter melted. 3/4 stick,▢ ¼ cup brown sugar,▢ 2 Tablespoons corn syrup,▢ 2 Tablespoons honey,▢ 2 Tablespoons heavy whipping cream,▢ ¼ teaspoon salt,▢ flakey sea salt,▢ ½ cup store bought caramel sauce for optional drizzle,NA,Amanda's Cookin,https://amandascookin.com/pecan-pie-brownies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pumpkin Cinnamon Chip Cookies,Amanda Davis,5, 2 ,American,Desserts,"Cookies, Brownies, & Bars",NA,14 minutes,NA,24 minutes,24 minutes,70 cookies,6,"Preheat oven to 350 F. Line insulated baking sheets with parchment paper.
In a medium bowl, whisk together flour, salt, baking powder, baking soda, cinnamon, and pumpkin pie spice. Set aside.
Combine softened butter and shortening and beat on medium-high until creamy. Slowly add sugar to the mixer and continue beating until fluffy, about 3-4 minutes. Add egg and vanilla, scrape down the bowl.
Mix again until combined then with mixer on medium-low, add the pumpkin by large spoonfuls. Slowly add in the dry ingredients and beat just until combined. Scrape down bowl and using a wooden spoon stir in the cinnamon chips.
Use a cookie scoop to drop dough onto prepared sheets, placing them 2-inches apart. Bake for 13-14 minutes.
Remove from oven and allow to cool on pan for 10 minutes, then transfer to cooling racks to cool completely.",13,▢ 2 cups all-purpose flour,▢ ½ teaspoon table salt,▢ 1 teaspoon baking powder,▢ 1 teaspoon baking soda,▢ ½ teaspoon ground cinnamon,▢ ½ teaspoon pumpkin pie spice,"▢ ½ cup unsalted butter softened, 1 stick",▢ ½ cup vegetable shortening,▢ 1 cup granulated sugar or brown sugar,▢ 1 large egg,▢ 1 teaspoon pure vanilla extract,Amanda's Cookin,https://amandascookin.com/pumpkin-cinnamon-chip-cookies/,▢ 1 cup canned pumpkin,▢ 10 oz bag of cinnamon chips,NA,NA,NA,NA,NA,NA,NA,NA,NA
Witch Finger Cookies,Amanda Davis,5, 23 ,American,Holidays & Seasons,Halloween,NA,12 minutes,NA,42 minutes,42 minutes,36 cookies,15,"Preheat oven to 350 F. Prepare a cookie sheet lined with parchment paper and set aside.
In a large bowl cream together the butter and powdered sugar until evenly mixed with an electric mixer on medium speed.
Add the egg and vanilla and mix to combine on medium speed.
Whisk together the flour, salt, and baking powder in a medium bowl and mix into the batter in 3 additions.
When the cookie dough is combined use a small cookie scoop to scoop 1 tablespoon of cookie dough into a ball.
Next, shape the ball into a 3-inch cylinder.
Make a small pinch right beneath where the nail would be on the cookie. Then make another small pinch where the knuckle would be.
Using your index finger make an indent for the nail bed. Place a sliced almond as a nail in the cookie.
Next, using the bottom of a piping tip create indents under the nail bed and on the knuckle of the cookie.
Finally, break off a small portion of the bottom of the finger so that it appears severed. Repeat steps 6-11 with the remaining cookie dough and place fingers on the prepared cookie sheet 1 inch apart.
Chill cookies for 15-20 minutes to prevent spreading in the oven.
Bake the cookies in the preheated oven for 12 minutes. If they are not yet slightly golden bake for 2 minutes more until the desired color is reached.
Allow cookies to cool on the baking sheet for 5 minutes before transferring to a wire rack to cool completely.
If desired, use a kitchen torch to create slight burn marks on the fingers around the knuckles.
In a small microwave safe bowl warm the strawberry jam for 20 seconds. Use a fine tip paint brush to paint strawberry jam around the nail bed. dip the severed end of the finger in the strawberry jam and transfer to a serving plate. Continue with remaining cookies.",9,▢ 1 cup butter,▢ 1 cup powdered sugar aka confectioners sugar,▢ 1 large egg,▢ 1 teaspoons vanilla extract,▢ 2 ¾ cup all purpose flour,▢ ½ teaspoons salt,▢ ½ teaspoons baking powder,▢ 36 sliced almonds,▢ ¼ cup strawberry jam,NA,NA,Amanda's Cookin,https://amandascookin.com/witch-finger-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mummy Cookies,Amanda Davis,5, 3 ,American,Holidays & Seasons,Halloween,NA,12 minutes,NA,27 minutes,27 minutes,16 cookies,12,"Preheat oven according to cookie dough package instructions (ours was 350 F).
Line an insulated baking sheet with parchment paper.
Cut refrigerator cookie dough into 16 slices, approximately 1/2-inch thick.
Carefully insert a lollipop stick into each cookie slice and place on baking sheet, making sure to leave space between cookies as the dough will expand when it bakes.
Bake according to cookie package instructions. Ours said 11-14 minutes and we baked ours for 12 minutes.
Remove from oven and place pan on a wire rack. Carefully push the lollipop stick a little further into the cookie if needed. Cool on pan on rack for 5 minutes. After 5 minutes, slide the parchment with the cookies off the sheet and onto the wire rack to cool completely.
TIP: Do not try to remove the cookie pops until they have cooled or the cookies will break.
In a large bowl, whisk together the can of white frosting and 1/2 cup powdered sugar until completely combined. Add frosting to a piping bag fitting with a flat piping tip.
Add a dot of frosting to the back of a candy eye and gently press it to the top third of the cookie. Repeat for a second eye.
Pipe white frosting horizontally across the face of each cookie to look like bandages, overlapping slightly with each row. Overlap the eyes just slightly so they appear to be looking out through the bandages.
Use an extra lollipop stick or skewer to clean up extra frosting around the outside edges of the cookies.
TIP: The frosting will need to dry and set before handling. They will begin to set as early as 15 minutes, but it’s best to make these early in the day for an afternoon/evening Halloween party.",4,▢ 16 ounce refrigerated sugar cookie dough,▢ 32 candy eyeballs,▢ 16 ounces canned white frosting,▢ ½ cup powdered sugar,NA,NA,NA,NA,NA,NA,NA,Amanda's Cookin,https://amandascookin.com/mummy-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
